student_id,academic_year,programme_code,programme_year,status,status_change_at
307,1047-48,2.2.18,2,enrolled,1047-09-01
308,1047-48,4.2.37,2,enrolled,1047-09-01
309,1047-48,4.4.44,2,enrolled,1047-09-01
31,1047-48,4.1.33,2,enrolled,1047-09-01
310,1047-48,2.3.22,2,enrolled,1047-09-01
311,1047-48,1.2.5,2,enrolled,1047-09-01
312,1047-48,4.1.34,2,enrolled,1047-09-01
313,1047-48,4.1.35,2,enrolled,1047-09-01
314,1047-48,2.1.16,2,enrolled,1047-09-01
315,1047-48,4.4.42,2,enrolled,1047-09-01
316,1047-48,4.1.35,2,enrolled,1047-09-01
317,1047-48,2.1.17,2,enrolled,1047-09-01
318,1047-48,1.1.1,2,enrolled,1047-09-01
319,1047-48,4.4.42,2,enrolled,1047-09-01
32,1047-48,4.2.36,2,enrolled,1047-09-01
320,1047-48,1.3.7,2,enrolled,1047-09-01
322,1047-48,4.4.42,2,enrolled,1047-09-01
323,1047-48,2.2.19,2,enrolled,1047-09-01
325,1047-48,2.2.18,2,enrolled,1047-09-01
326,1047-48,4.2.37,2,enrolled,1047-09-01
327,1047-48,1.5.13,2,enrolled,1047-09-01
328,1047-48,4.1.33,2,enrolled,1047-09-01
329,1047-48,4.1.35,2,enrolled,1047-09-01
33,1047-48,4.1.33,2,enrolled,1047-09-01
330,1047-48,4.1.35,2,enrolled,1047-09-01
331,1047-48,4.3.39,2,enrolled,1047-09-01
332,1047-48,1.3.8,2,enrolled,1047-09-01
333,1047-48,4.2.37,2,enrolled,1047-09-01
334,1047-48,1.2.6,2,enrolled,1047-09-01
335,1047-48,1.1.3,2,enrolled,1047-09-01
336,1047-48,4.3.40,2,enrolled,1047-09-01
337,1047-48,3.1.27,2,enrolled,1047-09-01
338,1047-48,4.1.35,2,enrolled,1047-09-01
339,1047-48,1.1.1,2,enrolled,1047-09-01
34,1047-48,2.3.23,2,enrolled,1047-09-01
340,1047-48,4.1.35,2,enrolled,1047-09-01
342,1047-48,3.2.29,2,enrolled,1047-09-01
343,1047-48,1.5.13,1,repeating,1047-09-01
344,1047-48,4.2.36,2,enrolled,1047-09-01
346,1047-48,1.1.1,2,enrolled,1047-09-01
347,1047-48,3.2.29,2,enrolled,1047-09-01
348,1047-48,4.1.35,2,enrolled,1047-09-01
349,1047-48,2.2.18,2,enrolled,1047-09-01
350,1047-48,1.1.3,2,enrolled,1047-09-01
351,1047-48,1.1.1,2,enrolled,1047-09-01
353,1047-48,4.2.37,2,enrolled,1047-09-01
354,1047-48,2.3.23,2,enrolled,1047-09-01
355,1047-48,4.4.44,2,enrolled,1047-09-01
356,1047-48,1.2.5,2,enrolled,1047-09-01
357,1047-48,3.2.30,2,enrolled,1047-09-01
358,1047-48,3.1.27,2,enrolled,1047-09-01
359,1047-48,4.4.44,2,enrolled,1047-09-01
36,1047-48,1.5.12,2,enrolled,1047-09-01
361,1047-48,4.1.35,2,enrolled,1047-09-01
362,1047-48,4.1.33,2,enrolled,1047-09-01
364,1047-48,1.1.2,2,enrolled,1047-09-01
365,1047-48,1.3.8,2,enrolled,1047-09-01
366,1047-48,1.4.10,2,enrolled,1047-09-01
367,1047-48,2.4.25,2,enrolled,1047-09-01
368,1047-48,4.3.41,2,enrolled,1047-09-01
369,1047-48,3.3.32,2,enrolled,1047-09-01
37,1047-48,1.5.13,2,enrolled,1047-09-01
370,1047-48,4.1.33,2,enrolled,1047-09-01
371,1047-48,1.5.14,2,enrolled,1047-09-01
372,1047-48,4.1.35,2,enrolled,1047-09-01
373,1047-48,4.2.38,2,enrolled,1047-09-01
374,1047-48,1.5.12,1,repeating,1047-09-01
375,1047-48,3.2.30,2,enrolled,1047-09-01
376,1047-48,2.3.21,2,enrolled,1047-09-01
377,1047-48,2.1.16,1,repeating,1047-09-01
378,1047-48,4.2.37,2,enrolled,1047-09-01
379,1047-48,2.3.23,2,enrolled,1047-09-01
38,1047-48,2.3.22,2,enrolled,1047-09-01
380,1047-48,3.2.29,2,enrolled,1047-09-01
381,1047-48,4.2.37,2,enrolled,1047-09-01
382,1047-48,3.3.32,2,enrolled,1047-09-01
383,1047-48,1.1.2,1,repeating,1047-09-01
384,1047-48,1.5.12,2,enrolled,1047-09-01
385,1047-48,1.3.8,2,enrolled,1047-09-01
386,1047-48,4.3.40,2,enrolled,1047-09-01
387,1047-48,4.1.35,2,enrolled,1047-09-01
388,1047-48,3.3.31,2,enrolled,1047-09-01
389,1047-48,1.2.5,2,enrolled,1047-09-01
39,1047-48,4.4.44,2,enrolled,1047-09-01
390,1047-48,3.2.30,2,enrolled,1047-09-01
391,1047-48,4.2.38,2,enrolled,1047-09-01
392,1047-48,1.1.2,2,enrolled,1047-09-01
393,1047-48,4.2.37,1,repeating,1047-09-01
394,1047-48,4.3.39,2,enrolled,1047-09-01
395,1047-48,1.2.4,2,enrolled,1047-09-01
397,1047-48,3.2.29,2,enrolled,1047-09-01
398,1047-48,2.1.16,2,enrolled,1047-09-01
399,1047-48,1.3.7,2,enrolled,1047-09-01
4,1047-48,4.4.42,2,enrolled,1047-09-01
40,1047-48,4.3.40,2,enrolled,1047-09-01
400,1047-48,2.4.25,2,enrolled,1047-09-01
401,1047-48,3.3.32,2,enrolled,1047-09-01
402,1047-48,1.1.3,2,enrolled,1047-09-01
403,1047-48,1.1.2,2,enrolled,1047-09-01
407,1047-48,2.1.15,2,enrolled,1047-09-01
408,1047-48,3.3.31,2,enrolled,1047-09-01
409,1047-48,1.2.4,2,enrolled,1047-09-01
41,1047-48,4.4.44,2,enrolled,1047-09-01
410,1047-48,2.3.22,2,enrolled,1047-09-01
411,1047-48,3.3.32,2,enrolled,1047-09-01
412,1047-48,4.4.44,2,enrolled,1047-09-01
413,1047-48,1.2.4,2,enrolled,1047-09-01
414,1047-48,1.2.5,2,enrolled,1047-09-01
416,1047-48,2.2.20,2,enrolled,1047-09-01
418,1047-48,2.3.22,2,enrolled,1047-09-01
419,1047-48,3.1.27,2,enrolled,1047-09-01
42,1047-48,4.4.42,2,enrolled,1047-09-01
420,1047-48,4.3.41,2,enrolled,1047-09-01
421,1047-48,4.4.44,2,enrolled,1047-09-01
422,1047-48,3.3.32,2,enrolled,1047-09-01
424,1047-48,4.3.39,2,enrolled,1047-09-01
425,1047-48,4.2.37,2,enrolled,1047-09-01
426,1047-48,4.2.37,2,enrolled,1047-09-01
427,1047-48,3.2.30,2,enrolled,1047-09-01
428,1047-48,4.4.42,2,enrolled,1047-09-01
429,1047-48,4.3.41,2,enrolled,1047-09-01
43,1047-48,1.4.11,2,enrolled,1047-09-01
430,1047-48,4.3.39,2,enrolled,1047-09-01
432,1047-48,4.2.36,2,enrolled,1047-09-01
433,1047-48,2.4.24,2,enrolled,1047-09-01
434,1047-48,1.4.10,2,enrolled,1047-09-01
436,1047-48,4.1.33,2,enrolled,1047-09-01
437,1047-48,3.1.27,2,enrolled,1047-09-01
439,1047-48,1.4.11,2,enrolled,1047-09-01
44,1047-48,2.4.24,2,enrolled,1047-09-01
441,1047-48,2.2.19,2,enrolled,1047-09-01
443,1047-48,3.2.30,2,enrolled,1047-09-01
444,1047-48,2.3.22,2,enrolled,1047-09-01
445,1047-48,4.1.35,2,enrolled,1047-09-01
446,1047-48,2.4.26,2,enrolled,1047-09-01
447,1047-48,1.5.12,2,enrolled,1047-09-01
448,1047-48,2.4.24,2,enrolled,1047-09-01
449,1047-48,2.4.25,2,enrolled,1047-09-01
45,1047-48,1.5.13,2,enrolled,1047-09-01
450,1047-48,2.2.19,2,enrolled,1047-09-01
451,1047-48,1.3.8,2,enrolled,1047-09-01
452,1047-48,1.2.5,2,enrolled,1047-09-01
453,1047-48,1.2.4,2,enrolled,1047-09-01
454,1047-48,4.4.44,2,enrolled,1047-09-01
455,1047-48,4.3.41,2,enrolled,1047-09-01
456,1047-48,1.1.2,2,enrolled,1047-09-01
457,1047-48,3.1.28,2,enrolled,1047-09-01
458,1047-48,2.1.15,2,enrolled,1047-09-01
459,1047-48,2.3.23,2,enrolled,1047-09-01
46,1047-48,4.4.42,2,enrolled,1047-09-01
460,1047-48,4.1.33,2,enrolled,1047-09-01
461,1047-48,1.2.6,2,enrolled,1047-09-01
462,1047-48,2.3.23,2,enrolled,1047-09-01
463,1047-48,4.3.40,2,enrolled,1047-09-01
464,1047-48,3.1.27,2,enrolled,1047-09-01
465,1047-48,4.4.43,2,enrolled,1047-09-01
466,1047-48,2.3.22,2,enrolled,1047-09-01
467,1047-48,3.2.29,2,enrolled,1047-09-01
469,1047-48,4.1.33,2,enrolled,1047-09-01
47,1047-48,3.2.29,2,enrolled,1047-09-01
470,1047-48,2.1.16,2,enrolled,1047-09-01
471,1047-48,4.1.34,2,enrolled,1047-09-01
472,1047-48,4.4.43,2,enrolled,1047-09-01
473,1047-48,1.1.3,2,enrolled,1047-09-01
474,1047-48,4.4.43,2,enrolled,1047-09-01
475,1047-48,1.5.13,2,enrolled,1047-09-01
476,1047-48,1.1.2,2,enrolled,1047-09-01
477,1047-48,4.2.37,2,enrolled,1047-09-01
478,1047-48,1.1.1,2,enrolled,1047-09-01
479,1047-48,4.1.35,2,enrolled,1047-09-01
48,1047-48,2.3.23,2,enrolled,1047-09-01
481,1047-48,4.2.38,2,enrolled,1047-09-01
482,1047-48,4.1.33,2,enrolled,1047-09-01
483,1047-48,2.1.17,2,enrolled,1047-09-01
484,1047-48,4.1.33,2,enrolled,1047-09-01
485,1047-48,4.4.44,1,repeating,1047-09-01
486,1047-48,4.3.40,2,enrolled,1047-09-01
487,1047-48,2.1.15,2,enrolled,1047-09-01
488,1047-48,4.3.41,2,enrolled,1047-09-01
489,1047-48,3.3.31,2,enrolled,1047-09-01
49,1047-48,1.5.13,2,enrolled,1047-09-01
490,1047-48,4.3.41,2,enrolled,1047-09-01
491,1047-48,1.4.10,2,enrolled,1047-09-01
492,1047-48,2.3.22,2,enrolled,1047-09-01
493,1047-48,2.3.23,2,enrolled,1047-09-01
494,1047-48,2.4.26,2,enrolled,1047-09-01
495,1047-48,4.1.34,2,enrolled,1047-09-01
496,1047-48,2.3.22,1,repeating,1047-09-01
497,1047-48,1.2.5,2,enrolled,1047-09-01
498,1047-48,2.4.24,2,enrolled,1047-09-01
499,1047-48,3.3.32,2,enrolled,1047-09-01
5,1047-48,2.3.23,2,enrolled,1047-09-01
50,1047-48,1.3.8,2,enrolled,1047-09-01
51,1047-48,4.1.34,2,enrolled,1047-09-01
52,1047-48,4.4.42,2,enrolled,1047-09-01
53,1047-48,2.4.24,2,enrolled,1047-09-01
55,1047-48,1.1.2,2,enrolled,1047-09-01
56,1047-48,4.3.41,2,enrolled,1047-09-01
57,1047-48,4.3.41,2,enrolled,1047-09-01
58,1047-48,1.4.10,2,enrolled,1047-09-01
59,1047-48,4.3.39,2,enrolled,1047-09-01
6,1047-48,1.2.5,2,enrolled,1047-09-01
60,1047-48,1.5.13,2,enrolled,1047-09-01
61,1047-48,1.2.5,2,enrolled,1047-09-01
63,1047-48,2.1.16,2,enrolled,1047-09-01
64,1047-48,1.5.14,2,enrolled,1047-09-01
65,1047-48,4.1.34,2,enrolled,1047-09-01
66,1047-48,2.2.18,2,enrolled,1047-09-01
67,1047-48,1.1.3,2,enrolled,1047-09-01
68,1047-48,3.1.28,2,enrolled,1047-09-01
69,1047-48,1.4.11,2,enrolled,1047-09-01
7,1047-48,3.2.29,2,enrolled,1047-09-01
70,1047-48,1.2.6,2,enrolled,1047-09-01
71,1047-48,1.4.10,2,enrolled,1047-09-01
72,1047-48,3.3.32,2,enrolled,1047-09-01
74,1047-48,4.1.33,2,enrolled,1047-09-01
75,1047-48,2.3.22,2,enrolled,1047-09-01
76,1047-48,4.4.44,2,enrolled,1047-09-01
77,1047-48,3.2.29,2,enrolled,1047-09-01
78,1047-48,2.3.22,2,enrolled,1047-09-01
8,1047-48,3.2.30,2,enrolled,1047-09-01
80,1047-48,1.1.2,2,enrolled,1047-09-01
82,1047-48,1.1.3,2,enrolled,1047-09-01
83,1047-48,2.4.25,2,enrolled,1047-09-01
84,1047-48,3.3.32,2,enrolled,1047-09-01
85,1047-48,1.4.11,2,enrolled,1047-09-01
86,1047-48,2.3.21,2,enrolled,1047-09-01
87,1047-48,2.3.21,1,repeating,1047-09-01
88,1047-48,2.4.24,2,enrolled,1047-09-01
89,1047-48,1.3.9,2,enrolled,1047-09-01
9,1047-48,4.4.44,2,enrolled,1047-09-01
90,1047-48,4.4.42,2,enrolled,1047-09-01
91,1047-48,2.3.23,2,enrolled,1047-09-01
92,1047-48,4.2.36,2,enrolled,1047-09-01
93,1047-48,4.1.33,2,enrolled,1047-09-01
94,1047-48,1.1.3,2,enrolled,1047-09-01
95,1047-48,4.3.39,2,enrolled,1047-09-01
96,1047-48,3.2.30,2,enrolled,1047-09-01
97,1047-48,3.1.27,2,enrolled,1047-09-01
99,1047-48,4.2.38,2,enrolled,1047-09-01
1000,1048-49,1.5.12,1,enrolled,1048-09-01
1001,1048-49,1.3.9,1,enrolled,1048-09-01
1002,1048-49,1.1.3,1,enrolled,1048-09-01
1003,1048-49,4.2.36,1,enrolled,1048-09-01
1004,1048-49,2.3.23,1,enrolled,1048-09-01
1005,1048-49,4.3.41,1,enrolled,1048-09-01
1006,1048-49,1.5.13,1,enrolled,1048-09-01
1007,1048-49,4.3.40,1,enrolled,1048-09-01
1008,1048-49,4.2.36,1,enrolled,1048-09-01
1009,1048-49,4.4.43,1,enrolled,1048-09-01
1010,1048-49,3.1.27,1,enrolled,1048-09-01
1011,1048-49,2.3.22,1,enrolled,1048-09-01
1012,1048-49,2.3.22,1,enrolled,1048-09-01
1013,1048-49,4.4.44,1,enrolled,1048-09-01
1014,1048-49,1.1.1,1,enrolled,1048-09-01
1015,1048-49,3.2.29,1,enrolled,1048-09-01
1016,1048-49,3.3.31,1,enrolled,1048-09-01
1017,1048-49,2.3.23,1,enrolled,1048-09-01
1018,1048-49,3.3.32,1,enrolled,1048-09-01
1019,1048-49,1.1.3,1,enrolled,1048-09-01
1020,1048-49,2.1.16,1,enrolled,1048-09-01
1021,1048-49,3.2.29,1,enrolled,1048-09-01
1022,1048-49,4.2.38,1,enrolled,1048-09-01
1023,1048-49,4.1.33,1,enrolled,1048-09-01
1024,1048-49,3.1.27,1,enrolled,1048-09-01
1025,1048-49,3.1.27,1,enrolled,1048-09-01
1026,1048-49,4.2.37,1,enrolled,1048-09-01
1027,1048-49,4.3.41,1,enrolled,1048-09-01
1028,1048-49,4.1.34,1,enrolled,1048-09-01
1029,1048-49,1.3.8,1,enrolled,1048-09-01
1030,1048-49,1.1.1,1,enrolled,1048-09-01
1031,1048-49,4.4.42,1,enrolled,1048-09-01
1032,1048-49,4.3.39,1,enrolled,1048-09-01
1033,1048-49,1.2.4,1,enrolled,1048-09-01
1034,1048-49,2.4.25,1,enrolled,1048-09-01
1035,1048-49,2.3.23,1,enrolled,1048-09-01
1036,1048-49,1.2.5,1,enrolled,1048-09-01
1037,1048-49,4.4.44,1,enrolled,1048-09-01
1038,1048-49,1.1.1,1,enrolled,1048-09-01
1039,1048-49,2.2.19,1,enrolled,1048-09-01
1040,1048-49,1.1.3,1,enrolled,1048-09-01
1041,1048-49,4.2.37,1,enrolled,1048-09-01
1042,1048-49,2.2.19,1,enrolled,1048-09-01
1043,1048-49,1.3.9,1,enrolled,1048-09-01
1044,1048-49,4.4.42,1,enrolled,1048-09-01
1045,1048-49,2.1.17,1,enrolled,1048-09-01
1046,1048-49,3.1.28,1,enrolled,1048-09-01
1047,1048-49,4.2.36,1,enrolled,1048-09-01
1048,1048-49,2.4.26,1,enrolled,1048-09-01
1049,1048-49,2.1.17,1,enrolled,1048-09-01
1050,1048-49,4.2.38,1,enrolled,1048-09-01
1051,1048-49,4.1.35,1,enrolled,1048-09-01
1052,1048-49,2.4.24,1,enrolled,1048-09-01
1053,1048-49,3.3.31,1,enrolled,1048-09-01
1054,1048-49,1.2.4,1,enrolled,1048-09-01
1055,1048-49,1.5.12,1,enrolled,1048-09-01
1056,1048-49,4.2.37,1,enrolled,1048-09-01
1057,1048-49,1.1.3,1,enrolled,1048-09-01
1058,1048-49,4.4.42,1,enrolled,1048-09-01
1059,1048-49,2.2.20,1,enrolled,1048-09-01
1060,1048-49,1.1.2,1,enrolled,1048-09-01
1061,1048-49,1.2.6,1,enrolled,1048-09-01
1062,1048-49,1.1.1,1,enrolled,1048-09-01
1063,1048-49,4.2.36,1,enrolled,1048-09-01
1064,1048-49,4.4.42,1,enrolled,1048-09-01
1065,1048-49,1.1.2,1,enrolled,1048-09-01
1066,1048-49,2.4.25,1,enrolled,1048-09-01
1067,1048-49,1.4.10,1,enrolled,1048-09-01
1068,1048-49,1.2.4,1,enrolled,1048-09-01
1069,1048-49,4.4.42,1,enrolled,1048-09-01
1070,1048-49,4.1.33,1,enrolled,1048-09-01
1071,1048-49,1.5.12,1,enrolled,1048-09-01
1072,1048-49,2.2.18,1,enrolled,1048-09-01
1073,1048-49,2.4.25,1,enrolled,1048-09-01
1074,1048-49,1.1.2,1,enrolled,1048-09-01
1075,1048-49,1.3.9,1,enrolled,1048-09-01
1076,1048-49,1.4.11,1,enrolled,1048-09-01
1077,1048-49,2.2.19,1,enrolled,1048-09-01
1078,1048-49,1.1.3,1,enrolled,1048-09-01
1079,1048-49,1.3.9,1,enrolled,1048-09-01
1080,1048-49,1.5.12,1,enrolled,1048-09-01
1081,1048-49,3.2.30,1,enrolled,1048-09-01
1082,1048-49,3.2.30,1,enrolled,1048-09-01
1083,1048-49,1.4.11,1,enrolled,1048-09-01
1084,1048-49,1.1.2,1,enrolled,1048-09-01
1085,1048-49,3.3.31,1,enrolled,1048-09-01
1086,1048-49,4.4.42,1,enrolled,1048-09-01
1087,1048-49,2.3.22,1,enrolled,1048-09-01
1088,1048-49,1.5.14,1,enrolled,1048-09-01
1089,1048-49,4.3.41,1,enrolled,1048-09-01
1090,1048-49,4.1.33,1,enrolled,1048-09-01
1091,1048-49,2.2.18,1,enrolled,1048-09-01
1092,1048-49,1.1.1,1,enrolled,1048-09-01
1093,1048-49,4.3.39,1,enrolled,1048-09-01
1094,1048-49,1.1.1,1,enrolled,1048-09-01
1095,1048-49,3.2.30,1,enrolled,1048-09-01
1096,1048-49,3.2.29,1,enrolled,1048-09-01
1097,1048-49,2.3.23,1,enrolled,1048-09-01
1098,1048-49,2.3.22,1,enrolled,1048-09-01
1099,1048-49,1.2.5,1,enrolled,1048-09-01
1100,1048-49,1.1.1,1,enrolled,1048-09-01
1101,1048-49,1.1.3,1,enrolled,1048-09-01
1102,1048-49,1.2.4,1,enrolled,1048-09-01
1103,1048-49,1.4.11,1,enrolled,1048-09-01
1104,1048-49,4.3.40,1,enrolled,1048-09-01
1105,1048-49,4.2.36,1,enrolled,1048-09-01
1106,1048-49,2.4.26,1,enrolled,1048-09-01
1107,1048-49,4.3.39,1,enrolled,1048-09-01
1108,1048-49,2.2.18,1,enrolled,1048-09-01
1109,1048-49,3.3.32,1,enrolled,1048-09-01
1110,1048-49,2.2.19,1,enrolled,1048-09-01
1111,1048-49,1.5.12,1,enrolled,1048-09-01
1112,1048-49,1.4.11,1,enrolled,1048-09-01
1113,1048-49,2.1.15,1,enrolled,1048-09-01
1114,1048-49,4.3.40,1,enrolled,1048-09-01
1115,1048-49,4.3.41,1,enrolled,1048-09-01
1116,1048-49,2.1.17,1,enrolled,1048-09-01
1117,1048-49,4.4.42,1,enrolled,1048-09-01
1118,1048-49,1.3.8,1,enrolled,1048-09-01
1119,1048-49,3.3.32,1,enrolled,1048-09-01
1120,1048-49,4.1.33,1,enrolled,1048-09-01
1121,1048-49,1.5.12,1,enrolled,1048-09-01
1122,1048-49,2.3.23,1,enrolled,1048-09-01
1123,1048-49,1.5.12,1,enrolled,1048-09-01
1124,1048-49,3.1.27,1,enrolled,1048-09-01
1125,1048-49,2.4.26,1,enrolled,1048-09-01
1126,1048-49,1.2.6,1,enrolled,1048-09-01
1127,1048-49,3.2.29,1,enrolled,1048-09-01
1128,1048-49,4.4.43,1,enrolled,1048-09-01
1129,1048-49,4.1.34,1,enrolled,1048-09-01
1130,1048-49,2.3.22,1,enrolled,1048-09-01
1131,1048-49,2.1.15,1,enrolled,1048-09-01
1132,1048-49,2.4.26,1,enrolled,1048-09-01
1133,1048-49,1.1.1,1,enrolled,1048-09-01
1134,1048-49,3.2.29,1,enrolled,1048-09-01
1135,1048-49,4.3.40,1,enrolled,1048-09-01
1136,1048-49,1.5.12,1,enrolled,1048-09-01
1137,1048-49,4.3.41,1,enrolled,1048-09-01
1138,1048-49,3.3.32,1,enrolled,1048-09-01
1139,1048-49,2.4.24,1,enrolled,1048-09-01
1140,1048-49,1.1.2,1,enrolled,1048-09-01
1141,1048-49,4.3.41,1,enrolled,1048-09-01
1142,1048-49,4.2.38,1,enrolled,1048-09-01
1143,1048-49,1.5.14,1,enrolled,1048-09-01
1144,1048-49,3.2.30,1,enrolled,1048-09-01
1145,1048-49,3.1.27,1,enrolled,1048-09-01
1146,1048-49,2.4.24,1,enrolled,1048-09-01
1147,1048-49,4.3.40,1,enrolled,1048-09-01
1148,1048-49,4.2.38,1,enrolled,1048-09-01
1149,1048-49,1.3.9,1,enrolled,1048-09-01
1150,1048-49,1.2.6,1,enrolled,1048-09-01
1151,1048-49,2.1.17,1,enrolled,1048-09-01
1152,1048-49,4.4.44,1,enrolled,1048-09-01
1153,1048-49,4.4.44,1,enrolled,1048-09-01
1154,1048-49,1.2.5,1,enrolled,1048-09-01
1155,1048-49,1.1.1,1,enrolled,1048-09-01
1156,1048-49,2.1.17,1,enrolled,1048-09-01
1157,1048-49,4.3.39,1,enrolled,1048-09-01
1158,1048-49,2.3.22,1,enrolled,1048-09-01
1159,1048-49,4.4.43,1,enrolled,1048-09-01
1160,1048-49,4.1.35,1,enrolled,1048-09-01
1161,1048-49,3.1.28,1,enrolled,1048-09-01
1162,1048-49,1.1.1,1,enrolled,1048-09-01
1163,1048-49,2.4.26,1,enrolled,1048-09-01
1164,1048-49,1.1.3,1,enrolled,1048-09-01
1165,1048-49,4.3.40,1,enrolled,1048-09-01
1166,1048-49,2.1.16,1,enrolled,1048-09-01
1167,1048-49,2.1.17,1,enrolled,1048-09-01
1168,1048-49,4.4.42,1,enrolled,1048-09-01
1169,1048-49,2.3.23,1,enrolled,1048-09-01
1170,1048-49,4.3.41,1,enrolled,1048-09-01
1171,1048-49,4.4.42,1,enrolled,1048-09-01
1172,1048-49,2.2.20,1,enrolled,1048-09-01
1173,1048-49,4.4.43,1,enrolled,1048-09-01
1174,1048-49,2.2.19,1,enrolled,1048-09-01
1175,1048-49,4.4.42,1,enrolled,1048-09-01
1176,1048-49,2.2.18,1,enrolled,1048-09-01
1177,1048-49,1.1.1,1,enrolled,1048-09-01
1178,1048-49,2.1.16,1,enrolled,1048-09-01
1179,1048-49,4.1.34,1,enrolled,1048-09-01
1180,1048-49,3.3.31,1,enrolled,1048-09-01
1181,1048-49,4.3.39,1,enrolled,1048-09-01
1182,1048-49,4.2.37,1,enrolled,1048-09-01
1183,1048-49,2.4.25,1,enrolled,1048-09-01
1184,1048-49,1.1.3,1,enrolled,1048-09-01
1185,1048-49,4.1.33,1,enrolled,1048-09-01
1186,1048-49,2.3.22,1,enrolled,1048-09-01
1187,1048-49,4.3.41,1,enrolled,1048-09-01
1188,1048-49,1.1.2,1,enrolled,1048-09-01
1189,1048-49,2.2.19,1,enrolled,1048-09-01
1190,1048-49,1.1.3,1,enrolled,1048-09-01
1191,1048-49,1.3.9,1,enrolled,1048-09-01
1192,1048-49,4.3.41,1,enrolled,1048-09-01
1193,1048-49,1.1.2,1,enrolled,1048-09-01
1194,1048-49,2.3.23,1,enrolled,1048-09-01
1195,1048-49,1.2.4,1,enrolled,1048-09-01
1196,1048-49,4.4.44,1,enrolled,1048-09-01
1197,1048-49,1.3.8,1,enrolled,1048-09-01
1198,1048-49,4.3.41,1,enrolled,1048-09-01
1199,1048-49,2.3.23,1,enrolled,1048-09-01
1200,1048-49,3.2.30,1,enrolled,1048-09-01
1201,1048-49,2.2.18,1,enrolled,1048-09-01
1202,1048-49,4.2.36,1,enrolled,1048-09-01
1203,1048-49,4.3.41,1,enrolled,1048-09-01
1204,1048-49,4.4.43,1,enrolled,1048-09-01
1205,1048-49,3.2.30,1,enrolled,1048-09-01
1206,1048-49,2.4.24,1,enrolled,1048-09-01
1207,1048-49,4.1.34,1,enrolled,1048-09-01
1208,1048-49,4.1.35,1,enrolled,1048-09-01
1209,1048-49,4.2.36,1,enrolled,1048-09-01
1210,1048-49,4.3.40,1,enrolled,1048-09-01
1211,1048-49,1.1.3,1,enrolled,1048-09-01
1212,1048-49,4.2.36,1,enrolled,1048-09-01
1213,1048-49,3.2.29,1,enrolled,1048-09-01
1214,1048-49,3.1.27,1,enrolled,1048-09-01
1215,1048-49,3.1.28,1,enrolled,1048-09-01
1216,1048-49,2.3.22,1,enrolled,1048-09-01
1217,1048-49,4.2.38,1,enrolled,1048-09-01
1218,1048-49,1.1.2,1,enrolled,1048-09-01
1219,1048-49,3.1.27,1,enrolled,1048-09-01
1220,1048-49,2.3.21,1,enrolled,1048-09-01
1221,1048-49,1.3.8,1,enrolled,1048-09-01
1222,1048-49,4.3.39,1,enrolled,1048-09-01
1223,1048-49,2.2.18,1,enrolled,1048-09-01
1224,1048-49,2.4.25,1,enrolled,1048-09-01
1225,1048-49,2.3.21,1,enrolled,1048-09-01
1226,1048-49,2.3.21,1,enrolled,1048-09-01
1227,1048-49,4.2.37,1,enrolled,1048-09-01
1228,1048-49,2.1.16,1,enrolled,1048-09-01
1229,1048-49,4.3.41,1,enrolled,1048-09-01
1230,1048-49,2.3.21,1,enrolled,1048-09-01
1231,1048-49,4.4.44,1,enrolled,1048-09-01
1232,1048-49,2.2.19,1,enrolled,1048-09-01
1233,1048-49,2.1.15,1,enrolled,1048-09-01
1234,1048-49,4.3.41,1,enrolled,1048-09-01
1235,1048-49,4.2.36,1,enrolled,1048-09-01
1236,1048-49,1.4.11,1,enrolled,1048-09-01
1237,1048-49,3.3.31,1,enrolled,1048-09-01
1238,1048-49,4.2.36,1,enrolled,1048-09-01
1239,1048-49,2.1.17,1,enrolled,1048-09-01
1240,1048-49,2.1.17,1,enrolled,1048-09-01
1241,1048-49,2.1.17,1,enrolled,1048-09-01
1242,1048-49,1.3.8,1,enrolled,1048-09-01
1243,1048-49,4.3.41,1,enrolled,1048-09-01
1244,1048-49,2.1.16,1,enrolled,1048-09-01
1245,1048-49,4.3.41,1,enrolled,1048-09-01
1246,1048-49,4.2.38,1,enrolled,1048-09-01
1247,1048-49,2.4.26,1,enrolled,1048-09-01
1248,1048-49,4.4.44,1,enrolled,1048-09-01
1249,1048-49,4.3.40,1,enrolled,1048-09-01
1250,1048-49,4.2.36,1,enrolled,1048-09-01
1251,1048-49,1.2.5,1,enrolled,1048-09-01
1252,1048-49,4.2.38,1,enrolled,1048-09-01
1253,1048-49,3.3.31,1,enrolled,1048-09-01
1254,1048-49,1.4.11,1,enrolled,1048-09-01
1255,1048-49,4.2.38,1,enrolled,1048-09-01
1256,1048-49,4.4.44,1,enrolled,1048-09-01
1257,1048-49,4.4.42,1,enrolled,1048-09-01
1258,1048-49,4.2.38,1,enrolled,1048-09-01
1259,1048-49,4.2.38,1,enrolled,1048-09-01
1260,1048-49,2.3.23,1,enrolled,1048-09-01
1261,1048-49,3.2.29,1,enrolled,1048-09-01
1262,1048-49,3.3.32,1,enrolled,1048-09-01
1263,1048-49,4.4.42,1,enrolled,1048-09-01
1264,1048-49,1.3.9,1,enrolled,1048-09-01
1265,1048-49,1.2.5,1,enrolled,1048-09-01
1266,1048-49,4.1.33,1,enrolled,1048-09-01
