student_id,academic_year,programme_code,programme_year,is_repeat_year,survey_responded,teaching_quality,learning_opportunities,assessment_feedback,academic_support,organisation_management,learning_resources,student_voice,overall_satisfaction
660,1048-49,2_3_9,3,False,True,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0
661,1048-49,4_2_12,3,False,True,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0
667,1048-49,5_3_12,3,False,True,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0
668,1048-49,4_2_10,3,False,True,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0
672,1048-49,2_3_7,3,False,True,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
674,1048-49,1_2_1,3,False,True,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0
676,1048-49,5_3_12,3,False,False,,,,,,,,
681,1048-49,1_1_3,3,False,False,,,,,,,,
682,1048-49,2_3_7,3,False,True,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0
685,1048-49,2_2_4,3,False,False,,,,,,,,
690,1048-49,4_2_8,3,False,False,,,,,,,,
694,1048-49,2_3_8,3,False,True,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
697,1048-49,2_2_3,3,False,True,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0
700,1048-49,2_2_3,3,False,True,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0
701,1048-49,2_3_8,3,False,True,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
704,1048-49,1_1_2,3,False,False,,,,,,,,
705,1048-49,3_5_13,3,False,False,,,,,,,,
710,1048-49,2_2_2,3,False,True,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
712,1048-49,2_2_2,3,False,False,,,,,,,,
719,1048-49,2_3_7,3,False,True,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0
720,1048-49,1_2_1,3,False,True,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0
726,1048-49,2_4_11,3,False,True,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
733,1048-49,2_4_12,3,False,False,,,,,,,,
738,1048-49,4_2_9,3,False,True,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0
742,1048-49,1_1_3,3,False,False,,,,,,,,
744,1048-49,1_1_4,3,False,True,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0
747,1048-49,2_2_4,3,False,True,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0
755,1048-49,3_5_13,3,False,False,,,,,,,,
756,1048-49,2_2_2,3,False,True,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
759,1048-49,2_4_10,3,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
760,1048-49,1_1_2,3,False,True,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0
762,1048-49,1_1_5,3,False,True,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
763,1048-49,2_4_10,3,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
771,1048-49,2_3_9,3,False,True,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0
772,1048-49,2_2_2,3,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
773,1048-49,2_2_5,3,False,True,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0
775,1048-49,4_2_10,3,False,True,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0
779,1048-49,2_2_2,3,False,True,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
781,1048-49,4_2_11,3,False,False,,,,,,,,
787,1048-49,4_2_11,3,False,True,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0
789,1048-49,3_5_13,3,False,True,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0
791,1048-49,4_2_9,3,False,True,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0
792,1048-49,4_2_10,3,False,True,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0
794,1048-49,5_3_11,3,False,True,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0
798,1048-49,2_3_7,3,False,True,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0
80,1048-49,1_1_2,3,False,True,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0
802,1048-49,3_1_1,3,False,True,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0
803,1048-49,2_4_10,3,False,True,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0
805,1048-49,2_4_12,3,False,True,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0
807,1048-49,1_1_4,3,False,True,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
81,1048-49,5_3_11,3,False,True,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0
813,1048-49,2_4_12,3,False,False,,,,,,,,
820,1048-49,2_2_2,3,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
821,1048-49,2_3_9,3,False,True,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0
832,1048-49,2_2_4,3,False,True,5.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0
834,1048-49,2_2_2,3,False,True,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0
835,1048-49,4_2_10,3,False,True,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0
843,1048-49,4_2_11,3,False,True,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0
847,1048-49,2_3_8,3,False,False,,,,,,,,
85,1048-49,1_1_3,3,False,True,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0
850,1048-49,2_4_10,3,False,True,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
852,1048-49,2_2_5,3,False,True,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0
854,1048-49,3_5_13,3,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
855,1048-49,1_1_5,3,False,True,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
857,1048-49,3_5_13,3,False,True,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0
860,1048-49,3_5_13,3,False,True,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0
861,1048-49,2_1_1,3,False,True,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
862,1048-49,2_2_3,3,False,True,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0
863,1048-49,2_4_12,3,False,True,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0
865,1048-49,2_3_9,3,False,True,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
869,1048-49,2_2_2,3,False,True,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0
87,1048-49,2_3_9,3,False,True,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0
870,1048-49,4_2_12,3,False,False,,,,,,,,
875,1048-49,2_1_1,3,False,False,,,,,,,,
876,1048-49,1_1_3,3,False,True,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0
877,1048-49,2_4_10,3,False,True,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0
878,1048-49,4_2_10,3,False,True,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0
881,1048-49,4_2_12,3,False,True,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
883,1048-49,2_4_10,3,False,True,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0
884,1048-49,2_3_9,3,False,False,,,,,,,,
886,1048-49,4_2_12,3,False,True,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0
887,1048-49,4_2_11,3,False,True,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0
894,1048-49,2_2_6,3,False,True,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0
896,1048-49,2_1_1,3,False,True,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0
898,1048-49,2_2_3,3,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
907,1048-49,4_2_8,3,False,True,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0
910,1048-49,3_5_13,3,False,True,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0
911,1048-49,2_2_4,3,False,True,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0
914,1048-49,2_2_2,3,False,False,,,,,,,,
920,1048-49,2_4_12,3,False,True,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0
924,1048-49,1_1_4,3,False,True,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0
928,1048-49,1_1_5,3,False,True,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
932,1048-49,3_1_1,3,False,False,,,,,,,,
935,1048-49,5_3_11,3,False,True,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
938,1048-49,2_2_6,3,False,True,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0
94,1048-49,3_5_13,3,False,True,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0
942,1048-49,2_4_10,3,False,True,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0
949,1048-49,2_4_10,3,False,True,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0
951,1048-49,2_3_9,3,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
956,1048-49,2_1_1,3,False,True,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0
959,1048-49,1_1_4,3,False,True,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0
96,1048-49,5_3_11,3,False,True,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0
961,1048-49,2_2_4,3,False,True,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0
962,1048-49,1_1_4,3,False,True,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
968,1048-49,2_1_1,3,False,True,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0
969,1048-49,3_5_13,3,False,False,,,,,,,,
972,1048-49,1_1_2,3,False,True,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0
973,1048-49,2_4_12,3,False,True,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
98,1048-49,3_5_13,3,False,True,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0
981,1048-49,2_4_10,3,False,True,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0
982,1048-49,4_2_9,3,False,False,,,,,,,,
985,1048-49,2_1_1,3,False,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
987,1048-49,2_3_7,3,False,False,,,,,,,,
989,1048-49,1_2_1,3,False,True,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0
993,1048-49,1_1_1,3,False,True,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
1002,1049-50,1_2_1,3,True,True,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
1056,1049-50,1_1_4,3,True,True,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0
107,1049-50,2_2_2,3,False,True,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0
1094,1049-50,2_4_10,3,True,True,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0
1118,1049-50,1_2_1,3,False,True,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0
1125,1049-50,2_1_1,3,False,True,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0
1134,1049-50,2_4_10,3,True,True,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0
1138,1049-50,2_2_2,3,False,True,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0
1200,1049-50,2_2_4,3,True,False,,,,,,,,
1230,1049-50,1_2_1,3,True,True,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0
125,1049-50,2_2_6,3,False,False,,,,,,,,
1266,1049-50,2_3_9,3,True,True,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0
1306,1049-50,4_2_10,3,False,False,,,,,,,,
1308,1049-50,1_1_4,3,True,True,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
1324,1049-50,2_4_12,3,False,True,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0
1341,1049-50,1_2_1,3,True,True,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0
1348,1049-50,2_2_5,3,True,True,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0
1360,1049-50,2_1_1,3,True,True,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
1375,1049-50,4_2_8,3,False,True,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0
1388,1049-50,1_1_1,3,True,True,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0
1390,1049-50,2_2_3,3,False,True,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0
1391,1049-50,1_1_3,3,True,True,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0
1392,1049-50,2_3_9,3,True,True,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0
1402,1049-50,2_3_8,3,True,True,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0
1414,1049-50,5_3_12,3,False,False,,,,,,,,
1424,1049-50,4_2_8,3,False,False,,,,,,,,
1476,1049-50,2_4_11,3,True,True,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0
15,1049-50,2_2_4,3,True,True,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0
150,1049-50,2_4_12,3,True,True,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0
1527,1049-50,5_3_11,3,False,True,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0
1560,1049-50,2_4_12,3,True,True,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0
1568,1049-50,1_1_3,3,False,True,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0
1596,1049-50,2_4_11,3,True,True,3.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0
1614,1049-50,1_1_2,3,True,True,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0
1622,1049-50,2_2_2,3,True,False,,,,,,,,
1636,1049-50,2_2_2,3,False,True,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0
1655,1049-50,3_2_2,3,True,True,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0
1687,1049-50,2_2_3,3,True,True,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0
1688,1049-50,3_5_13,3,False,False,,,,,,,,
1698,1049-50,1_1_1,3,True,True,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
1725,1049-50,4_2_12,3,False,False,,,,,,,,
1764,1049-50,1_1_1,3,True,True,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
1772,1049-50,2_2_3,3,False,True,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
1790,1049-50,1_1_3,3,False,False,,,,,,,,
1839,1049-50,2_1_1,3,False,True,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0
1842,1049-50,2_2_5,3,True,False,,,,,,,,
1848,1049-50,2_2_3,3,True,True,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0
1863,1049-50,2_4_10,3,True,True,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0
1877,1049-50,2_2_3,3,False,False,,,,,,,,
189,1049-50,2_2_4,3,True,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1900,1049-50,2_2_4,3,False,True,5.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0
1907,1049-50,3_1_1,3,False,True,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
1908,1049-50,1_2_1,3,False,True,5.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0
1958,1049-50,2_3_9,3,False,True,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0
1970,1049-50,2_2_6,3,True,True,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0
2002,1049-50,2_2_3,3,False,True,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0
2008,1049-50,3_5_13,3,False,False,,,,,,,,
2053,1049-50,1_1_1,3,True,True,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0
2067,1049-50,2_1_1,3,False,False,,,,,,,,
2072,1049-50,2_2_3,3,False,True,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
2087,1049-50,4_2_10,3,False,True,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0
2089,1049-50,1_1_5,3,True,True,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0
209,1049-50,2_4_11,3,True,True,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
2090,1049-50,2_3_9,3,False,False,,,,,,,,
2095,1049-50,2_4_12,3,False,True,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0
2097,1049-50,2_4_12,3,False,False,,,,,,,,
210,1049-50,4_2_12,3,False,True,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2101,1049-50,1_1_3,3,False,False,,,,,,,,
2115,1049-50,4_2_12,3,False,True,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0
2122,1049-50,3_2_2,3,False,False,,,,,,,,
2150,1049-50,4_2_10,3,False,True,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0
2152,1049-50,2_3_8,3,False,True,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
2156,1049-50,1_1_3,3,True,True,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0
2165,1049-50,2_3_9,3,False,True,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0
2190,1049-50,2_4_12,3,True,False,,,,,,,,
22,1049-50,2_4_12,3,True,False,,,,,,,,
2205,1049-50,1_1_5,3,True,True,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0
2209,1049-50,4_2_8,3,False,True,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0
2233,1049-50,3_2_2,3,False,False,,,,,,,,
224,1049-50,3_1_1,3,True,True,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
2253,1049-50,2_2_6,3,True,True,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0
2254,1049-50,2_1_1,3,True,True,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0
2272,1049-50,2_4_11,3,False,True,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0
2283,1049-50,2_4_10,3,True,True,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
2286,1049-50,3_5_13,3,False,True,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0
2288,1049-50,1_1_4,3,True,True,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0
2332,1049-50,2_2_6,3,True,True,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0
2347,1049-50,2_2_3,3,True,True,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0
2359,1049-50,2_2_6,3,True,False,,,,,,,,
236,1049-50,1_2_1,3,False,True,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
2383,1049-50,1_1_4,3,True,True,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0
2385,1049-50,1_1_1,3,False,True,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0
2386,1049-50,1_1_1,3,False,True,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0
2398,1049-50,1_1_5,3,True,True,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0
2402,1049-50,4_2_12,3,False,True,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
2414,1049-50,1_1_4,3,True,False,,,,,,,,
2423,1049-50,1_2_1,3,True,False,,,,,,,,
2447,1049-50,2_4_12,3,True,True,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0
2449,1049-50,2_1_1,3,False,True,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0
2455,1049-50,2_3_8,3,True,False,,,,,,,,
2461,1049-50,5_3_11,3,False,False,,,,,,,,
2481,1049-50,2_4_10,3,True,True,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0
2484,1049-50,2_3_8,3,True,False,,,,,,,,
2494,1049-50,2_2_5,3,True,True,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0
2525,1049-50,2_2_4,3,True,False,,,,,,,,
2527,1049-50,2_1_1,3,True,True,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
2551,1049-50,1_1_1,3,True,True,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
2581,1049-50,2_2_4,3,False,False,,,,,,,,
2583,1049-50,2_2_2,3,True,True,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0
2597,1049-50,2_4_10,3,True,True,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
2605,1049-50,1_1_5,3,False,True,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0
2606,1049-50,2_4_10,3,False,True,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
2618,1049-50,2_4_12,3,True,True,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0
2622,1049-50,2_4_12,3,True,True,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0
2626,1049-50,2_2_4,3,False,True,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0
2635,1049-50,1_1_2,3,False,False,,,,,,,,
2637,1049-50,2_4_10,3,False,True,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0
2648,1049-50,1_1_4,3,True,False,,,,,,,,
268,1049-50,4_2_10,3,False,False,,,,,,,,
2686,1049-50,2_1_1,3,False,True,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0
2726,1049-50,1_1_2,3,True,True,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0
2734,1049-50,3_5_13,3,False,True,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
2745,1049-50,1_1_2,3,True,True,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
2789,1049-50,4_2_11,3,False,False,,,,,,,,
2797,1049-50,2_2_5,3,True,True,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0
2801,1049-50,1_1_4,3,True,True,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0
2804,1049-50,2_3_8,3,True,True,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0
2806,1049-50,2_4_10,3,True,True,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0
2808,1049-50,2_2_4,3,True,True,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0
281,1049-50,1_1_5,3,False,True,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
2815,1049-50,4_2_8,3,False,True,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0
2820,1049-50,1_1_3,3,True,True,4.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0
2824,1049-50,2_1_1,3,False,True,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
2830,1049-50,1_1_4,3,True,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2850,1049-50,2_1_1,3,False,True,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0
287,1049-50,1_2_1,3,False,True,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0
2871,1049-50,2_3_7,3,False,True,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0
2872,1049-50,2_3_8,3,False,False,,,,,,,,
2885,1049-50,2_2_4,3,True,True,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0
2891,1049-50,2_2_5,3,True,True,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
2894,1049-50,2_2_5,3,False,True,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0
2967,1049-50,3_5_13,3,False,True,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0
2985,1049-50,4_2_11,3,False,True,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0
2987,1049-50,4_2_8,3,False,True,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0
2997,1049-50,2_2_3,3,False,False,,,,,,,,
3002,1049-50,1_1_3,3,True,False,,,,,,,,
3016,1049-50,2_1_1,3,False,True,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0
3017,1049-50,2_1_1,3,False,True,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
3034,1049-50,1_1_5,3,False,True,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0
3053,1049-50,2_3_8,3,False,True,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0
3065,1049-50,4_2_12,3,True,False,,,,,,,,
3069,1049-50,1_1_5,3,True,True,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
3071,1049-50,2_2_5,3,False,True,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0
3078,1049-50,1_1_2,3,False,True,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0
3087,1049-50,1_1_1,3,False,True,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0
3095,1049-50,2_4_12,3,False,True,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
3116,1049-50,2_2_5,3,False,True,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0
3121,1049-50,2_2_4,3,False,False,,,,,,,,
313,1049-50,2_2_6,3,False,False,,,,,,,,
3139,1049-50,2_2_2,3,False,False,,,,,,,,
3160,1049-50,2_2_4,3,True,True,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0
3164,1049-50,2_3_9,3,True,True,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
3171,1049-50,2_2_4,3,False,False,,,,,,,,
3180,1049-50,2_2_4,3,True,False,,,,,,,,
3193,1049-50,4_2_9,3,False,True,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
3198,1049-50,4_2_11,3,False,True,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0
3205,1049-50,2_2_4,3,True,True,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0
3207,1049-50,2_2_2,3,False,True,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0
3262,1049-50,2_4_10,3,False,True,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0
3291,1049-50,3_5_13,3,False,False,,,,,,,,
3297,1049-50,3_2_2,3,True,True,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0
3316,1049-50,5_3_11,3,False,True,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0
3325,1049-50,2_2_3,3,False,False,,,,,,,,
3326,1049-50,1_1_3,3,False,True,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0
3333,1049-50,2_2_6,3,True,False,,,,,,,,
3336,1049-50,1_1_3,3,False,True,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0
3362,1049-50,1_1_5,3,True,True,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
3366,1049-50,2_4_10,3,True,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
3386,1049-50,2_2_4,3,True,True,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0
3399,1049-50,2_2_2,3,True,False,,,,,,,,
3404,1049-50,2_3_7,3,True,True,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0
3408,1049-50,2_4_12,3,True,True,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0
3445,1049-50,1_1_3,3,True,True,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0
3497,1049-50,4_2_10,3,False,False,,,,,,,,
3526,1049-50,1_1_1,3,True,True,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0
