student_id,academic_year,module_code,component_code,assessment_mark,assessment_date,assessment_weight
11703,1048-49,423804,FINAL,58.2,1049-05-15,0.5
11704,1048-49,442703,MIDTERM,54.3,1049-03-15,0.5
11704,1048-49,442703,FINAL,59.0,1049-05-15,0.5
11704,1048-49,442802,MIDTERM,44.3,1049-03-15,0.5
11704,1048-49,442802,FINAL,41.8,1049-05-15,0.5
11704,1048-49,442902,MIDTERM,51.8,1048-11-01,0.5
11704,1048-49,442902,FINAL,44.7,1048-12-15,0.5
11704,1048-49,4421001,MIDTERM,58.3,1048-11-01,0.5
11704,1048-49,4421001,FINAL,48.3,1048-12-15,0.5
11705,1048-49,435902,MIDTERM,62.6,1048-11-01,0.5
11705,1048-49,435902,FINAL,76.2,1048-12-15,0.5
11705,1048-49,4351001,MIDTERM,66.5,1048-11-01,0.5
11705,1048-49,4351001,FINAL,49.5,1048-12-15,0.5
11706,1048-49,452501,MIDTERM,86.6,1048-11-01,0.5
11706,1048-49,452501,FINAL,58.6,1048-12-15,0.5
11706,1048-49,452402,MIDTERM,70.5,1048-11-01,0.5
11706,1048-49,452402,FINAL,97.3,1048-12-15,0.5
11707,1048-49,441103,MIDTERM,79.7,1049-03-15,0.5
11707,1048-49,441103,FINAL,43.7,1049-05-15,0.5
11707,1048-49,441301,MIDTERM,69.0,1048-11-01,0.5
11707,1048-49,441301,FINAL,66.5,1048-12-15,0.5
11707,1048-49,441202,MIDTERM,79.3,1048-11-01,0.5
11707,1048-49,441202,FINAL,56.7,1048-12-15,0.5
11708,1048-49,4531201,MIDTERM,69.4,1048-11-01,0.5
11708,1048-49,4531201,FINAL,87.4,1048-12-15,0.5
11708,1048-49,4531102,MIDTERM,61.1,1048-11-01,0.5
11708,1048-49,4531102,FINAL,63.6,1048-12-15,0.5
11708,1048-49,4531003,MIDTERM,57.8,1049-03-15,0.5
11708,1048-49,4531003,FINAL,73.1,1049-05-15,0.5
11708,1048-49,453904,MIDTERM,67.3,1049-03-15,0.5
11708,1048-49,453904,FINAL,76.4,1049-05-15,0.5
11709,1048-49,432201,MIDTERM,43.8,1048-11-01,0.5
11709,1048-49,432201,FINAL,50.5,1048-12-15,0.5
11709,1048-49,432204,MIDTERM,63.5,1049-03-15,0.5
11709,1048-49,432204,FINAL,57.2,1049-05-15,0.5
11709,1048-49,432202,MIDTERM,62.4,1048-11-01,0.5
11709,1048-49,432202,FINAL,61.9,1048-12-15,0.5
11709,1048-49,432203,MIDTERM,65.3,1049-03-15,0.5
11709,1048-49,432203,FINAL,90.1,1049-05-15,0.5
11710,1048-49,442402,MIDTERM,43.9,1048-11-01,0.5
11710,1048-49,442402,FINAL,48.9,1048-12-15,0.5
11710,1048-49,442501,MIDTERM,43.0,1048-11-01,0.5
11710,1048-49,442501,FINAL,57.0,1048-12-15,0.5
11711,1048-49,423802,MIDTERM,94.7,1048-11-01,0.5
11711,1048-49,423802,FINAL,49.4,1048-12-15,0.5
11711,1048-49,423803,MIDTERM,60.0,1049-03-15,0.5
11711,1048-49,423803,FINAL,96.5,1049-05-15,0.5
11711,1048-49,423801,MIDTERM,78.4,1048-11-01,0.5
11711,1048-49,423801,FINAL,73.9,1048-12-15,0.5
11711,1048-49,423804,MIDTERM,72.1,1049-03-15,0.5
11711,1048-49,423804,FINAL,79.7,1049-05-15,0.5
11712,1048-49,442404,MIDTERM,62.4,1049-03-15,0.5
11712,1048-49,442404,FINAL,76.9,1049-05-15,0.5
11712,1048-49,442701,MIDTERM,65.0,1048-11-01,0.5
11712,1048-49,442701,FINAL,75.1,1048-12-15,0.5
11712,1048-49,442602,MIDTERM,54.3,1048-11-01,0.5
11712,1048-49,442602,FINAL,64.9,1048-12-15,0.5
11712,1048-49,442503,MIDTERM,73.7,1049-03-15,0.5
11712,1048-49,442503,FINAL,68.2,1049-05-15,0.5
11713,1048-49,433301,MIDTERM,64.5,1048-11-01,0.5
11713,1048-49,433301,FINAL,87.6,1048-12-15,0.5
11714,1048-49,441101,MIDTERM,87.5,1048-11-01,0.5
11714,1048-49,441101,FINAL,68.4,1048-12-15,0.5
11715,1048-49,452501,MIDTERM,62.1,1048-11-01,0.5
11715,1048-49,452501,FINAL,52.8,1048-12-15,0.5
11715,1048-49,452402,MIDTERM,38.8,1048-11-01,0.5
11715,1048-49,452402,FINAL,53.5,1048-12-15,0.5
11716,1048-49,433301,MIDTERM,65.4,1048-11-01,0.5
11716,1048-49,433301,FINAL,62.2,1048-12-15,0.5
11717,1048-49,453901,MIDTERM,41.0,1048-11-01,0.5
11717,1048-49,453901,FINAL,42.6,1048-12-15,0.5
11717,1048-49,453703,MIDTERM,56.9,1049-03-15,0.5
11717,1048-49,453703,FINAL,53.1,1049-05-15,0.5
11717,1048-49,453802,MIDTERM,50.4,1048-11-01,0.5
11717,1048-49,453802,FINAL,58.9,1048-12-15,0.5
11718,1048-49,434601,MIDTERM,55.5,1048-11-01,0.5
11718,1048-49,434601,FINAL,75.8,1048-12-15,0.5
11719,1048-49,442401,MIDTERM,41.3,1048-11-01,0.5
11719,1048-49,442401,FINAL,27.1,1048-12-15,0.5
11720,1048-49,423701,MIDTERM,63.4,1048-11-01,0.5
11720,1048-49,423701,FINAL,86.2,1048-12-15,0.5
11720,1048-49,423703,MIDTERM,88.8,1049-03-15,0.5
11720,1048-49,423703,FINAL,63.5,1049-05-15,0.5
11720,1048-49,423702,MIDTERM,50.6,1048-11-01,0.5
11720,1048-49,423702,FINAL,69.7,1048-12-15,0.5
11720,1048-49,423704,MIDTERM,63.5,1049-03-15,0.5
11720,1048-49,423704,FINAL,70.1,1049-05-15,0.5
11721,1048-49,411103,MIDTERM,69.6,1049-03-15,0.5
11721,1048-49,411103,FINAL,58.0,1049-05-15,0.5
11721,1048-49,411201,MIDTERM,54.9,1048-11-01,0.5
11721,1048-49,411201,FINAL,78.6,1048-12-15,0.5
11721,1048-49,411202,MIDTERM,36.7,1049-03-15,0.5
11721,1048-49,411202,FINAL,80.8,1049-05-15,0.5
11721,1048-49,411203,MIDTERM,48.3,1048-11-01,0.5
11721,1048-49,411203,FINAL,63.8,1048-12-15,0.5
11722,1048-49,431104,MIDTERM,75.8,1049-03-15,0.5
11722,1048-49,431104,FINAL,38.8,1049-05-15,0.5
11722,1048-49,431103,MIDTERM,51.2,1049-03-15,0.5
11722,1048-49,431103,FINAL,66.1,1049-05-15,0.5
11722,1048-49,431101,MIDTERM,56.6,1048-11-01,0.5
11722,1048-49,431101,FINAL,39.8,1048-12-15,0.5
11722,1048-49,431102,MIDTERM,59.7,1048-11-01,0.5
11722,1048-49,431102,FINAL,48.4,1048-12-15,0.5
11723,1048-49,442801,MIDTERM,49.3,1048-11-01,0.5
11723,1048-49,442801,FINAL,66.2,1048-12-15,0.5
11723,1048-49,442502,MIDTERM,78.4,1048-11-01,0.5
11723,1048-49,442502,FINAL,62.5,1048-12-15,0.5
11723,1048-49,442603,MIDTERM,51.1,1049-03-15,0.5
11723,1048-49,442603,FINAL,61.2,1049-05-15,0.5
11723,1048-49,442504,MIDTERM,62.4,1049-03-15,0.5
11723,1048-49,442504,FINAL,51.5,1049-05-15,0.5
11724,1048-49,4241202,MIDTERM,78.2,1048-11-01,0.5
11724,1048-49,4241202,FINAL,58.7,1048-12-15,0.5
11724,1048-49,4241204,MIDTERM,67.3,1049-03-15,0.5
11724,1048-49,4241204,FINAL,81.4,1049-05-15,0.5
11724,1048-49,4241201,MIDTERM,81.8,1048-11-01,0.5
11724,1048-49,4241201,FINAL,35.5,1048-12-15,0.5
11724,1048-49,4241203,MIDTERM,75.2,1049-03-15,0.5
11724,1048-49,4241203,FINAL,72.4,1049-05-15,0.5
11725,1048-49,452501,MIDTERM,36.5,1048-11-01,0.5
11725,1048-49,452501,FINAL,40.6,1048-12-15,0.5
11725,1048-49,452402,MIDTERM,51.7,1048-11-01,0.5
11725,1048-49,452402,FINAL,58.0,1048-12-15,0.5
11726,1048-49,4361401,MIDTERM,40.2,1048-11-01,0.5
11726,1048-49,4361401,FINAL,34.0,1048-12-15,0.5
11727,1048-49,411202,MIDTERM,90.6,1049-03-15,0.5
11727,1048-49,411202,FINAL,84.7,1049-05-15,0.5
11727,1048-49,411103,MIDTERM,56.0,1049-03-15,0.5
11727,1048-49,411103,FINAL,82.0,1049-05-15,0.5
11727,1048-49,411302,MIDTERM,85.5,1049-03-15,0.5
11727,1048-49,411302,FINAL,76.5,1049-05-15,0.5
11727,1048-49,411301,MIDTERM,56.4,1048-11-01,0.5
11727,1048-49,411301,FINAL,81.1,1048-12-15,0.5
11728,1048-49,423802,MIDTERM,74.4,1048-11-01,0.5
11728,1048-49,423802,FINAL,96.9,1048-12-15,0.5
11728,1048-49,423803,MIDTERM,62.7,1049-03-15,0.5
11728,1048-49,423803,FINAL,59.5,1049-05-15,0.5
11728,1048-49,423801,MIDTERM,80.8,1048-11-01,0.5
11728,1048-49,423801,FINAL,70.8,1048-12-15,0.5
11728,1048-49,423804,MIDTERM,82.2,1049-03-15,0.5
11728,1048-49,423804,FINAL,64.8,1049-05-15,0.5
11729,1048-49,422503,MIDTERM,49.6,1049-03-15,0.5
11729,1048-49,422503,FINAL,53.5,1049-05-15,0.5
11729,1048-49,422502,MIDTERM,49.9,1048-11-01,0.5
11729,1048-49,422502,FINAL,43.6,1048-12-15,0.5
11729,1048-49,422504,MIDTERM,54.6,1049-03-15,0.5
11729,1048-49,422504,FINAL,79.1,1049-05-15,0.5
11729,1048-49,422501,MIDTERM,64.7,1048-11-01,0.5
11729,1048-49,422501,FINAL,39.7,1048-12-15,0.5
11730,1048-49,4351102,MIDTERM,64.8,1048-11-01,0.5
11730,1048-49,4351102,FINAL,34.3,1048-12-15,0.5
11730,1048-49,435904,MIDTERM,45.7,1049-03-15,0.5
11730,1048-49,435904,FINAL,47.9,1049-05-15,0.5
11730,1048-49,4351003,MIDTERM,61.3,1049-03-15,0.5
11730,1048-49,4351003,FINAL,62.3,1049-05-15,0.5
11730,1048-49,4351201,MIDTERM,56.2,1048-11-01,0.5
11730,1048-49,4351201,FINAL,59.6,1048-12-15,0.5
11731,1048-49,4241202,MIDTERM,68.4,1048-11-01,0.5
11731,1048-49,4241202,FINAL,57.4,1048-12-15,0.5
11731,1048-49,4241204,MIDTERM,62.8,1049-03-15,0.5
11731,1048-49,4241204,FINAL,49.7,1049-05-15,0.5
11731,1048-49,4241201,MIDTERM,55.7,1048-11-01,0.5
11731,1048-49,4241201,FINAL,48.7,1048-12-15,0.5
11731,1048-49,4241203,MIDTERM,48.2,1049-03-15,0.5
11731,1048-49,4241203,FINAL,42.5,1049-05-15,0.5
11732,1048-49,442404,MIDTERM,48.9,1049-03-15,0.5
11732,1048-49,442404,FINAL,100.0,1049-05-15,0.5
11732,1048-49,442701,MIDTERM,74.5,1048-11-01,0.5
11732,1048-49,442701,FINAL,100.0,1048-12-15,0.5
11732,1048-49,442602,MIDTERM,67.6,1048-11-01,0.5
11732,1048-49,442602,FINAL,79.9,1048-12-15,0.5
11732,1048-49,442503,MIDTERM,84.3,1049-03-15,0.5
11732,1048-49,442503,FINAL,79.7,1049-05-15,0.5
11733,1048-49,423802,MIDTERM,44.5,1048-11-01,0.5
11733,1048-49,423802,FINAL,59.3,1048-12-15,0.5
11733,1048-49,423803,MIDTERM,37.0,1049-03-15,0.5
11733,1048-49,423803,FINAL,52.1,1049-05-15,0.5
11733,1048-49,423801,MIDTERM,67.7,1048-11-01,0.5
11733,1048-49,423801,FINAL,57.8,1048-12-15,0.5
11733,1048-49,423804,MIDTERM,55.6,1049-03-15,0.5
11733,1048-49,423804,FINAL,59.4,1049-05-15,0.5
11734,1048-49,4361401,MIDTERM,78.3,1048-11-01,0.5
11734,1048-49,4361401,FINAL,71.5,1048-12-15,0.5
11735,1048-49,421104,MIDTERM,41.8,1049-03-15,0.5
11735,1048-49,421104,FINAL,60.9,1049-05-15,0.5
11735,1048-49,421102,MIDTERM,28.0,1048-11-01,0.5
11735,1048-49,421102,FINAL,59.4,1048-12-15,0.5
11735,1048-49,421103,MIDTERM,24.8,1049-03-15,0.5
11735,1048-49,421103,FINAL,51.0,1049-05-15,0.5
11735,1048-49,421101,MIDTERM,60.5,1048-11-01,0.5
11735,1048-49,421101,FINAL,41.3,1048-12-15,0.5
11736,1048-49,4361501,MIDTERM,43.8,1048-11-01,0.5
11736,1048-49,4361501,FINAL,51.6,1048-12-15,0.5
11736,1048-49,4361402,MIDTERM,41.9,1048-11-01,0.5
11736,1048-49,4361402,FINAL,37.7,1048-12-15,0.5
11737,1048-49,452501,MIDTERM,56.7,1048-11-01,0.5
11737,1048-49,452501,FINAL,60.5,1048-12-15,0.5
11737,1048-49,452402,MIDTERM,87.4,1048-11-01,0.5
11737,1048-49,452402,FINAL,70.2,1048-12-15,0.5
11738,1048-49,411202,MIDTERM,48.5,1049-03-15,0.5
11738,1048-49,411202,FINAL,61.3,1049-05-15,0.5
11738,1048-49,411103,MIDTERM,22.1,1049-03-15,0.5
11738,1048-49,411103,FINAL,58.8,1049-05-15,0.5
11738,1048-49,411302,MIDTERM,78.8,1049-03-15,0.5
11738,1048-49,411302,FINAL,66.8,1049-05-15,0.5
11738,1048-49,411301,MIDTERM,49.9,1048-11-01,0.5
11738,1048-49,411301,FINAL,50.2,1048-12-15,0.5
11739,1048-49,434801,MIDTERM,92.0,1048-11-01,0.5
11739,1048-49,434801,FINAL,87.2,1048-12-15,0.5
11739,1048-49,434702,MIDTERM,71.5,1048-11-01,0.5
11739,1048-49,434702,FINAL,82.2,1048-12-15,0.5
11739,1048-49,434603,MIDTERM,78.6,1049-03-15,0.5
11739,1048-49,434603,FINAL,73.2,1049-05-15,0.5
11740,1048-49,412101,MIDTERM,56.5,1048-11-01,0.5
11740,1048-49,412101,FINAL,63.0,1048-12-15,0.5
11740,1048-49,412102,MIDTERM,50.9,1048-11-01,0.5
11740,1048-49,412102,FINAL,78.6,1048-12-15,0.5
11740,1048-49,412103,MIDTERM,48.3,1049-03-15,0.5
11740,1048-49,412103,FINAL,63.4,1049-05-15,0.5
11740,1048-49,412104,MIDTERM,51.7,1049-03-15,0.5
11740,1048-49,412104,FINAL,35.0,1049-05-15,0.5
11741,1048-49,442404,MIDTERM,79.9,1049-03-15,0.5
11741,1048-49,442404,FINAL,70.0,1049-05-15,0.5
11741,1048-49,442701,MIDTERM,79.8,1048-11-01,0.5
11741,1048-49,442701,FINAL,27.6,1048-12-15,0.5
11741,1048-49,442602,MIDTERM,64.9,1048-11-01,0.5
11741,1048-49,442602,FINAL,44.5,1048-12-15,0.5
11741,1048-49,442503,MIDTERM,76.9,1049-03-15,0.5
11741,1048-49,442503,FINAL,67.1,1049-05-15,0.5
11742,1048-49,442801,MIDTERM,75.5,1048-11-01,0.5
11742,1048-49,442801,FINAL,65.0,1048-12-15,0.5
11742,1048-49,442502,MIDTERM,28.8,1048-11-01,0.5
11742,1048-49,442502,FINAL,77.9,1048-12-15,0.5
11742,1048-49,442603,MIDTERM,66.2,1049-03-15,0.5
11742,1048-49,442603,FINAL,78.9,1049-05-15,0.5
11742,1048-49,442504,MIDTERM,90.7,1049-03-15,0.5
11742,1048-49,442504,FINAL,83.0,1049-05-15,0.5
11743,1048-49,423701,MIDTERM,80.5,1048-11-01,0.5
11743,1048-49,423701,FINAL,75.1,1048-12-15,0.5
11743,1048-49,423703,MIDTERM,70.3,1049-03-15,0.5
11743,1048-49,423703,FINAL,64.4,1049-05-15,0.5
11743,1048-49,423702,MIDTERM,58.5,1048-11-01,0.5
11743,1048-49,423702,FINAL,48.5,1048-12-15,0.5
11743,1048-49,423704,MIDTERM,79.4,1049-03-15,0.5
11743,1048-49,423704,FINAL,72.0,1049-05-15,0.5
11744,1048-49,4241101,MIDTERM,100.0,1048-11-01,0.5
11744,1048-49,4241101,FINAL,79.5,1048-12-15,0.5
11744,1048-49,4241102,MIDTERM,64.1,1048-11-01,0.5
11744,1048-49,4241102,FINAL,73.1,1048-12-15,0.5
11744,1048-49,4241103,MIDTERM,77.5,1049-03-15,0.5
11744,1048-49,4241103,FINAL,55.1,1049-05-15,0.5
11744,1048-49,422403,MIDTERM,88.4,1049-03-15,0.5
11744,1048-49,422403,FINAL,77.9,1049-05-15,0.5
11745,1048-49,441201,MIDTERM,87.6,1048-11-01,0.5
11745,1048-49,441201,FINAL,58.8,1048-12-15,0.5
11745,1048-49,441102,MIDTERM,44.6,1048-11-01,0.5
11745,1048-49,441102,FINAL,53.8,1048-12-15,0.5
11746,1048-49,411102,MIDTERM,80.5,1048-11-01,0.5
11746,1048-49,411102,FINAL,80.9,1048-12-15,0.5
11746,1048-49,411101,MIDTERM,85.6,1048-11-01,0.5
11746,1048-49,411101,FINAL,81.3,1048-12-15,0.5
11746,1048-49,411104,MIDTERM,80.5,1049-03-15,0.5
11746,1048-49,411104,FINAL,81.5,1049-05-15,0.5
11746,1048-49,411103,MIDTERM,70.4,1049-03-15,0.5
11746,1048-49,411103,FINAL,73.3,1049-05-15,0.5
11747,1048-49,422201,MIDTERM,58.9,1048-11-01,0.5
11747,1048-49,422201,FINAL,49.6,1048-12-15,0.5
11747,1048-49,422204,MIDTERM,60.2,1049-03-15,0.5
11747,1048-49,422204,FINAL,51.0,1049-05-15,0.5
11747,1048-49,422202,MIDTERM,30.8,1048-11-01,0.5
11747,1048-49,422202,FINAL,81.9,1048-12-15,0.5
11747,1048-49,422203,MIDTERM,57.7,1049-03-15,0.5
11747,1048-49,422203,FINAL,51.2,1049-05-15,0.5
11748,1048-49,4241004,MIDTERM,77.9,1049-03-15,0.5
11748,1048-49,4241004,FINAL,62.1,1049-05-15,0.5
11748,1048-49,4241001,MIDTERM,74.6,1048-11-01,0.5
11748,1048-49,4241001,FINAL,72.1,1048-12-15,0.5
11748,1048-49,4241003,MIDTERM,82.9,1049-03-15,0.5
11748,1048-49,4241003,FINAL,94.1,1049-05-15,0.5
11748,1048-49,4241002,MIDTERM,49.7,1048-11-01,0.5
11748,1048-49,4241002,FINAL,70.0,1048-12-15,0.5
11749,1048-49,435901,MIDTERM,100.0,1048-11-01,0.5
11749,1048-49,435901,FINAL,67.6,1048-12-15,0.5
11750,1048-49,4241202,MIDTERM,53.2,1048-11-01,0.5
11750,1048-49,4241202,FINAL,75.5,1048-12-15,0.5
11750,1048-49,4241204,MIDTERM,34.2,1049-03-15,0.5
11750,1048-49,4241204,FINAL,63.7,1049-05-15,0.5
11750,1048-49,4241201,MIDTERM,56.1,1048-11-01,0.5
11750,1048-49,4241201,FINAL,44.9,1048-12-15,0.5
11750,1048-49,4241203,MIDTERM,53.2,1049-03-15,0.5
11750,1048-49,4241203,FINAL,58.1,1049-05-15,0.5
11751,1048-49,452501,MIDTERM,36.4,1048-11-01,0.5
11751,1048-49,452501,FINAL,40.6,1048-12-15,0.5
11751,1048-49,452402,MIDTERM,41.2,1048-11-01,0.5
11751,1048-49,452402,FINAL,62.2,1048-12-15,0.5
11752,1048-49,4361401,MIDTERM,51.6,1048-11-01,0.5
11752,1048-49,4361401,FINAL,49.2,1048-12-15,0.5
11753,1048-49,453901,MIDTERM,54.8,1048-11-01,0.5
11753,1048-49,453901,FINAL,56.6,1048-12-15,0.5
11753,1048-49,453703,MIDTERM,69.4,1049-03-15,0.5
11753,1048-49,453703,FINAL,51.1,1049-05-15,0.5
11753,1048-49,453802,MIDTERM,83.9,1048-11-01,0.5
11753,1048-49,453802,FINAL,70.3,1048-12-15,0.5
11754,1048-49,451202,MIDTERM,62.8,1048-11-01,0.5
11754,1048-49,451202,FINAL,45.0,1048-12-15,0.5
11754,1048-49,451301,MIDTERM,38.8,1048-11-01,0.5
11754,1048-49,451301,FINAL,41.9,1048-12-15,0.5
11755,1048-49,452401,MIDTERM,82.1,1048-11-01,0.5
11755,1048-49,452401,FINAL,79.2,1048-12-15,0.5
11756,1048-49,4421002,MIDTERM,35.9,1048-11-01,0.5
11756,1048-49,4421002,FINAL,79.4,1048-12-15,0.5
11756,1048-49,442604,MIDTERM,77.4,1049-03-15,0.5
11756,1048-49,442604,FINAL,73.1,1049-05-15,0.5
11756,1048-49,442903,MIDTERM,80.8,1049-03-15,0.5
11756,1048-49,442903,FINAL,47.6,1049-05-15,0.5
11756,1048-49,4421101,MIDTERM,76.1,1048-11-01,0.5
11756,1048-49,4421101,FINAL,54.8,1048-12-15,0.5
11757,1048-49,4421201,MIDTERM,56.9,1048-11-01,0.5
11757,1048-49,4421201,FINAL,61.0,1048-12-15,0.5
11757,1048-49,4421102,MIDTERM,63.1,1048-11-01,0.5
11757,1048-49,4421102,FINAL,68.1,1048-12-15,0.5
11757,1048-49,4421003,MIDTERM,60.7,1049-03-15,0.5
11757,1048-49,4421003,FINAL,59.6,1049-05-15,0.5
11757,1048-49,442904,MIDTERM,74.9,1049-03-15,0.5
11757,1048-49,442904,FINAL,70.9,1049-05-15,0.5
11758,1048-49,441201,MIDTERM,96.0,1048-11-01,0.5
11758,1048-49,441201,FINAL,90.2,1048-12-15,0.5
11758,1048-49,441102,MIDTERM,85.8,1048-11-01,0.5
11758,1048-49,441102,FINAL,73.6,1048-12-15,0.5
11759,1048-49,4531201,MIDTERM,44.8,1048-11-01,0.5
11759,1048-49,4531201,FINAL,40.6,1048-12-15,0.5
11759,1048-49,4531102,MIDTERM,56.8,1048-11-01,0.5
11759,1048-49,4531102,FINAL,53.7,1048-12-15,0.5
11759,1048-49,4531003,MIDTERM,60.0,1049-03-15,0.5
11759,1048-49,4531003,FINAL,50.7,1049-05-15,0.5
11759,1048-49,453904,MIDTERM,60.5,1049-03-15,0.5
11759,1048-49,453904,FINAL,56.6,1049-05-15,0.5
11760,1048-49,4421201,MIDTERM,47.7,1048-11-01,0.5
11760,1048-49,4421201,FINAL,66.7,1048-12-15,0.5
11760,1048-49,4421102,MIDTERM,54.5,1048-11-01,0.5
11760,1048-49,4421102,FINAL,43.4,1048-12-15,0.5
11760,1048-49,4421003,MIDTERM,69.8,1049-03-15,0.5
11760,1048-49,4421003,FINAL,60.7,1049-05-15,0.5
11760,1048-49,442904,MIDTERM,55.3,1049-03-15,0.5
11760,1048-49,442904,FINAL,53.5,1049-05-15,0.5
11761,1048-49,412101,MIDTERM,37.8,1048-11-01,0.5
11761,1048-49,412101,FINAL,56.2,1048-12-15,0.5
11761,1048-49,412102,MIDTERM,41.3,1048-11-01,0.5
11761,1048-49,412102,FINAL,42.9,1048-12-15,0.5
11761,1048-49,412103,MIDTERM,72.5,1049-03-15,0.5
11761,1048-49,412103,FINAL,56.5,1049-05-15,0.5
11761,1048-49,412104,MIDTERM,46.6,1049-03-15,0.5
11761,1048-49,412104,FINAL,51.1,1049-05-15,0.5
11762,1048-49,4361401,MIDTERM,58.8,1048-11-01,0.5
11762,1048-49,4361401,FINAL,23.1,1048-12-15,0.5
11763,1048-49,442801,MIDTERM,50.8,1048-11-01,0.5
11763,1048-49,442801,FINAL,78.6,1048-12-15,0.5
11763,1048-49,442502,MIDTERM,59.1,1048-11-01,0.5
11763,1048-49,442502,FINAL,41.6,1048-12-15,0.5
11763,1048-49,442603,MIDTERM,63.1,1049-03-15,0.5
11763,1048-49,442603,FINAL,61.8,1049-05-15,0.5
11763,1048-49,442504,MIDTERM,71.2,1049-03-15,0.5
11763,1048-49,442504,FINAL,62.3,1049-05-15,0.5
11764,1048-49,433303,MIDTERM,62.1,1049-03-15,0.5
11764,1048-49,433303,FINAL,73.6,1049-05-15,0.5
11764,1048-49,433501,MIDTERM,71.0,1048-11-01,0.5
11764,1048-49,433501,FINAL,50.8,1048-12-15,0.5
11765,1048-49,452601,MIDTERM,63.7,1048-11-01,0.5
11765,1048-49,452601,FINAL,64.0,1048-12-15,0.5
11765,1048-49,452502,MIDTERM,46.9,1048-11-01,0.5
11765,1048-49,452502,FINAL,68.3,1048-12-15,0.5
11765,1048-49,452403,MIDTERM,39.8,1049-03-15,0.5
11765,1048-49,452403,FINAL,56.8,1049-05-15,0.5
11766,1048-49,4351103,MIDTERM,73.4,1049-03-15,0.5
11766,1048-49,4351103,FINAL,40.4,1049-05-15,0.5
11766,1048-49,4351301,MIDTERM,49.7,1048-11-01,0.5
11766,1048-49,4351301,FINAL,45.3,1048-12-15,0.5
11766,1048-49,4351004,MIDTERM,51.9,1049-03-15,0.5
11766,1048-49,4351004,FINAL,44.3,1049-05-15,0.5
11766,1048-49,4351202,MIDTERM,32.7,1048-11-01,0.5
11766,1048-49,4351202,FINAL,37.6,1048-12-15,0.5
11767,1048-49,442801,MIDTERM,56.0,1048-11-01,0.5
11767,1048-49,442801,FINAL,64.4,1048-12-15,0.5
11767,1048-49,442502,MIDTERM,39.4,1048-11-01,0.5
11767,1048-49,442502,FINAL,62.4,1048-12-15,0.5
11767,1048-49,442603,MIDTERM,50.9,1049-03-15,0.5
11767,1048-49,442603,FINAL,63.5,1049-05-15,0.5
11767,1048-49,442504,MIDTERM,43.1,1049-03-15,0.5
11767,1048-49,442504,FINAL,54.1,1049-05-15,0.5
11768,1048-49,434801,MIDTERM,96.4,1048-11-01,0.5
11768,1048-49,434801,FINAL,80.5,1048-12-15,0.5
11768,1048-49,434702,MIDTERM,61.9,1048-11-01,0.5
11768,1048-49,434702,FINAL,46.4,1048-12-15,0.5
11768,1048-49,434603,MIDTERM,61.2,1049-03-15,0.5
11768,1048-49,434603,FINAL,41.8,1049-05-15,0.5
11769,1048-49,453702,MIDTERM,40.3,1048-11-01,0.5
11769,1048-49,453702,FINAL,36.5,1048-12-15,0.5
11769,1048-49,453801,MIDTERM,55.1,1048-11-01,0.5
11769,1048-49,453801,FINAL,25.6,1048-12-15,0.5
11770,1048-49,4361401,MIDTERM,79.2,1048-11-01,0.5
11770,1048-49,4361401,FINAL,54.3,1048-12-15,0.5
11771,1048-49,441201,MIDTERM,98.3,1048-11-01,0.5
11771,1048-49,441201,FINAL,75.0,1048-12-15,0.5
11771,1048-49,441102,MIDTERM,72.1,1048-11-01,0.5
11771,1048-49,441102,FINAL,79.1,1048-12-15,0.5
11772,1048-49,4531201,MIDTERM,48.4,1048-11-01,0.5
11772,1048-49,4531201,FINAL,51.4,1048-12-15,0.5
11772,1048-49,4531102,MIDTERM,47.4,1048-11-01,0.5
11772,1048-49,4531102,FINAL,46.8,1048-12-15,0.5
11772,1048-49,4531003,MIDTERM,66.6,1049-03-15,0.5
11772,1048-49,4531003,FINAL,46.6,1049-05-15,0.5
11772,1048-49,453904,MIDTERM,22.8,1049-03-15,0.5
11772,1048-49,453904,FINAL,69.7,1049-05-15,0.5
11773,1048-49,4241202,MIDTERM,76.2,1048-11-01,0.5
11773,1048-49,4241202,FINAL,95.4,1048-12-15,0.5
11773,1048-49,4241204,MIDTERM,27.4,1049-03-15,0.5
11773,1048-49,4241204,FINAL,80.6,1049-05-15,0.5
11773,1048-49,4241201,MIDTERM,76.5,1048-11-01,0.5
11773,1048-49,4241201,FINAL,86.8,1048-12-15,0.5
11773,1048-49,4241203,MIDTERM,51.4,1049-03-15,0.5
11773,1048-49,4241203,FINAL,60.6,1049-05-15,0.5
11774,1048-49,442801,MIDTERM,60.9,1048-11-01,0.5
11774,1048-49,442801,FINAL,57.7,1048-12-15,0.5
11774,1048-49,442502,MIDTERM,25.5,1048-11-01,0.5
11774,1048-49,442502,FINAL,49.6,1048-12-15,0.5
11774,1048-49,442603,MIDTERM,36.2,1049-03-15,0.5
11774,1048-49,442603,FINAL,62.6,1049-05-15,0.5
11774,1048-49,442504,MIDTERM,55.3,1049-03-15,0.5
11774,1048-49,442504,FINAL,44.0,1049-05-15,0.5
11775,1048-49,453901,MIDTERM,68.1,1048-11-01,0.5
11775,1048-49,453901,FINAL,68.4,1048-12-15,0.5
11775,1048-49,453703,MIDTERM,72.2,1049-03-15,0.5
