student_id,academic_year_graduated,survey_responded,outcome_type,professional_level,employment_sector,salary_band,time_to_outcome_months,outcome_recorded_at
1246,1049-50,False,,,,,,1051-08-01
125,1049-50,False,,,,,,1051-08-01
1266,1049-50,True,employed,non_professional,creative_industries,4.0,4.0,1051-08-01
128,1049-50,True,employed,non_professional,human_resources,1.0,11.0,1051-08-01
1328,1049-50,True,employed,non_professional,research_and_academia,3.0,6.0,1051-08-01
1342,1049-50,True,employed,non_professional,finance_and_banking,2.0,6.0,1051-08-01
1349,1049-50,False,,,,,,1051-08-01
1388,1049-50,True,employed,non_professional,legal_services,1.0,6.0,1051-08-01
1402,1049-50,True,employed,non_professional,creative_industries,2.0,5.0,1051-08-01
1431,1049-50,True,further_study,,further_study,,1.0,1051-08-01
1476,1049-50,True,employed,professional,architecture_and_built_environment,4.0,7.0,1051-08-01
1480,1049-50,True,employed,professional,finance_and_banking,3.0,5.0,1051-08-01
1483,1049-50,False,,,,,,1051-08-01
1525,1049-50,True,further_study,,further_study,,2.0,1051-08-01
1539,1049-50,False,,,,,,1051-08-01
1576,1049-50,True,further_study,,further_study,,4.0,1051-08-01
1590,1049-50,True,employed,professional,creative_industries,3.0,5.0,1051-08-01
1636,1049-50,False,,,,,,1051-08-01
1652,1049-50,True,employed,non_professional,craft_and_making,1.0,6.0,1051-08-01
1655,1049-50,True,employed,professional,education,1.0,4.0,1051-08-01
1725,1049-50,False,,,,,,1051-08-01
1749,1049-50,True,employed,professional,heritage_and_curation,2.0,5.0,1051-08-01
1754,1049-50,True,employed,professional,human_resources,4.0,5.0,1051-08-01
1764,1049-50,True,employed,non_professional,human_resources,2.0,1.0,1051-08-01
1795,1049-50,False,,,,,,1051-08-01
1839,1049-50,True,unknown,,,,5.0,1051-08-01
1842,1049-50,False,,,,,,1051-08-01
1843,1049-50,True,unemployed,,,,17.0,1051-08-01
1848,1049-50,True,employed,non_professional,creative_industries,2.0,2.0,1051-08-01
1877,1049-50,True,employed,non_professional,heritage_and_curation,2.0,6.0,1051-08-01
189,1049-50,False,,,,,,1051-08-01
1911,1049-50,True,employed,professional,heritage_and_curation,4.0,2.0,1051-08-01
1929,1049-50,False,,,,,,1051-08-01
197,1049-50,False,,,,,,1051-08-01
1975,1049-50,True,employed,professional,human_resources,3.0,7.0,1051-08-01
1988,1049-50,True,employed,professional,public_health,2.0,2.0,1051-08-01
2,1049-50,True,employed,professional,architecture_and_built_environment,2.0,10.0,1051-08-01
2020,1049-50,True,further_study,,further_study,,1.0,1051-08-01
2059,1049-50,False,,,,,,1051-08-01
2089,1049-50,True,unemployed,,,,17.0,1051-08-01
2122,1049-50,True,employed,non_professional,ngo_and_charity,2.0,2.0,1051-08-01
2127,1049-50,True,employed,non_professional,craft_and_making,2.0,4.0,1051-08-01
2165,1049-50,False,,,,,,1051-08-01
2190,1049-50,True,further_study,,further_study,,1.0,1051-08-01
2205,1049-50,True,unemployed,,,,18.0,1051-08-01
2230,1049-50,True,further_study,,further_study,,2.0,1051-08-01
2237,1049-50,True,further_study,,further_study,,3.0,1051-08-01
224,1049-50,False,,,,,,1051-08-01
2254,1049-50,True,further_study,,further_study,,3.0,1051-08-01
2258,1049-50,True,employed,non_professional,hospitality_and_tourism,2.0,6.0,1051-08-01
2288,1049-50,True,employed,non_professional,human_resources,1.0,5.0,1051-08-01
2292,1049-50,False,,,,,,1051-08-01
2336,1049-50,True,further_study,,further_study,,3.0,1051-08-01
237,1049-50,False,,,,,,1051-08-01
2398,1049-50,False,,,,,,1051-08-01
2449,1049-50,True,further_study,,further_study,,1.0,1051-08-01
2455,1049-50,True,employed,non_professional,design_and_media,3.0,4.0,1051-08-01
2463,1049-50,False,,,,,,1051-08-01
2484,1049-50,True,employed,non_professional,heritage_and_curation,2.0,4.0,1051-08-01
2502,1049-50,True,employed,non_professional,creative_industries,2.0,1.0,1051-08-01
2503,1049-50,True,employed,professional,social_care,3.0,2.0,1051-08-01
2527,1049-50,True,employed,professional,heritage_and_curation,3.0,5.0,1051-08-01
255,1049-50,False,,,,,,1051-08-01
2630,1049-50,False,,,,,,1051-08-01
2635,1049-50,True,employed,professional,hospitality_and_tourism,3.0,0.0,1051-08-01
2641,1049-50,True,employed,professional,hospitality_and_tourism,5.0,4.0,1051-08-01
2671,1049-50,True,employed,non_professional,design_and_media,1.0,8.0,1051-08-01
2688,1049-50,True,employed,non_professional,creative_industries,1.0,4.0,1051-08-01
2745,1049-50,True,employed,professional,finance_and_banking,3.0,3.0,1051-08-01
2751,1049-50,False,,,,,,1051-08-01
2801,1049-50,False,,,,,,1051-08-01
2820,1049-50,True,unemployed,,,,18.0,1051-08-01
2827,1049-50,True,further_study,,further_study,,2.0,1051-08-01
2850,1049-50,False,,,,,,1051-08-01
2872,1049-50,True,employed,professional,design_and_media,4.0,4.0,1051-08-01
2885,1049-50,True,unemployed,,,,14.0,1051-08-01
2908,1049-50,True,unemployed,,,,16.0,1051-08-01
292,1049-50,False,,,,,,1051-08-01
295,1049-50,False,,,,,,1051-08-01
2997,1049-50,True,unemployed,,,,18.0,1051-08-01
3017,1049-50,True,employed,non_professional,heritage_and_curation,3.0,1.0,1051-08-01
3053,1049-50,True,employed,professional,architecture_and_built_environment,3.0,1.0,1051-08-01
3058,1049-50,True,unemployed,,,,19.0,1051-08-01
3121,1049-50,False,,,,,,1051-08-01
313,1049-50,True,employed,non_professional,design_and_media,2.0,9.0,1051-08-01
3139,1049-50,False,,,,,,1051-08-01
3141,1049-50,True,further_study,,further_study,,1.0,1051-08-01
3171,1049-50,True,employed,professional,creative_industries,2.0,8.0,1051-08-01
3186,1049-50,True,employed,professional,craft_and_making,4.0,5.0,1051-08-01
3244,1049-50,False,,,,,,1051-08-01
3307,1049-50,True,employed,professional,legal_services,2.0,2.0,1051-08-01
3317,1049-50,True,employed,non_professional,architecture_and_built_environment,2.0,2.0,1051-08-01
3333,1049-50,False,,,,,,1051-08-01
3373,1049-50,True,employed,non_professional,heritage_and_curation,3.0,8.0,1051-08-01
3492,1049-50,False,,,,,,1051-08-01
3526,1049-50,True,unemployed,,,,9.0,1051-08-01
3528,1049-50,False,,,,,,1051-08-01
3551,1049-50,True,employed,professional,craft_and_making,3.0,2.0,1051-08-01
3554,1049-50,False,,,,,,1051-08-01
3595,1049-50,False,,,,,,1051-08-01
3603,1049-50,True,further_study,,further_study,,2.0,1051-08-01
3743,1049-50,True,unemployed,,,,13.0,1051-08-01
3748,1049-50,True,further_study,,further_study,,1.0,1051-08-01
3767,1049-50,True,unemployed,,,,16.0,1051-08-01
3801,1049-50,False,,,,,,1051-08-01
383,1049-50,True,employed,non_professional,human_resources,1.0,7.0,1051-08-01
3846,1049-50,True,employed,professional,craft_and_making,4.0,3.0,1051-08-01
3859,1049-50,True,further_study,,further_study,,0.0,1051-08-01
3881,1049-50,True,unemployed,,,,8.0,1051-08-01
3895,1049-50,True,further_study,,further_study,,1.0,1051-08-01
3917,1049-50,True,employed,professional,education,1.0,2.0,1051-08-01
3926,1049-50,True,employed,professional,management_consulting,2.0,2.0,1051-08-01
3980,1049-50,True,unknown,,,,13.0,1051-08-01
3996,1049-50,True,employed,professional,creative_industries,5.0,7.0,1051-08-01
400,1049-50,True,further_study,,further_study,,4.0,1051-08-01
4014,1049-50,False,,,,,,1051-08-01
4026,1049-50,False,,,,,,1051-08-01
4064,1049-50,False,,,,,,1051-08-01
4121,1049-50,True,employed,non_professional,ngo_and_charity,2.0,3.0,1051-08-01
4127,1049-50,False,,,,,,1051-08-01
413,1049-50,True,employed,non_professional,legal_services,2.0,3.0,1051-08-01
4147,1049-50,False,,,,,,1051-08-01
415,1049-50,True,unemployed,,,,17.0,1051-08-01
4194,1049-50,True,further_study,,further_study,,2.0,1051-08-01
4204,1049-50,False,,,,,,1051-08-01
4212,1049-50,True,further_study,,further_study,,1.0,1051-08-01
4242,1049-50,True,unemployed,,,,12.0,1051-08-01
4248,1049-50,True,employed,professional,social_care,3.0,3.0,1051-08-01
4256,1049-50,True,employed,professional,craft_and_making,3.0,7.0,1051-08-01
4270,1049-50,True,employed,professional,architecture_and_built_environment,4.0,0.0,1051-08-01
4271,1049-50,True,employed,non_professional,allied_health_professions,1.0,10.0,1051-08-01
4297,1049-50,True,further_study,,further_study,,2.0,1051-08-01
430,1049-50,True,employed,professional,hospitality_and_tourism,3.0,5.0,1051-08-01
4300,1049-50,True,unemployed,,,,12.0,1051-08-01
4309,1049-50,True,unemployed,,,,18.0,1051-08-01
4324,1049-50,True,further_study,,further_study,,2.0,1051-08-01
4425,1049-50,False,,,,,,1051-08-01
4534,1049-50,True,employed,professional,design_and_media,4.0,4.0,1051-08-01
4536,1049-50,True,employed,non_professional,finance_and_banking,1.0,5.0,1051-08-01
4552,1049-50,True,employed,professional,finance_and_banking,5.0,10.0,1051-08-01
4553,1049-50,True,further_study,,further_study,,4.0,1051-08-01
4556,1049-50,True,employed,non_professional,creative_industries,3.0,2.0,1051-08-01
4561,1049-50,False,,,,,,1051-08-01
4581,1049-50,True,employed,non_professional,hospitality_and_tourism,2.0,5.0,1051-08-01
4599,1049-50,False,,,,,,1051-08-01
4646,1049-50,True,employed,professional,heritage_and_curation,4.0,4.0,1051-08-01
4669,1049-50,True,further_study,,further_study,,4.0,1051-08-01
4711,1049-50,True,employed,professional,design_and_media,3.0,6.0,1051-08-01
4757,1049-50,False,,,,,,1051-08-01
4759,1049-50,True,employed,professional,design_and_media,2.0,1.0,1051-08-01
4767,1049-50,True,further_study,,further_study,,3.0,1051-08-01
4769,1049-50,True,employed,non_professional,design_and_media,4.0,2.0,1051-08-01
4788,1049-50,True,employed,professional,craft_and_making,4.0,5.0,1051-08-01
48,1049-50,True,employed,non_professional,craft_and_making,4.0,5.0,1051-08-01
4835,1049-50,True,employed,professional,creative_industries,3.0,8.0,1051-08-01
4949,1049-50,False,,,,,,1051-08-01
497,1049-50,False,,,,,,1051-08-01
5000,1049-50,True,further_study,,further_study,,1.0,1051-08-01
5001,1049-50,True,further_study,,further_study,,3.0,1051-08-01
5005,1049-50,True,employed,professional,heritage_and_curation,3.0,4.0,1051-08-01
5007,1049-50,False,,,,,,1051-08-01
5008,1049-50,False,,,,,,1051-08-01
5012,1049-50,True,employed,professional,human_resources,3.0,1.0,1051-08-01
5015,1049-50,False,,,,,,1051-08-01
5019,1049-50,True,employed,professional,healthcare_and_nhs,2.0,9.0,1051-08-01
5022,1049-50,True,unemployed,,,,18.0,1051-08-01
5026,1049-50,False,,,,,,1051-08-01
5031,1049-50,False,,,,,,1051-08-01
5039,1049-50,True,employed,non_professional,craft_and_making,2.0,2.0,1051-08-01
5044,1049-50,True,further_study,,further_study,,5.0,1051-08-01
5046,1049-50,True,employed,non_professional,legal_services,2.0,3.0,1051-08-01
5050,1049-50,True,further_study,,further_study,,2.0,1051-08-01
5051,1049-50,True,unemployed,,,,18.0,1051-08-01
5062,1049-50,True,employed,professional,creative_industries,4.0,5.0,1051-08-01
5069,1049-50,True,employed,professional,design_and_media,4.0,2.0,1051-08-01
5074,1049-50,True,further_study,,further_study,,1.0,1051-08-01
5079,1049-50,True,employed,professional,hospitality_and_tourism,3.0,3.0,1051-08-01
5080,1049-50,True,employed,non_professional,heritage_and_curation,4.0,8.0,1051-08-01
5089,1049-50,True,employed,professional,legal_services,4.0,3.0,1051-08-01
5100,1049-50,True,employed,professional,design_and_media,4.0,11.0,1051-08-01
5103,1049-50,True,employed,non_professional,hospitality_and_tourism,2.0,3.0,1051-08-01
5104,1049-50,True,employed,professional,design_and_media,4.0,6.0,1051-08-01
5116,1049-50,False,,,,,,1051-08-01
5117,1049-50,True,employed,professional,design_and_media,5.0,8.0,1051-08-01
5119,1049-50,True,unemployed,,,,15.0,1051-08-01
5122,1049-50,True,further_study,,further_study,,2.0,1051-08-01
5129,1049-50,True,employed,non_professional,heritage_and_curation,2.0,8.0,1051-08-01
5131,1049-50,True,further_study,,further_study,,3.0,1051-08-01
5135,1049-50,False,,,,,,1051-08-01
5143,1049-50,True,employed,non_professional,craft_and_making,2.0,8.0,1051-08-01
5150,1049-50,False,,,,,,1051-08-01
5152,1049-50,False,,,,,,1051-08-01
5153,1049-50,True,employed,professional,legal_services,5.0,2.0,1051-08-01
5159,1049-50,False,,,,,,1051-08-01
5169,1049-50,True,employed,non_professional,design_and_media,1.0,2.0,1051-08-01
5171,1049-50,False,,,,,,1051-08-01
5181,1049-50,False,,,,,,1051-08-01
5182,1049-50,False,,,,,,1051-08-01
5183,1049-50,True,employed,non_professional,ngo_and_charity,2.0,8.0,1051-08-01
5199,1049-50,True,employed,professional,architecture_and_built_environment,2.0,4.0,1051-08-01
5204,1049-50,False,,,,,,1051-08-01
5207,1049-50,True,further_study,,further_study,,1.0,1051-08-01
5220,1049-50,True,employed,non_professional,legal_services,4.0,0.0,1051-08-01
5221,1049-50,True,employed,professional,public_sector_and_civil_service,4.0,3.0,1051-08-01
5222,1049-50,False,,,,,,1051-08-01
5224,1049-50,False,,,,,,1051-08-01
5229,1049-50,False,,,,,,1051-08-01
5232,1049-50,True,employed,professional,architecture_and_built_environment,5.0,7.0,1051-08-01
5237,1049-50,False,,,,,,1051-08-01
5245,1049-50,True,unknown,,,,5.0,1051-08-01
5246,1049-50,True,employed,professional,ngo_and_charity,5.0,3.0,1051-08-01
5262,1049-50,False,,,,,,1051-08-01
5264,1049-50,True,employed,professional,human_resources,3.0,8.0,1051-08-01
5268,1049-50,True,employed,non_professional,design_and_media,4.0,3.0,1051-08-01
5271,1049-50,True,employed,professional,hospitality_and_tourism,5.0,6.0,1051-08-01
5272,1049-50,False,,,,,,1051-08-01
5280,1049-50,False,,,,,,1051-08-01
5287,1049-50,True,employed,non_professional,design_and_media,2.0,4.0,1051-08-01
5289,1049-50,True,further_study,,further_study,,3.0,1051-08-01
5295,1049-50,False,,,,,,1051-08-01
5298,1049-50,True,employed,non_professional,architecture_and_built_environment,2.0,11.0,1051-08-01
5299,1049-50,True,employed,professional,hospitality_and_tourism,2.0,4.0,1051-08-01
5302,1049-50,False,,,,,,1051-08-01
5305,1049-50,False,,,,,,1051-08-01
5315,1049-50,True,unemployed,,,,23.0,1051-08-01
5319,1049-50,True,employed,non_professional,design_and_media,2.0,0.0,1051-08-01
5336,1049-50,True,employed,professional,allied_health_professions,3.0,9.0,1051-08-01
5339,1049-50,True,further_study,,further_study,,2.0,1051-08-01
5340,1049-50,True,further_study,,further_study,,3.0,1051-08-01
5344,1049-50,True,employed,non_professional,heritage_and_curation,4.0,4.0,1051-08-01
5351,1049-50,True,employed,non_professional,craft_and_making,3.0,4.0,1051-08-01
5355,1049-50,True,employed,non_professional,heritage_and_curation,2.0,5.0,1051-08-01
5365,1049-50,False,,,,,,1051-08-01
5370,1049-50,True,employed,professional,heritage_and_curation,3.0,5.0,1051-08-01
5371,1049-50,False,,,,,,1051-08-01
5372,1049-50,True,unemployed,,,,12.0,1051-08-01
5385,1049-50,True,employed,non_professional,architecture_and_built_environment,1.0,4.0,1051-08-01
5387,1049-50,True,further_study,,further_study,,1.0,1051-08-01
5394,1049-50,True,employed,professional,creative_industries,2.0,8.0,1051-08-01
5399,1049-50,False,,,,,,1051-08-01
5400,1049-50,True,employed,non_professional,heritage_and_curation,3.0,6.0,1051-08-01
5408,1049-50,True,employed,non_professional,craft_and_making,3.0,6.0,1051-08-01
5421,1049-50,True,further_study,,further_study,,1.0,1051-08-01
5423,1049-50,True,employed,non_professional,design_and_media,3.0,5.0,1051-08-01
5425,1049-50,True,further_study,,further_study,,2.0,1051-08-01
5432,1049-50,True,employed,non_professional,heritage_and_curation,2.0,4.0,1051-08-01
5434,1049-50,False,,,,,,1051-08-01
5448,1049-50,False,,,,,,1051-08-01
5457,1049-50,True,further_study,,further_study,,3.0,1051-08-01
5458,1049-50,False,,,,,,1051-08-01
5485,1049-50,True,further_study,,further_study,,3.0,1051-08-01
5491,1049-50,True,employed,non_professional,management_consulting,3.0,6.0,1051-08-01
5494,1049-50,True,employed,non_professional,heritage_and_curation,2.0,8.0,1051-08-01
5502,1049-50,True,further_study,,further_study,,1.0,1051-08-01
5504,1049-50,True,employed,professional,finance_and_banking,5.0,6.0,1051-08-01
5506,1049-50,False,,,,,,1051-08-01
5509,1049-50,True,employed,professional,hospitality_and_tourism,4.0,4.0,1051-08-01
5513,1049-50,False,,,,,,1051-08-01
5519,1049-50,False,,,,,,1051-08-01
5523,1049-50,True,unknown,,,,12.0,1051-08-01
5524,1049-50,False,,,,,,1051-08-01
5526,1049-50,True,employed,professional,heritage_and_curation,2.0,5.0,1051-08-01
5531,1049-50,True,employed,professional,legal_services,4.0,6.0,1051-08-01
5539,1049-50,True,employed,professional,design_and_media,3.0,5.0,1051-08-01
5548,1049-50,False,,,,,,1051-08-01
5551,1049-50,False,,,,,,1051-08-01
5563,1049-50,False,,,,,,1051-08-01
5568,1049-50,True,employed,professional,craft_and_making,5.0,7.0,1051-08-01
5571,1049-50,True,further_study,,further_study,,1.0,1051-08-01
5572,1049-50,True,unemployed,,,,17.0,1051-08-01
5573,1049-50,True,employed,non_professional,finance_and_banking,3.0,4.0,1051-08-01
5577,1049-50,True,further_study,,further_study,,3.0,1051-08-01
5578,1049-50,False,,,,,,1051-08-01
5587,1049-50,True,further_study,,further_study,,1.0,1051-08-01
5599,1049-50,False,,,,,,1051-08-01
5610,1049-50,False,,,,,,1051-08-01
5616,1049-50,True,employed,professional,finance_and_banking,5.0,3.0,1051-08-01
5617,1049-50,True,employed,non_professional,heritage_and_curation,2.0,5.0,1051-08-01
5621,1049-50,True,employed,professional,human_resources,4.0,5.0,1051-08-01
5622,1049-50,False,,,,,,1051-08-01
5623,1049-50,False,,,,,,1051-08-01
5628,1049-50,True,employed,professional,heritage_and_curation,4.0,3.0,1051-08-01
5629,1049-50,True,employed,non_professional,design_and_media,4.0,5.0,1051-08-01
5630,1049-50,True,employed,professional,architecture_and_built_environment,5.0,3.0,1051-08-01
5631,1049-50,True,employed,professional,craft_and_making,5.0,2.0,1051-08-01
5650,1049-50,False,,,,,,1051-08-01
5655,1049-50,True,employed,non_professional,human_resources,2.0,9.0,1051-08-01
5662,1049-50,False,,,,,,1051-08-01
5665,1049-50,False,,,,,,1051-08-01
5667,1049-50,True,employed,professional,craft_and_making,3.0,8.0,1051-08-01
5670,1049-50,False,,,,,,1051-08-01
5673,1049-50,True,employed,non_professional,design_and_media,1.0,2.0,1051-08-01
5682,1049-50,True,employed,non_professional,creative_industries,4.0,5.0,1051-08-01
5691,1049-50,False,,,,,,1051-08-01
5703,1049-50,False,,,,,,1051-08-01
5707,1049-50,True,employed,non_professional,creative_industries,3.0,4.0,1051-08-01
5709,1049-50,False,,,,,,1051-08-01
5723,1049-50,True,unemployed,,,,11.0,1051-08-01
5728,1049-50,True,unknown,,,,12.0,1051-08-01
5731,1049-50,False,,,,,,1051-08-01
5737,1049-50,True,employed,professional,heritage_and_curation,3.0,5.0,1051-08-01
5745,1049-50,False,,,,,,1051-08-01
5746,1049-50,False,,,,,,1051-08-01
5748,1049-50,True,further_study,,further_study,,0.0,1051-08-01
5762,1049-50,False,,,,,,1051-08-01
5763,1049-50,True,employed,non_professional,design_and_media,3.0,7.0,1051-08-01
5767,1049-50,True,unemployed,,,,14.0,1051-08-01
5781,1049-50,False,,,,,,1051-08-01
5782,1049-50,True,unemployed,,,,14.0,1051-08-01
5784,1049-50,True,employed,professional,heritage_and_curation,4.0,1.0,1051-08-01
5787,1049-50,False,,,,,,1051-08-01
5793,1049-50,True,employed,professional,legal_services,3.0,5.0,1051-08-01
5799,1049-50,True,employed,non_professional,management_consulting,3.0,6.0,1051-08-01
5801,1049-50,True,employed,non_professional,architecture_and_built_environment,2.0,7.0,1051-08-01
582,1049-50,True,further_study,,further_study,,1.0,1051-08-01
5820,1049-50,False,,,,,,1051-08-01
5837,1049-50,True,employed,non_professional,creative_industries,2.0,2.0,1051-08-01
5855,1049-50,False,,,,,,1051-08-01
5866,1049-50,True,further_study,,further_study,,1.0,1051-08-01
5868,1049-50,False,,,,,,1051-08-01
5873,1049-50,False,,,,,,1051-08-01
5886,1049-50,True,employed,professional,finance_and_banking,5.0,3.0,1051-08-01
5892,1049-50,True,employed,professional,heritage_and_curation,5.0,10.0,1051-08-01
5894,1049-50,True,employed,non_professional,craft_and_making,2.0,4.0,1051-08-01
5898,1049-50,False,,,,,,1051-08-01
5899,1049-50,False,,,,,,1051-08-01
5900,1049-50,True,employed,non_professional,heritage_and_curation,1.0,6.0,1051-08-01
5905,1049-50,True,employed,non_professional,craft_and_making,3.0,2.0,1051-08-01
5906,1049-50,True,employed,professional,social_care,5.0,5.0,1051-08-01
5915,1049-50,False,,,,,,1051-08-01
5925,1049-50,True,further_study,,further_study,,3.0,1051-08-01
5927,1049-50,True,employed,professional,legal_services,5.0,4.0,1051-08-01
5932,1049-50,True,further_study,,further_study,,1.0,1051-08-01
5936,1049-50,False,,,,,,1051-08-01
5940,1049-50,True,further_study,,further_study,,1.0,1051-08-01
5943,1049-50,True,further_study,,further_study,,1.0,1051-08-01
5944,1049-50,True,unemployed,,,,14.0,1051-08-01
5947,1049-50,True,employed,non_professional,craft_and_making,4.0,3.0,1051-08-01
5953,1049-50,True,employed,non_professional,healthcare_and_nhs,2.0,5.0,1051-08-01
5955,1049-50,True,further_study,,further_study,,3.0,1051-08-01
5963,1049-50,True,employed,professional,ngo_and_charity,2.0,1.0,1051-08-01
5966,1049-50,True,employed,non_professional,social_care,1.0,7.0,1051-08-01
5968,1049-50,False,,,,,,1051-08-01
5996,1049-50,True,unknown,,,,16.0,1051-08-01
5997,1049-50,True,employed,professional,ngo_and_charity,4.0,4.0,1051-08-01
6000,1049-50,False,,,,,,1051-08-01
6004,1049-50,True,further_study,,further_study,,2.0,1051-08-01
6010,1049-50,False,,,,,,1051-08-01
6011,1049-50,True,further_study,,further_study,,3.0,1051-08-01
6016,1049-50,False,,,,,,1051-08-01
6024,1049-50,False,,,,,,1051-08-01
6028,1049-50,True,employed,non_professional,heritage_and_curation,3.0,3.0,1051-08-01
6032,1049-50,False,,,,,,1051-08-01
6049,1049-50,True,unknown,,,,13.0,1051-08-01
6069,1049-50,False,,,,,,1051-08-01
6081,1049-50,True,employed,professional,craft_and_making,2.0,4.0,1051-08-01
6083,1049-50,True,employed,non_professional,architecture_and_built_environment,4.0,3.0,1051-08-01
6086,1049-50,False,,,,,,1051-08-01
6097,1049-50,False,,,,,,1051-08-01
6100,1049-50,False,,,,,,1051-08-01
6104,1049-50,True,employed,professional,public_sector_and_civil_service,3.0,1.0,1051-08-01
6106,1049-50,False,,,,,,1051-08-01
6110,1049-50,False,,,,,,1051-08-01
612,1049-50,True,employed,professional,hospitality_and_tourism,2.0,2.0,1051-08-01
6120,1049-50,True,unknown,,,,15.0,1051-08-01
6121,1049-50,True,further_study,,further_study,,2.0,1051-08-01
6123,1049-50,True,employed,professional,management_consulting,3.0,10.0,1051-08-01
6124,1049-50,False,,,,,,1051-08-01
6130,1049-50,False,,,,,,1051-08-01
6138,1049-50,True,further_study,,further_study,,2.0,1051-08-01
6142,1049-50,False,,,,,,1051-08-01
6143,1049-50,False,,,,,,1051-08-01
6144,1049-50,True,employed,non_professional,design_and_media,5.0,7.0,1051-08-01
6150,1049-50,True,employed,non_professional,creative_industries,2.0,6.0,1051-08-01
6155,1049-50,True,further_study,,further_study,,0.0,1051-08-01
6157,1049-50,False,,,,,,1051-08-01
6165,1049-50,False,,,,,,1051-08-01
6169,1049-50,True,unemployed,,,,16.0,1051-08-01
6174,1049-50,True,further_study,,further_study,,4.0,1051-08-01
6175,1049-50,False,,,,,,1051-08-01
6176,1049-50,True,further_study,,further_study,,3.0,1051-08-01
6177,1049-50,True,unemployed,,,,16.0,1051-08-01
6179,1049-50,False,,,,,,1051-08-01
6180,1049-50,True,employed,non_professional,heritage_and_curation,2.0,8.0,1051-08-01
6186,1049-50,True,employed,professional,heritage_and_curation,3.0,3.0,1051-08-01
6188,1049-50,True,employed,non_professional,craft_and_making,3.0,2.0,1051-08-01
6189,1049-50,True,employed,non_professional,heritage_and_curation,3.0,6.0,1051-08-01
6193,1049-50,True,employed,professional,human_resources,3.0,4.0,1051-08-01
6196,1049-50,True,further_study,,further_study,,3.0,1051-08-01
62,1049-50,True,employed,non_professional,design_and_media,2.0,5.0,1051-08-01
6203,1049-50,True,employed,professional,human_resources,4.0,4.0,1051-08-01
6205,1049-50,True,employed,non_professional,architecture_and_built_environment,3.0,4.0,1051-08-01
6210,1049-50,True,employed,non_professional,heritage_and_curation,3.0,4.0,1051-08-01
6211,1049-50,False,,,,,,1051-08-01
6215,1049-50,True,unemployed,,,,15.0,1051-08-01
6220,1049-50,False,,,,,,1051-08-01
6228,1049-50,True,employed,professional,architecture_and_built_environment,4.0,8.0,1051-08-01
6231,1049-50,True,employed,professional,craft_and_making,5.0,2.0,1051-08-01
6240,1049-50,False,,,,,,1051-08-01
6244,1049-50,True,employed,non_professional,heritage_and_curation,1.0,3.0,1051-08-01
6245,1049-50,True,employed,professional,creative_industries,4.0,5.0,1051-08-01
6248,1049-50,True,employed,non_professional,ngo_and_charity,1.0,5.0,1051-08-01
6250,1049-50,True,employed,professional,management_consulting,4.0,4.0,1051-08-01
6251,1049-50,False,,,,,,1051-08-01
6254,1049-50,True,employed,non_professional,research_and_academia,1.0,2.0,1051-08-01
6261,1049-50,True,employed,professional,heritage_and_curation,4.0,5.0,1051-08-01
6262,1049-50,False,,,,,,1051-08-01
6267,1049-50,True,employed,non_professional,heritage_and_curation,3.0,0.0,1051-08-01
6268,1049-50,True,unemployed,,,,19.0,1051-08-01
6272,1049-50,False,,,,,,1051-08-01
6274,1049-50,True,further_study,,further_study,,1.0,1051-08-01
6275,1049-50,False,,,,,,1051-08-01
6276,1049-50,True,unemployed,,,,13.0,1051-08-01
6277,1049-50,False,,,,,,1051-08-01
6287,1049-50,False,,,,,,1051-08-01
6289,1049-50,False,,,,,,1051-08-01
6292,1049-50,True,employed,professional,design_and_media,4.0,3.0,1051-08-01
6293,1049-50,True,employed,professional,design_and_media,2.0,3.0,1051-08-01
6297,1049-50,True,employed,professional,healthcare_and_nhs,4.0,3.0,1051-08-01
6301,1049-50,True,unemployed,,,,17.0,1051-08-01
6303,1049-50,False,,,,,,1051-08-01
6310,1049-50,True,unemployed,,,,12.0,1051-08-01
6315,1049-50,True,employed,professional,craft_and_making,4.0,7.0,1051-08-01
6319,1049-50,False,,,,,,1051-08-01
6320,1049-50,True,employed,professional,creative_industries,5.0,7.0,1051-08-01
6322,1049-50,True,employed,non_professional,heritage_and_curation,4.0,2.0,1051-08-01
6325,1049-50,True,employed,non_professional,creative_industries,2.0,2.0,1051-08-01
6326,1049-50,True,employed,professional,heritage_and_curation,5.0,6.0,1051-08-01
6327,1049-50,False,,,,,,1051-08-01
6333,1049-50,False,,,,,,1051-08-01
6338,1049-50,False,,,,,,1051-08-01
6345,1049-50,False,,,,,,1051-08-01
635,1049-50,True,employed,non_professional,craft_and_making,1.0,6.0,1051-08-01
6367,1049-50,True,unemployed,,,,17.0,1051-08-01
6380,1049-50,True,further_study,,further_study,,2.0,1051-08-01
6384,1049-50,True,unemployed,,,,16.0,1051-08-01
6387,1049-50,False,,,,,,1051-08-01
6389,1049-50,False,,,,,,1051-08-01
6399,1049-50,False,,,,,,1051-08-01
6401,1049-50,True,employed,non_professional,creative_industries,2.0,1.0,1051-08-01
6404,1049-50,True,further_study,,further_study,,4.0,1051-08-01
6407,1049-50,False,,,,,,1051-08-01
6408,1049-50,False,,,,,,1051-08-01
6412,1049-50,True,employed,professional,creative_industries,4.0,4.0,1051-08-01
6413,1049-50,True,further_study,,further_study,,1.0,1051-08-01
6414,1049-50,False,,,,,,1051-08-01
