module_code,module_title,programme_code,programme_name,year,level,semester,final_project,assessment_type,difficulty_level,mark_modifier,social_requirements,creativity_requirements,practical_theoretical_balance,group_work_intensity,independent_study_requirement,stress_level
5241003,Draping & Advanced Construction,2_4_10,Fashion Design,2,5,2,,Professional artefact,0.52,0.9926,0.79,0.83,0.62,0.79,0.62,0.51
5241004,Fashion Marketing & Branding,2_4_10,Fashion Design,2,5,2,,Written exam,0.59,0.9667,0.5,0.91,0.31,0.59,0.53,0.52
622402,Portfolio Development,2_4_10,Fashion Design,3,6,1,,Written coursework,0.73,0.9149,0.74,0.83,0.56,0.71,0.62,0.69
6241001,Final Collection / Major Project,2_4_10,Fashion Design,3,6,1,1.0,Written coursework,0.95,0.8335,0.56,0.82,0.54,0.38,0.95,0.83
6241002,Professional Practice in Fashion,2_4_10,Fashion Design,3,6,2,,Professional artefact,0.73,0.9149,0.76,0.81,0.63,0.83,0.66,0.73
6241003,Sustainable Fashion Design,2_4_10,Fashion Design,3,6,2,,Written coursework,0.69,0.9297,0.71,0.85,0.52,0.82,0.48,0.66
4241101,Introduction to Graphic Design,2_4_11,Graphic Design,1,4,1,,Professional artefact,0.31,1.0285,0.46,0.74,0.79,0.75,0.34,0.31
4241102,Typography & Runography,2_4_11,Graphic Design,1,4,1,,Professional artefact,0.2,1.045,0.76,0.73,0.66,0.72,0.32,0.23
422403,Visual Communication,2_4_11,Graphic Design,1,4,2,,Professional artefact,0.26,1.036,0.67,0.74,0.75,0.73,0.13,0.28
4241103,Digital Design Skills,2_4_11,Graphic Design,1,4,2,,Practical exam,0.32,1.027,0.51,0.69,0.94,0.59,0.26,0.33
5241101,Branding & Identity Design,2_4_11,Graphic Design,2,5,1,,Professional artefact,0.51,0.9963,0.75,0.79,0.66,0.77,0.52,0.54
5241102,Editorial & Publication Design,2_4_11,Graphic Design,2,5,1,,Professional artefact,0.51,0.9963,0.46,0.81,0.74,0.64,0.61,0.48
5241103,Person-Centred Design,2_4_11,Graphic Design,2,5,2,,Written coursework,0.52,0.9926,0.72,0.76,0.58,0.77,0.52,0.52
5241104,Design History & Theory,2_4_11,Graphic Design,2,5,2,,Written coursework,0.61,0.9593,0.46,0.82,0.44,0.61,0.64,0.58
622402,Portfolio Development,2_4_11,Graphic Design,3,6,1,,Professional artefact,0.72,0.9186,0.46,0.77,0.71,0.87,0.63,0.7
6241101,Major Design Project,2_4_11,Graphic Design,3,6,1,1.0,Professional artefact,0.9,0.852,0.63,0.75,0.73,0.38,0.95,0.76
6241102,Professional Practice,2_4_11,Graphic Design,3,6,2,,Practical exam,0.67,0.9371,0.65,0.67,0.73,0.77,0.69,0.66
6241103,Contemporary Design Issues,2_4_11,Graphic Design,3,6,2,,Presentation,0.76,0.9038,0.81,0.85,0.56,0.78,0.74,0.75
4241201,Introduction to Interior Design,2_4_12,Space Design,1,4,1,,Professional artefact,0.42,1.012,0.65,0.81,0.63,0.76,0.33,0.39
4241202,Drawing & Spatial Visualisation,2_4_12,Space Design,1,4,1,,Practical exam,0.29,1.0315,0.3,0.66,0.92,0.52,0.51,0.31
4241203,Materials & Finishes,2_4_12,Space Design,1,4,2,,Professional artefact,0.33,1.0255,0.74,0.79,0.7,0.82,0.28,0.33
4241204,History of Interiors,2_4_12,Space Design,1,4,2,,Written exam,0.26,1.036,0.57,0.82,0.26,0.59,0.33,0.26
5241201,Interior Design Studio,2_4_12,Space Design,2,5,1,,Professional artefact,0.58,0.9704,0.85,0.77,0.65,0.83,0.55,0.58
5241202,Lighting & Environmental Design,2_4_12,Space Design,2,5,1,,Groupwork,0.58,0.9704,0.8,0.76,0.65,0.84,0.58,0.59
5241103,Person-Centred Design,2_4_12,Space Design,2,5,2,,Professional artefact,0.59,0.9667,0.78,0.8,0.69,0.81,0.56,0.56
5241203,Modelling,2_4_12,Space Design,2,5,2,,Professional artefact,0.47,1.0045,0.73,0.74,0.66,0.85,0.58,0.49
6241102,Professional Practice,2_4_12,Space Design,3,6,1,,Professional artefact,0.83,0.8779,0.72,0.85,0.67,0.78,0.72,0.84
6241201,Final Interior Design Project,2_4_12,Space Design,3,6,1,1.0,Professional artefact,0.95,0.8335,0.66,0.78,0.69,0.38,0.95,0.78
6241202,Sustainable Interior Design,2_4_12,Space Design,3,6,2,,Viva,0.69,0.9297,0.71,0.85,0.59,0.72,0.71,0.64
6241203,Advanced Spatial Design,2_4_12,Space Design,3,6,2,,Professional artefact,0.74,0.9112,0.81,0.76,0.67,0.83,0.63,0.76
431101,Physical Geography,3_1_1,Geography,1,4,1,,Groupwork,0.25,1.0375,0.84,0.63,0.51,0.95,0.34,0.34
431102,Person-Centred Geography,3_1_1,Geography,1,4,1,,Presentation,0.22,1.042,0.78,0.74,0.5,0.82,0.21,0.31
431103,Geographical Skills,3_1_1,Geography,1,4,2,,Practical exam,0.45,1.0075,0.46,0.66,0.89,0.45,0.34,0.33
431104,Earth Systems,3_1_1,Geography,1,4,2,,Written exam,0.32,1.027,0.69,0.72,0.46,0.78,0.37,0.32
531101,Environmental Change,3_1_1,Geography,2,5,1,,Written exam,0.5,1.0,0.46,0.75,0.47,0.81,0.53,0.48
531102,Urban & Economic Geography,3_1_1,Geography,2,5,1,,Written coursework,0.63,0.9519,0.73,0.72,0.38,0.75,0.67,0.6
531103,Geospatial Analysis,3_1_1,Geography,2,5,2,,Written exam,0.53,0.9889,0.46,0.78,0.29,0.56,0.52,0.46
531104,Research Methods in Geography,3_1_1,Geography,2,5,2,,Written coursework,0.51,0.9963,0.68,0.72,0.42,0.75,0.64,0.57
631101,Advanced Topics in Geography,3_1_1,Geography,3,6,1,,Viva,0.74,0.9112,0.46,0.7,0.53,0.74,0.81,0.74
631102,Dissertation / Field Research Project,3_1_1,Geography,3,6,1,1.0,Written coursework,0.89,0.8557,0.66,0.75,0.5,0.38,0.84,0.77
631103,Ecosystems & Sustainability,3_1_1,Geography,3,6,2,,Groupwork,0.53,0.9889,0.83,0.72,0.36,0.85,0.56,0.63
631104,Global Development,3_1_1,Geography,3,6,2,,Written coursework,0.68,0.9334,0.66,0.83,0.28,0.74,0.77,0.67
432201,Early Modern History,3_2_2,History,1,4,1,,Written exam,0.43,1.0105,0.3,0.86,0.13,0.64,0.44,0.42
432202,Modern World History,3_2_2,History,1,4,1,,Written coursework,0.44,1.009,0.71,0.71,0.22,0.77,0.36,0.39
432203,Historical Methods,3_2_2,History,1,4,2,,Groupwork,0.25,1.0375,0.76,0.72,0.58,0.9,0.28,0.38
432204,Themes in World History,3_2_2,History,1,4,2,,Written exam,0.42,1.012,0.3,0.76,0.32,0.59,0.41,0.36
532201,Social & Cultural History,3_2_2,History,2,5,1,,Written exam,0.65,0.9445,0.53,0.83,0.19,0.38,0.58,0.42
532202,Political History,3_2_2,History,2,5,1,,Written exam,0.43,1.0105,0.61,0.79,0.25,0.71,0.51,0.41
532203,Historiography,3_2_2,History,2,5,2,,Presentation,0.62,0.9556,0.77,0.69,0.6,0.82,0.59,0.62
532204,Archival Research Methods,3_2_2,History,2,5,2,,Written coursework,0.61,0.9593,0.3,0.74,0.58,0.75,0.57,0.66
632201,Special Subject in History,3_2_2,History,3,6,1,,Viva,0.78,0.8964,0.3,0.74,0.19,0.77,0.84,0.77
632202,Dissertation,3_2_2,History,3,6,1,1.0,Written coursework,0.88,0.8594,0.54,0.71,0.46,0.38,0.95,0.76
632203,Public History,3_2_2,History,3,6,2,,Viva,0.76,0.9038,0.65,0.79,0.21,0.55,0.68,0.66
632204,Global Historical Perspectives,3_2_2,History,3,6,2,,Written exam,0.63,0.9519,0.69,0.72,0.46,0.74,0.61,0.72
533502,Writing Systems & Runes,3_3_10,Multispecies Linguistics,2,5,1,,Presentation,0.71,0.9223,0.78,0.68,0.63,0.75,0.65,0.66
533304,Culture & Society,3_3_10,Languages and Literature,2,5,2,,Written exam,0.51,0.9963,0.58,0.76,0.21,0.45,0.57,0.48
533503,Sociolinguistics of Mixed-Species Societies,3_3_11,Multispecies Linguistics,2,5,2,,Written exam,0.55,0.9815,0.69,0.82,0.18,0.62,0.53,0.51
633301,Advanced Language Skills,3_3_11,Languages and Literature,3,6,1,,Professional artefact,0.75,0.9075,0.55,0.74,0.74,0.55,0.75,0.69
533504,Field Methods in Multispecies Linguistics,3_3_12,Multispecies Linguistics,2,5,2,,Presentation,0.57,0.9741,0.91,0.7,0.65,0.53,0.49,0.51
633302,Dissertation / Research Project,3_3_12,Languages and Literature,3,6,1,1.0,Written coursework,0.95,0.8335,0.79,0.63,0.54,0.38,0.95,0.76
633501,Advanced Translation & Interpretation,3_3_13,Multispecies Linguistics,3,6,1,,Presentation,0.75,0.9075,0.8,0.72,0.46,0.8,0.68,0.76
633303,Comparative Literature,3_3_13,Languages and Literature,3,6,2,,Viva,0.78,0.8964,0.73,0.78,0.2,0.73,0.79,0.75
633502,Language Contact & Hybridisation,3_3_14,Multispecies Linguistics,3,6,1,,Presentation,0.68,0.9334,0.91,0.81,0.18,0.52,0.62,0.63
633304,Contemporary Literature & Criticism,3_3_14,Languages and Literature,3,6,2,,Viva,0.78,0.8964,0.62,0.83,0.1,0.61,0.75,0.68
633503,Endangered & Ancient Languages,3_3_15,Multispecies Linguistics,3,6,2,,Written coursework,0.66,0.9408,0.6,0.83,0.1,0.65,0.71,0.66
633504,Dissertation / Field Research Project,3_3_16,Multispecies Linguistics,3,6,2,1.0,Written coursework,0.91,0.8483,0.76,0.73,0.45,0.38,0.95,0.75
433301,Language Skills I,3_3_3,Languages and Literature,1,4,1,,Written coursework,0.33,1.0255,0.74,0.66,0.63,0.51,0.23,0.24
433302,Introduction to Literature,3_3_4,Languages and Literature,1,4,1,,Written exam,0.38,1.018,0.38,0.71,0.19,0.6,0.23,0.29
433501,Introduction to Multispecies Communication,3_3_5,Multispecies Linguistics,1,4,1,,Groupwork,0.4,1.015,1.0,0.7,0.55,0.86,0.21,0.44
433303,Grammar & Linguistics,3_3_5,Languages and Literature,1,4,2,,Written exam,0.23,1.0405,0.38,0.72,0.32,0.7,0.24,0.25
433502,Foundations of Linguistics,3_3_6,Multispecies Linguistics,1,4,1,,Multi-choice exam,0.45,1.0075,0.65,0.66,0.35,0.54,0.43,0.41
433304,Cultural Studies,3_3_6,Languages and Literature,1,4,2,,Written exam,0.31,1.0285,0.57,0.76,0.26,0.53,0.29,0.27
433503,Phonetics & Phonology Across Species,3_3_7,Multispecies Linguistics,1,4,2,,Written coursework,0.38,1.018,0.74,0.82,0.36,0.77,0.4,0.43
533301,Language Skills II,3_3_7,Languages and Literature,2,5,1,,Practical exam,0.55,0.9815,0.7,0.67,0.81,0.55,0.54,0.48
433504,"Language, Culture & Society",3_3_8,Multispecies Linguistics,1,4,2,,Written exam,0.25,1.0375,0.62,0.79,0.33,0.5,0.15,0.23
533302,Literary Analysis,3_3_8,Languages and Literature,2,5,1,,Written exam,0.51,0.9963,0.61,0.72,0.1,0.63,0.48,0.46
533501,"Comparative Grammar (Elvish, Dwarvish & Common Tongue)",3_3_9,Multispecies Linguistics,2,5,1,,Groupwork,0.56,0.9778,0.79,0.75,0.38,0.85,0.64,0.6
533303,Translation Studies,3_3_9,Languages and Literature,2,5,2,,Written exam,0.42,1.012,0.56,0.82,0.18,0.54,0.42,0.34
434704,Ethics in Everyday Life,3_4_10,Philosophy of Religion and Ethics,1,4,2,,Written coursework,0.44,1.009,0.7,0.73,0.24,0.66,0.41,0.39
434803,Oral Traditions,3_4_10,Ritual and Recollection,1,4,2,,Written coursework,0.22,1.042,0.74,0.72,0.47,0.82,0.27,0.25
534601,Courtly & Civic Ceremonies,3_4_10,Ceremonies,2,5,1,,Written coursework,0.6,0.963,0.7,0.71,0.47,0.64,0.55,0.52
434804,Material Culture & Memory,3_4_11,Ritual and Recollection,1,4,2,,Written coursework,0.42,1.012,0.71,0.84,0.15,0.68,0.2,0.33
534602,Funerary & Ancestral Rites,3_4_11,Ceremonies,2,5,1,,Groupwork,0.41,1.0135,0.88,0.73,0.45,0.88,0.44,0.4
534701,Metaphysics of the Divine,3_4_11,Philosophy of Religion and Ethics,2,5,1,,Multi-choice exam,0.57,0.9741,0.73,0.63,0.5,0.84,0.45,0.61
534702,Comparative Religious Thought,3_4_12,Philosophy of Religion and Ethics,2,5,1,,Written coursework,0.48,1.003,0.75,0.76,0.51,0.72,0.46,0.47
534801,Collective Memory & Identity,3_4_12,Ritual and Recollection,2,5,1,,Written exam,0.53,0.9889,0.63,0.77,0.11,0.61,0.48,0.57
534603,Performance & Procession Design,3_4_12,Ceremonies,2,5,2,,Written coursework,0.53,0.9889,0.77,0.58,0.59,0.82,0.64,0.53
534802,"Archives, Artefacts & Ruins",3_4_13,Ritual and Recollection,2,5,1,,Written exam,0.54,0.9852,0.62,0.8,0.37,0.67,0.55,0.5
534604,Intercultural Ceremonial Exchange,3_4_13,Ceremonies,2,5,2,,Presentation,0.57,0.9741,0.76,0.73,0.47,0.79,0.45,0.53
534703,Applied Ethics,3_4_13,Philosophy of Religion and Ethics,2,5,2,,Written exam,0.49,1.0015,0.62,0.85,0.14,0.69,0.42,0.46
534704,Philosophy of Mind & Soul,3_4_14,Philosophy of Religion and Ethics,2,5,2,,Written exam,0.56,0.9778,0.65,0.76,0.25,0.64,0.45,0.48
534803,Commemoration & Memorialisation,3_4_14,Ritual and Recollection,2,5,2,,Groupwork,0.7,0.926,0.77,0.75,0.54,0.87,0.59,0.66
634601,Grand Ceremony Design Project,3_4_14,Ceremonies,3,6,1,1.0,Professional artefact,0.95,0.8335,0.61,0.73,0.48,0.38,0.95,0.83
534804,Ritual Performance,3_4_15,Ritual and Recollection,2,5,2,,Written exam,0.53,0.9889,0.48,0.76,0.28,0.53,0.35,0.49
634602,Diplomacy & Protocol,3_4_15,Ceremonies,3,6,1,,Presentation,0.57,0.9741,0.76,0.72,0.65,0.75,0.61,0.64
634701,Advanced Topics in Philosophy of Religion,3_4_15,Philosophy of Religion and Ethics,3,6,1,,Viva,0.78,0.8964,0.56,0.73,0.29,0.55,0.76,0.67
634702,Political & Social Ethics,3_4_16,Philosophy of Religion and Ethics,3,6,1,,Viva,0.8,0.889,0.66,0.77,0.13,0.57,0.74,0.73
634801,Advanced Studies in Memory & Ritual,3_4_16,Ritual and Recollection,3,6,1,,Written coursework,0.66,0.9408,0.57,0.72,0.31,0.68,0.62,0.68
634603,"Crisis, Mourning & Renewal Rituals",3_4_16,Ceremonies,3,6,2,,Written coursework,0.72,0.9186,0.73,0.74,0.22,0.7,0.58,0.75
634802,"Trauma, Loss & Remembrance",3_4_17,Ritual and Recollection,3,6,1,,Presentation,0.77,0.9001,0.8,0.73,0.53,0.77,0.71,0.71
634604,Living Traditions & Reinvention,3_4_17,Ceremonies,3,6,2,,Groupwork,0.71,0.9223,0.78,0.75,0.52,0.88,0.72,0.82
634703,Philosophy of Death & Afterlife,3_4_17,Philosophy of Religion and Ethics,3,6,2,,Written coursework,0.68,0.9334,0.53,0.84,0.15,0.58,0.84,0.66
634704,Dissertation,3_4_18,Philosophy of Religion and Ethics,3,6,2,1.0,Written coursework,0.81,0.8853,0.57,0.71,0.43,0.38,0.82,0.67
634803,Living Archives & Heritage,3_4_18,Ritual and Recollection,3,6,2,,Viva,0.78,0.8964,0.69,0.81,0.47,0.75,0.7,0.71
634804,Major Project / Fieldwork,3_4_19,Ritual and Recollection,3,6,2,1.0,Written coursework,0.95,0.8335,0.6,0.86,0.37,0.38,0.95,0.86
434601,Introduction to Ceremonial Practice,3_4_6,Ceremonies,1,4,1,,Groupwork,0.36,1.021,0.97,0.69,0.64,0.93,0.3,0.43
434602,"Symbols, Dress & Pageantry",3_4_7,Ceremonies,1,4,1,,Written coursework,0.17,1.0495,0.73,0.67,0.55,0.8,0.22,0.25
434701,Introduction to Philosophy of Religion,3_4_7,Philosophy of Religion and Ethics,1,4,1,,Written exam,0.23,1.0405,0.56,0.83,0.24,0.47,0.38,0.24
434702,Moral Philosophy,3_4_8,Philosophy of Religion and Ethics,1,4,1,,Written coursework,0.44,1.009,0.7,0.72,0.23,0.6,0.4,0.31
434801,"Memory, Myth & Storytelling",3_4_8,Ritual and Recollection,1,4,1,,Written exam,0.42,1.012,0.63,0.75,0.19,0.61,0.45,0.38
434603,"Calendars, Seasons & Festivals",3_4_8,Ceremonies,1,4,2,,Written coursework,0.23,1.0405,0.74,0.7,0.49,0.74,0.19,0.27
434802,Introduction to Ritual Practice,3_4_9,Ritual and Recollection,1,4,1,,Written exam,0.33,1.0255,0.54,0.75,0.22,0.61,0.28,0.34
434604,Ritual Spaces & Sacred Architecture,3_4_9,Ceremonies,1,4,2,,Written exam,0.47,1.0045,0.62,0.77,0.14,0.66,0.43,0.37
434703,"Myth, Belief & Reason",3_4_9,Philosophy of Religion and Ethics,1,4,2,,Presentation,0.38,1.018,0.78,0.72,0.46,0.8,0.47,0.45
435902,Communication & Mediation Skills,3_5_10,Conflict Transformation,1,4,1,,Professional artefact,0.43,1.0105,0.57,0.73,0.65,0.54,0.42,0.37
4351001,Principles of Economics,3_5_10,Economics,1,4,1,,Written exam,0.38,1.018,0.65,0.76,0.19,0.6,0.41,0.33
4351002,"Markets, Trade & Resources",3_5_11,Economics,1,4,1,,Written coursework,0.33,1.0255,0.69,0.77,0.57,0.82,0.32,0.35
4351101,Foundations of Elven Moral Thought,3_5_11,Elven Ethics in Modern Governance,1,4,1,,Written coursework,0.35,1.0225,0.61,0.65,0.61,0.76,0.4,0.48
435903,"Power, Identity & Society",3_5_11,Conflict Transformation,1,4,2,,Written exam,0.35,1.0225,0.61,0.68,0.25,0.62,0.25,0.32
4351102,Governance Traditions of the Forest Realms,3_5_12,Elven Ethics in Modern Governance,1,4,1,,Written exam,0.42,1.012,0.61,0.83,0.11,0.54,0.48,0.41
4351201,"Stories, Myths & Power",3_5_12,Narrative Governance and Institution Building,1,4,1,,Written coursework,0.21,1.0435,0.73,0.7,0.54,0.81,0.27,0.29
435904,History of Conflicts,3_5_12,Conflict Transformation,1,4,2,,Written exam,0.38,1.018,0.69,0.74,0.19,0.64,0.38,0.38
4351003,Economic History of Realms,3_5_12,Economics,1,4,2,,Written exam,0.49,1.0015,0.61,0.74,0.33,0.61,0.37,0.42
4351202,Introduction to Institutions,3_5_13,Narrative Governance and Institution Building,1,4,1,,Written coursework,0.23,1.0405,0.73,0.7,0.46,0.81,0.28,0.34
4351301,Introduction to Politics,3_5_13,Politics and Relations,1,4,1,,Written coursework,0.37,1.0195,0.7,0.76,0.22,0.66,0.42,0.38
4351004,Quantitative Methods,3_5_13,Economics,1,4,2,,Written coursework,0.3,1.03,0.7,0.7,0.42,0.89,0.33,0.39
4351103,"Ethics, Law & Stewardship",3_5_13,Elven Ethics in Modern Governance,1,4,2,,Written exam,0.3,1.03,0.61,0.74,0.18,0.43,0.46,0.28
535901,Negotiation & Diplomacy,3_5_13,Conflict Transformation,2,5,1,,Presentation,0.61,0.9593,0.76,0.75,0.55,0.82,0.56,0.63
4351302,Political Ideas & Thinkers,3_5_14,Politics and Relations,1,4,1,,Groupwork,0.21,1.0435,0.83,0.77,0.48,0.89,0.28,0.24
4351104,"Power, Duty & Longevity",3_5_14,Elven Ethics in Modern Governance,1,4,2,,Multi-choice exam,0.38,1.018,0.62,0.61,0.53,0.75,0.36,0.36
4351203,Narrative & Identity,3_5_14,Narrative Governance and Institution Building,1,4,2,,Presentation,0.36,1.021,0.77,0.69,0.43,0.78,0.3,0.45
535902,Peacebuilding & Reconciliation,3_5_14,Conflict Transformation,2,5,1,,Written coursework,0.55,0.9815,0.7,0.7,0.44,0.75,0.57,0.51
5351001,Microeconomics (Guilds & Households),3_5_14,Economics,2,5,1,,Written exam,0.59,0.9667,0.61,0.72,0.13,0.52,0.6,0.56
4351204,Foundations of Governance,3_5_15,Narrative Governance and Institution Building,1,4,2,,Written exam,0.2,1.045,0.67,0.73,0.13,0.57,0.24,0.16
4351303,"Power, Authority & the State",3_5_15,Politics and Relations,1,4,2,,Presentation,0.38,1.018,0.83,0.74,0.48,0.78,0.24,0.34
5351002,Macroeconomics (Kingdoms & Empires),3_5_15,Economics,2,5,1,,Written coursework,0.66,0.9408,0.6,0.76,0.24,0.67,0.62,0.54
5351101,Applied Elven Ethics in Policy,3_5_15,Elven Ethics in Modern Governance,2,5,1,,Viva,0.71,0.9223,0.63,0.81,0.1,0.5,0.73,0.62
535903,Justice Systems & Restorative Practice,3_5_15,Conflict Transformation,2,5,2,,Written coursework,0.62,0.9556,0.75,0.75,0.53,0.79,0.59,0.55
4351304,Inter-Realm Relations,3_5_16,Politics and Relations,1,4,2,,Presentation,0.29,1.0315,0.76,0.71,0.54,0.82,0.42,0.35
5351102,"Justice, Harmony & Collective Good",3_5_16,Elven Ethics in Modern Governance,2,5,1,,Presentation,0.54,0.9852,0.76,0.72,0.46,0.79,0.55,0.55
5351201,Narrative Strategy in Governance,3_5_16,Narrative Governance and Institution Building,2,5,1,,Written coursework,0.63,0.9519,0.5,0.84,0.16,0.57,0.64,0.53
535904,Intercultural Dialogue,3_5_16,Conflict Transformation,2,5,2,,Groupwork,0.6,0.963,0.8,0.64,0.52,0.84,0.61,0.57
5351003,"Trade, Coinage & Value Systems",3_5_16,Economics,2,5,2,,Written coursework,0.4,1.015,0.75,0.69,0.43,0.77,0.51,0.45
5351202,Institutional Design & Legitimacy,3_5_17,Narrative Governance and Institution Building,2,5,1,,Written coursework,0.3,1.03,0.72,0.77,0.49,0.75,0.39,0.35
5351301,Comparative Politics,3_5_17,Politics and Relations,2,5,1,,Written exam,0.52,0.9926,0.64,0.69,0.16,0.58,0.43,0.54
5351004,Econometrics,3_5_17,Economics,2,5,2,,Presentation,0.41,1.0135,0.8,0.72,0.51,0.72,0.38,0.43
5351103,Comparative Ethics (Elven & Dwarven),3_5_17,Elven Ethics in Modern Governance,2,5,2,,Viva,0.7,0.926,0.61,0.79,0.1,0.75,0.65,0.68
635901,Advanced Conflict Transformation,3_5_17,Conflict Transformation,3,6,1,,Presentation,0.63,0.9519,0.78,0.69,0.54,0.72,0.64,0.69
5351302,International Relations (Kingdoms & Alliances),3_5_18,Politics and Relations,2,5,1,,Groupwork,0.62,0.9556,0.74,0.71,0.5,0.86,0.62,0.59
5351104,Leadership & Responsibility,3_5_18,Elven Ethics in Modern Governance,2,5,2,,Written coursework,0.54,0.9852,0.86,0.69,0.59,0.83,0.51,0.55
5351203,"Ritual, Symbol & Authority",3_5_18,Narrative Governance and Institution Building,2,5,2,,Presentation,0.56,0.9778,0.78,0.78,0.3,0.73,0.5,0.56
635902,Post-Conflict Societies,3_5_18,Conflict Transformation,3,6,1,,Groupwork,0.75,0.9075,0.82,0.7,0.61,0.94,0.71,0.76
6351001,Advanced Economic Theory,3_5_18,Economics,3,6,1,,Viva,0.76,0.9038,0.64,0.78,0.2,0.65,0.77,0.73
5351204,Communication & Public Trust,3_5_19,Narrative Governance and Institution Building,2,5,2,,Written coursework,0.51,0.9963,0.73,0.73,0.53,0.7,0.45,0.54
5351303,Political Economy,3_5_19,Politics and Relations,2,5,2,,Written coursework,0.57,0.9741,0.73,0.78,0.42,0.86,0.56,0.6
6351002,Development & Inequality (Across Species),3_5_19,Economics,3,6,1,,Presentation,0.71,0.9223,0.85,0.79,0.57,0.78,0.63,0.74
6351101,Ethics of Modern Governance,3_5_19,Elven Ethics in Modern Governance,3,6,1,,Written coursework,0.62,0.9556,0.69,0.76,0.14,0.67,0.69,0.65
635903,Leadership in Crisis,3_5_19,Conflict Transformation,3,6,2,,Written coursework,0.62,0.9556,0.78,0.74,0.36,0.83,0.7,0.68
5351304,Conflict & Cooperation,3_5_20,Politics and Relations,2,5,2,,Presentation,0.43,1.0105,0.8,0.75,0.45,0.82,0.38,0.5
6351102,Environmental Stewardship & Future Generations,3_5_20,Elven Ethics in Modern Governance,3,6,1,,Presentation,0.71,0.9223,0.77,0.76,0.32,0.79,0.67,0.73
6351201,Advanced Narrative Governance,3_5_20,Narrative Governance and Institution Building,3,6,1,,Viva,0.86,0.8668,0.68,0.81,0.12,0.63,0.81,0.84
635904,Dissertation / Applied Project,3_5_20,Conflict Transformation,3,6,2,1.0,Written coursework,0.95,0.8335,0.7,0.73,0.35,0.38,0.95,0.78
6351003,Political Economy of Realms,3_5_20,Economics,3,6,2,,Presentation,0.8,0.889,0.77,0.73,0.44,0.76,0.66,0.72
6351202,"Crisis, Change & Institutional Renewal",3_5_21,Narrative Governance and Institution Building,3,6,1,,Groupwork,0.65,0.9445,0.82,0.69,0.52,0.87,0.66,0.66
6351301,Advanced Political Theory,3_5_21,Politics and Relations,3,6,1,,Presentation,0.78,0.8964,0.77,0.7,0.29,0.7,0.75,0.73
6351004,Dissertation,3_5_21,Economics,3,6,2,1.0,Written coursework,0.95,0.8335,0.65,0.78,0.4,0.38,0.95,0.81
6351103,Moral Dilemmas in Inter-Realm Politics,3_5_21,Elven Ethics in Modern Governance,3,6,2,,Viva,0.75,0.9075,0.55,0.77,0.17,0.55,0.76,0.69
6351302,Global Governance & Diplomacy,3_5_22,Politics and Relations,3,6,1,,Viva,0.82,0.8816,0.53,0.77,0.15,0.59,0.76,0.76
6351104,Dissertation,3_5_22,Elven Ethics in Modern Governance,3,6,2,1.0,Written coursework,0.95,0.8335,0.53,0.71,0.41,0.38,0.95,0.82
6351203,Worldbuilding & Policy Design,3_5_22,Narrative Governance and Institution Building,3,6,2,,Written coursework,0.67,0.9371,0.74,0.66,0.36,0.69,0.65,0.61
6351204,Major Project,3_5_23,Narrative Governance and Institution Building,3,6,2,1.0,Written coursework,0.85,0.8705,0.61,0.73,0.5,0.38,0.95,0.75
6351303,Security & Strategy,3_5_23,Politics and Relations,3,6,2,,Viva,0.88,0.8594,0.73,0.77,0.11,0.57,0.76,0.79
6351304,Dissertation,3_5_24,Politics and Relations,3,6,2,1.0,Written coursework,0.95,0.8335,0.73,0.71,0.42,0.38,0.95,0.75
435901,Introduction to Conflict Studies,3_5_9,Conflict Transformation,1,4,1,,Written exam,0.46,1.006,0.57,0.8,0.21,0.48,0.33,0.41
4361401,Introduction to Psychology,3_6_14,Psychology,1,4,1,,Written exam,0.41,1.0135,0.65,0.82,0.21,0.51,0.5,0.38
4361402,Cognitive Psychology,3_6_15,Psychology,1,4,1,,Written exam,0.35,1.0225,0.56,0.71,0.26,0.57,0.37,0.3
4361501,Introduction to Sociology,3_6_15,Sociology,1,4,1,,Written exam,0.39,1.0165,0.67,0.78,0.23,0.59,0.42,0.32
4361502,Culture & Society,3_6_16,Sociology,1,4,1,,Written exam,0.34,1.024,0.6,0.82,0.12,0.57,0.3,0.26
4361403,Developmental Psychology,3_6_16,Psychology,1,4,2,,Written coursework,0.34,1.024,0.7,0.7,0.35,0.59,0.44,0.37
4361404,Research Methods,3_6_17,Psychology,1,4,2,,Written coursework,0.43,1.0105,0.7,0.78,0.41,0.76,0.36,0.43
4361503,Social Inequality,3_6_17,Sociology,1,4,2,,Presentation,0.19,1.0465,0.88,0.76,0.49,0.82,0.28,0.34
4361504,Sociological Theory,3_6_18,Sociology,1,4,2,,Written exam,0.3,1.03,0.59,0.68,0.23,0.57,0.39,0.24
5361401,Social Psychology,3_6_18,Psychology,2,5,1,,Written exam,0.55,0.9815,0.55,0.73,0.28,0.65,0.44,0.56
5361402,Biological Psychology,3_6_19,Psychology,2,5,1,,Written coursework,0.66,0.9408,0.67,0.85,0.1,0.61,0.68,0.64
5361501,Research Methods in Sociology,3_6_19,Sociology,2,5,1,,Written exam,0.57,0.9741,0.67,0.77,0.26,0.64,0.57,0.52
5361502,Social Institutions,3_6_20,Sociology,2,5,1,,Presentation,0.44,1.009,0.79,0.75,0.38,0.79,0.53,0.56
