student_id,academic_year,programme_code,programme_year,is_repeat_year,teaching_quality,learning_opportunities,assessment_feedback,academic_support,organisation_management,learning_resources,student_voice,overall_satisfaction
177,1049-50,2.2.18,3,False,3,3,2,3,2,4,4,3
189,1049-50,4.2.38,3,True,4,4,3,3,4,4,4,4
193,1049-50,4.2.36,3,True,5,4,4,5,5,4,5,4
198,1049-50,2.2.18,3,True,4,4,3,3,3,3,4,3
200,1049-50,1.3.8,3,False,4,4,4,4,5,4,4,4
203,1049-50,4.3.41,3,True,3,3,3,3,3,4,3,4
206,1049-50,1.5.14,3,False,4,3,2,3,3,2,3,3
208,1049-50,3.1.28,3,True,4,4,3,3,4,4,3,3
213,1049-50,3.3.32,3,True,3,4,3,3,3,3,4,3
214,1049-50,4.2.37,3,False,4,5,3,4,3,4,4,3
231,1049-50,4.3.40,3,False,4,3,3,2,4,3,3,3
233,1049-50,1.4.10,3,True,3,4,3,3,3,3,3,2
238,1049-50,1.2.4,3,True,4,5,3,3,3,3,4,4
245,1049-50,1.5.13,3,True,3,4,3,3,2,3,4,3
247,1049-50,3.2.30,3,True,4,4,3,3,4,5,5,4
255,1049-50,2.2.18,3,False,3,3,3,3,2,3,3,3
26,1049-50,1.3.9,3,True,4,4,3,4,3,4,3,2
260,1049-50,4.4.42,3,True,5,3,4,4,4,4,4,3
265,1049-50,2.2.20,3,True,4,3,3,4,3,4,4,3
270,1049-50,3.2.30,3,True,4,4,4,3,3,5,4,3
271,1049-50,1.1.3,3,False,4,4,3,4,3,4,4,4
274,1049-50,4.1.33,3,False,4,4,5,4,4,4,4,5
288,1049-50,4.2.38,3,True,4,4,2,3,3,3,3,3
302,1049-50,2.4.24,3,True,4,4,4,4,3,4,3,4
330,1049-50,4.1.34,3,True,3,4,3,3,3,4,4,3
334,1049-50,4.1.35,3,True,5,4,4,3,3,4,4,3
339,1049-50,4.2.38,3,False,4,4,3,3,3,4,4,4
340,1049-50,1.1.1,3,False,4,4,4,4,3,4,4,4
35,1049-50,4.4.44,3,False,4,4,3,4,3,4,3,4
350,1049-50,2.4.25,3,True,4,4,4,4,4,5,4,4
352,1049-50,3.2.30,3,True,4,3,3,4,4,4,3,4
362,1049-50,4.2.37,3,True,4,5,4,4,4,4,5,4
371,1049-50,4.2.37,3,False,4,4,4,4,5,4,4,4
379,1049-50,4.1.34,3,True,4,3,3,3,3,4,3,3
383,1049-50,4.1.35,3,False,5,4,4,4,4,4,5,5
390,1049-50,1.5.13,3,False,4,3,4,4,2,3,3,2
396,1049-50,1.1.3,3,True,4,4,4,3,3,4,4,4
399,1049-50,4.4.44,3,True,4,4,3,3,3,3,4,4
419,1049-50,4.1.33,3,False,5,5,5,4,5,4,4,3
424,1049-50,2.1.15,3,True,3,4,3,4,3,4,4,3
427,1049-50,4.2.38,3,True,5,4,4,3,4,4,3,4
433,1049-50,1.4.10,3,True,5,4,4,4,3,4,4,4
444,1049-50,2.3.23,3,False,4,4,4,4,3,4,4,4
458,1049-50,2.1.17,3,False,4,4,3,3,3,4,4,4
464,1049-50,4.1.33,3,True,4,5,4,3,4,3,4,4
466,1049-50,4.3.40,3,True,5,4,4,4,4,4,4,5
474,1049-50,1.1.1,3,True,5,4,5,4,4,5,5,5
477,1049-50,4.2.37,3,True,4,3,4,4,3,4,4,4
480,1049-50,3.2.29,3,False,4,4,4,3,4,4,4,4
484,1049-50,2.3.23,3,True,5,4,4,3,4,4,4,3
500,1049-50,4.1.33,3,False,4,4,4,4,4,4,4,4
501,1049-50,1.3.8,3,False,4,4,4,4,4,4,4,4
502,1049-50,2.3.21,3,False,4,4,5,5,4,4,4,4
503,1049-50,2.4.24,3,False,3,3,3,2,2,3,4,3
506,1049-50,2.2.19,3,False,5,4,5,5,4,4,4,4
507,1049-50,1.5.14,3,False,4,4,3,4,3,3,3,4
508,1049-50,4.3.39,3,False,5,4,4,4,4,4,4,4
512,1049-50,3.1.27,3,False,4,4,4,3,3,4,4,4
513,1049-50,1.2.5,3,False,4,4,3,4,3,4,4,4
514,1049-50,4.2.38,3,False,4,4,4,4,4,4,3,4
515,1049-50,4.2.37,3,False,5,4,4,5,4,4,4,5
516,1049-50,3.2.29,3,False,4,4,3,4,4,3,4,5
517,1049-50,1.1.1,3,False,4,4,4,5,4,5,4,4
518,1049-50,2.3.23,3,False,4,4,3,4,3,3,2,3
519,1049-50,2.1.17,3,False,4,3,4,4,3,3,3,4
520,1049-50,4.1.34,3,False,3,3,4,4,4,4,4,4
522,1049-50,4.2.38,3,False,5,4,4,4,4,4,4,5
523,1049-50,1.2.5,3,False,4,3,3,4,3,3,4,3
524,1049-50,2.3.23,3,False,5,4,3,3,3,4,4,3
525,1049-50,4.4.43,3,False,4,4,4,4,3,5,4,4
526,1049-50,2.3.21,3,False,4,4,4,4,3,5,5,4
527,1049-50,3.2.30,3,False,4,4,3,3,3,3,4,3
528,1049-50,2.3.23,3,False,3,3,2,2,2,3,3,3
529,1049-50,3.3.31,3,False,3,3,3,3,2,4,4,3
530,1049-50,3.3.32,3,False,4,4,4,4,4,4,3,4
531,1049-50,1.2.5,3,False,4,3,3,3,4,4,4,4
532,1049-50,4.3.40,3,False,4,4,3,4,4,3,4,3
533,1049-50,4.4.44,3,False,4,4,4,4,4,4,5,4
534,1049-50,4.2.38,3,False,4,4,3,4,3,4,4,4
535,1049-50,1.2.5,3,False,5,4,4,5,4,4,4,5
536,1049-50,3.2.30,3,False,3,3,3,3,3,3,3,4
537,1049-50,3.3.32,3,False,4,4,4,4,4,4,3,3
538,1049-50,4.1.33,3,False,4,3,4,3,2,3,4,3
539,1049-50,2.1.15,3,False,4,4,4,5,4,4,4,4
540,1049-50,1.5.14,3,False,5,4,4,3,4,4,4,4
541,1049-50,1.5.13,3,False,4,5,5,5,4,5,4,5
543,1049-50,2.2.20,3,False,3,3,3,4,3,3,3,3
544,1049-50,4.3.40,3,False,5,4,4,5,4,4,4,5
546,1049-50,4.2.36,3,False,4,4,4,3,4,3,2,4
547,1049-50,3.2.30,3,False,4,4,3,4,4,3,4,4
548,1049-50,2.4.25,3,False,3,4,4,3,3,4,3,3
55,1049-50,4.1.33,3,False,3,3,3,4,3,3,3,3
550,1049-50,4.4.43,3,False,5,5,3,4,3,4,3,4
551,1049-50,1.1.3,3,False,5,4,4,4,4,4,4,3
553,1049-50,1.2.4,3,False,4,4,3,2,4,4,3,4
554,1049-50,1.2.4,3,False,4,4,3,4,4,3,4,4
555,1049-50,1.3.8,3,False,3,4,4,3,3,3,3,3
556,1049-50,4.3.41,3,False,4,4,4,4,4,5,4,5
557,1049-50,3.2.30,3,False,3,4,3,3,3,4,3,3
558,1049-50,3.3.31,3,False,4,5,2,3,3,5,3,4
561,1049-50,4.3.39,3,False,5,4,4,5,5,5,4,5
562,1049-50,4.4.43,3,False,4,3,2,3,3,3,3,3
563,1049-50,1.2.4,3,False,4,4,3,4,4,4,3,3
566,1049-50,2.4.25,3,False,4,4,3,4,4,3,3,3
567,1049-50,4.1.35,3,False,4,5,4,4,4,4,4,4
568,1049-50,4.4.42,3,False,4,4,4,4,4,4,4,3
570,1049-50,4.3.39,3,False,4,4,4,3,4,4,4,4
571,1049-50,4.1.33,3,False,4,3,4,3,3,3,3,3
572,1049-50,1.1.1,3,False,5,5,4,5,4,4,5,5
573,1049-50,3.2.29,3,False,4,4,3,4,4,4,4,4
576,1049-50,4.2.38,3,False,4,4,4,4,4,4,5,4
577,1049-50,4.2.37,3,False,5,5,4,4,5,4,5,5
578,1049-50,2.4.26,3,False,4,4,4,4,4,5,5,4
580,1049-50,2.2.19,3,False,4,4,3,3,3,4,4,4
581,1049-50,2.1.16,3,False,4,5,3,4,4,4,4,4
583,1049-50,1.1.3,3,False,4,4,3,4,3,4,4,4
584,1049-50,4.1.35,3,False,4,4,3,4,4,4,3,3
585,1049-50,4.1.34,3,False,5,4,4,4,4,4,3,3
586,1049-50,3.1.27,3,False,3,4,3,5,3,4,3,4
588,1049-50,3.1.27,3,False,4,4,5,4,4,5,4,4
589,1049-50,2.3.22,3,False,5,4,3,4,4,4,4,4
591,1049-50,4.1.34,3,False,4,3,4,2,4,3,3,2
593,1049-50,4.2.36,3,False,5,4,5,4,4,4,4,4
594,1049-50,1.1.1,3,False,5,5,4,4,5,4,4,5
595,1049-50,2.2.18,3,False,5,4,5,5,5,4,4,4
596,1049-50,1.1.2,3,False,3,3,3,5,2,4,4,4
597,1049-50,4.3.40,3,False,4,4,4,3,4,4,4,4
599,1049-50,1.5.13,3,False,4,5,4,4,4,4,4,3
60,1049-50,1.4.10,3,False,4,4,3,3,2,3,3,3
600,1049-50,1.5.12,3,False,4,4,4,4,3,4,3,4
601,1049-50,2.3.21,3,False,4,4,4,4,3,4,3,3
602,1049-50,1.1.1,3,False,3,4,3,3,3,4,5,3
604,1049-50,1.1.3,3,False,4,4,4,4,4,4,4,4
605,1049-50,3.2.29,3,False,4,4,4,3,4,4,4,4
606,1049-50,4.4.44,3,False,4,4,3,4,4,4,4,4
608,1049-50,4.2.38,3,False,4,4,4,5,4,5,4,4
609,1049-50,4.3.41,3,False,4,4,5,5,4,5,4,5
611,1049-50,3.2.29,3,False,4,3,4,3,4,5,4,4
612,1049-50,2.2.20,3,False,4,3,4,3,4,4,3,4
613,1049-50,1.1.1,3,False,4,5,3,4,4,4,4,4
615,1049-50,4.2.37,3,False,4,4,3,3,4,5,4,4
618,1049-50,1.3.7,3,False,4,5,4,4,4,4,4,4
619,1049-50,2.1.17,3,False,4,4,3,4,3,3,4,4
62,1049-50,4.2.37,3,False,5,5,5,4,5,5,5,5
620,1049-50,3.2.29,3,False,4,3,4,3,3,4,3,3
621,1049-50,2.3.23,3,False,4,4,3,3,3,4,5,3
622,1049-50,3.2.29,3,False,4,4,5,4,4,4,3,3
623,1049-50,4.1.33,3,False,4,4,4,4,5,5,4,4
624,1049-50,4.2.37,3,False,4,5,4,4,4,3,4,4
625,1049-50,3.2.29,3,False,5,5,4,5,4,5,5,4
628,1049-50,3.3.32,3,False,3,4,3,4,3,4,4,3
629,1049-50,4.2.36,3,False,4,4,4,4,3,4,4,4
63,1049-50,1.1.3,3,True,4,3,2,2,3,4,3,2
630,1049-50,2.3.23,3,False,4,4,3,3,3,4,3,3
631,1049-50,2.3.22,3,False,5,5,4,5,4,5,4,5
632,1049-50,3.2.30,3,False,4,4,4,4,4,4,4,3
634,1049-50,2.1.17,3,False,5,5,5,5,5,5,5,5
636,1049-50,4.3.41,3,False,3,3,3,3,3,4,3,3
637,1049-50,2.1.16,3,False,5,5,4,5,5,4,4,5
638,1049-50,1.1.3,3,False,3,3,4,4,4,4,4,4
639,1049-50,2.1.17,3,False,5,5,4,5,4,4,4,4
641,1049-50,1.2.4,3,False,3,4,4,3,3,4,3,4
643,1049-50,1.5.12,3,False,3,4,3,4,3,3,3,4
645,1049-50,2.3.22,3,False,4,3,3,4,2,3,4,3
647,1049-50,4.1.33,3,False,4,3,4,4,3,3,3,4
648,1049-50,2.1.16,3,False,3,3,3,3,3,3,4,3
649,1049-50,3.2.30,3,False,5,5,4,4,4,4,4,4
651,1049-50,2.1.17,3,False,4,3,4,3,4,4,3,4
652,1049-50,4.1.35,3,False,5,4,5,4,3,4,3,4
653,1049-50,2.2.18,3,False,5,5,4,4,3,4,4,4
656,1049-50,2.3.23,3,False,4,5,4,4,4,4,4,4
658,1049-50,4.3.40,3,False,4,4,4,4,4,4,3,4
659,1049-50,3.2.29,3,False,4,4,3,4,4,4,3,4
661,1049-50,4.2.36,3,False,4,3,3,3,3,3,3,3
662,1049-50,3.1.27,3,False,5,3,5,5,4,4,4,4
663,1049-50,2.3.23,3,False,5,4,4,4,4,4,3,4
664,1049-50,4.3.41,3,False,5,4,4,4,3,4,4,4
666,1049-50,2.3.22,3,False,4,4,4,4,4,3,2,4
667,1049-50,3.3.31,3,False,4,4,4,5,4,4,3,4
668,1049-50,1.2.6,3,False,4,4,3,3,3,3,4,3
669,1049-50,1.1.3,3,False,4,4,3,4,3,3,3,3
670,1049-50,2.1.17,3,False,4,4,4,4,4,4,4,4
671,1049-50,4.3.40,3,False,3,4,4,4,3,4,3,4
673,1049-50,3.2.29,3,False,4,4,4,3,4,4,4,3
674,1049-50,4.4.42,3,False,5,4,4,5,4,4,4,5
676,1049-50,3.1.27,3,False,4,4,3,4,4,5,3,4
677,1049-50,3.2.29,3,False,4,4,4,4,4,4,4,4
680,1049-50,1.3.9,3,False,5,5,5,4,4,4,4,5
682,1049-50,4.3.41,3,False,5,4,4,4,4,5,4,4
683,1049-50,1.2.4,3,False,4,4,4,4,4,3,4,4
684,1049-50,2.2.19,3,False,4,5,4,4,4,4,4,4
685,1049-50,1.5.13,3,False,4,4,3,4,4,3,4,3
686,1049-50,4.4.42,3,False,3,3,2,3,2,3,2,2
687,1049-50,2.4.25,3,False,5,4,4,4,3,4,3,4
688,1049-50,4.4.42,3,False,4,4,5,4,4,4,4,4
69,1049-50,3.2.30,3,False,4,4,3,4,4,4,3,4
690,1049-50,3.2.30,3,False,4,4,4,4,4,3,3,3
692,1049-50,4.1.33,3,False,5,5,4,4,4,4,4,5
693,1049-50,4.3.39,3,False,4,5,4,4,4,4,4,5
694,1049-50,4.2.37,3,False,4,4,3,3,4,4,3,3
696,1049-50,2.1.17,3,False,4,4,3,4,3,4,3,3
697,1049-50,2.1.17,3,False,5,4,3,3,4,4,4,3
698,1049-50,1.2.6,3,False,5,4,4,4,4,5,3,5
699,1049-50,1.1.2,3,False,3,4,3,3,3,4,3,3
700,1049-50,2.3.21,3,False,5,4,4,4,4,4,4,4
702,1049-50,1.1.3,3,False,3,3,2,3,3,4,4,3
703,1049-50,1.2.5,3,False,4,4,4,5,4,4,4,5
704,1049-50,4.2.38,3,False,3,4,4,3,4,4,3,3
705,1049-50,3.1.27,3,False,4,4,4,4,4,4,4,4
706,1049-50,1.5.12,3,False,4,4,4,4,4,4,4,4
708,1049-50,4.1.33,3,False,4,4,3,3,4,3,4,3
709,1049-50,3.1.27,3,False,4,4,4,4,4,5,4,5
710,1049-50,1.1.2,3,False,4,4,3,4,4,4,4,5
711,1049-50,2.3.23,3,False,4,5,4,4,4,4,3,5
712,1049-50,1.3.9,3,False,5,4,4,4,3,4,4,4
713,1049-50,1.1.3,3,False,4,4,4,5,4,4,4,4
714,1049-50,1.5.14,3,False,4,3,4,4,3,4,4,4
715,1049-50,1.1.2,3,False,4,5,4,4,4,4,4,5
716,1049-50,4.2.38,3,False,4,4,4,4,4,4,4,4
717,1049-50,4.4.44,3,False,4,3,3,3,3,3,3,4
718,1049-50,4.3.39,3,False,5,4,5,5,5,4,5,5
719,1049-50,4.1.34,3,False,4,5,5,4,5,4,4,4
720,1049-50,1.1.2,3,False,3,4,3,3,3,3,4,2
721,1049-50,1.1.2,3,False,3,4,4,4,3,3,4,4
722,1049-50,2.4.25,3,False,4,5,4,5,4,5,4,4
723,1049-50,2.4.26,3,False,4,4,4,4,4,4,4,4
724,1049-50,1.1.2,3,False,5,4,4,5,5,4,4,5
725,1049-50,4.1.33,3,False,5,4,5,4,5,4,4,4
727,1049-50,2.1.17,3,False,4,4,3,4,3,3,4,4
728,1049-50,1.2.5,3,False,4,4,4,4,4,4,4,4
729,1049-50,4.4.43,3,False,4,4,3,5,4,4,4,4
730,1049-50,4.1.33,3,False,4,4,4,4,4,4,4,4
733,1049-50,4.3.41,3,False,4,3,4,4,4,4,4,3
734,1049-50,3.1.27,3,False,4,4,4,4,4,3,3,3
735,1049-50,1.4.10,3,False,4,4,4,4,4,4,3,4
736,1049-50,1.1.1,3,False,4,4,3,4,3,4,3,3
737,1049-50,3.3.31,3,False,4,4,4,4,3,4,4,4
738,1049-50,4.3.39,3,False,5,5,5,5,4,5,4,5
739,1049-50,1.1.1,3,False,4,4,3,4,4,4,5,4
740,1049-50,4.4.43,3,False,5,4,5,4,5,4,4,5
742,1049-50,4.4.44,3,False,4,3,3,3,3,4,3,4
743,1049-50,2.3.23,3,False,5,4,4,4,4,4,4,4
744,1049-50,4.3.39,3,False,4,4,4,4,4,3,4,3
745,1049-50,4.4.42,3,False,3,3,3,4,4,4,4,4
746,1049-50,4.4.44,3,False,4,4,4,4,3,3,3,4
747,1049-50,1.1.3,3,False,4,3,3,3,3,4,4,3
748,1049-50,1.2.4,3,False,5,3,3,4,3,4,4,4
749,1049-50,3.1.27,3,False,3,4,4,4,3,4,3,4
75,1049-50,1.5.14,3,True,4,4,4,4,3,4,3,4
750,1049-50,4.3.40,3,False,5,4,4,4,4,4,3,5
752,1049-50,4.3.40,3,False,4,5,4,4,4,4,4,4
753,1049-50,4.2.36,3,False,4,4,4,4,3,3,3,3
754,1049-50,1.4.11,3,False,4,5,4,3,4,4,4,4
755,1049-50,1.1.2,3,False,5,5,4,5,3,4,4,5
756,1049-50,2.1.16,3,False,3,3,2,4,3,3,3,3
757,1049-50,1.1.1,3,False,5,4,4,5,4,5,4,4
758,1049-50,4.4.44,3,False,5,5,4,5,4,4,3,5
759,1049-50,1.2.4,3,False,5,5,4,5,4,4,4,4
761,1049-50,3.2.29,3,False,4,4,5,4,4,4,4,4
762,1049-50,2.2.18,3,False,4,3,3,3,3,3,3,3
763,1049-50,1.3.7,3,False,4,3,4,3,3,3,4,3
764,1049-50,3.2.29,3,False,4,4,4,4,5,4,3,4
765,1049-50,4.3.39,3,False,5,4,4,5,4,4,5,4
766,1049-50,4.1.35,3,False,5,4,4,4,4,3,3,4
767,1049-50,4.2.36,3,False,5,4,4,4,4,4,3,4
768,1049-50,4.2.37,3,False,2,4,3,3,3,2,3,2
769,1049-50,4.2.38,3,False,4,4,3,4,3,3,4,3
770,1049-50,2.1.17,3,False,4,4,3,4,4,3,4,4
771,1049-50,3.1.27,3,False,4,4,4,4,4,4,4,4
773,1049-50,4.4.43,3,False,5,4,5,3,3,4,3,3
774,1049-50,4.2.37,3,False,4,4,4,3,3,3,4,3
775,1049-50,3.3.31,3,False,4,4,4,4,4,3,3,5
777,1049-50,1.4.11,3,False,4,5,3,4,4,4,3,5
778,1049-50,4.2.36,3,False,4,4,4,4,4,4,3,4
78,1049-50,1.3.7,3,True,4,3,3,4,3,4,4,3
780,1049-50,1.1.3,3,False,3,3,3,4,4,3,3,3
781,1049-50,3.3.31,3,False,5,4,5,4,4,4,5,5
782,1049-50,1.5.14,3,False,5,5,4,4,4,4,5,5
783,1049-50,4.1.33,3,False,4,4,4,4,3,4,3,4
784,1049-50,2.3.23,3,False,4,4,4,4,4,4,4,4
785,1049-50,4.4.42,3,False,4,4,2,3,2,3,2,3
786,1049-50,4.2.38,3,False,4,5,4,5,4,4,4,5
789,1049-50,4.3.41,3,False,3,4,4,3,3,3,3,3
790,1049-50,2.3.23,3,False,4,4,3,3,4,4,4,3
791,1049-50,2.1.17,3,False,3,3,2,2,2,3,2,2
792,1049-50,4.3.39,3,False,3,3,3,2,3,3,3,2
793,1049-50,2.2.19,3,False,5,4,4,5,4,4,4,5
794,1049-50,4.2.37,3,False,4,5,5,4,3,4,4,4
795,1049-50,2.2.18,3,False,5,4,4,4,4,4,4,5
796,1049-50,3.3.32,3,False,4,4,4,4,4,4,4,4
798,1049-50,4.3.41,3,False,4,4,4,4,4,4,3,4
799,1049-50,4.2.36,3,False,3,4,3,4,3,4,4,3
80,1049-50,4.2.36,3,False,3,4,3,4,3,4,4,4
800,1049-50,2.4.25,3,False,2,3,3,3,3,3,4,3
801,1049-50,4.3.41,3,False,3,3,4,3,3,3,3,2
802,1049-50,4.1.34,3,False,4,4,4,4,4,4,4,5
804,1049-50,1.2.4,3,False,4,3,3,3,3,3,3,3
805,1049-50,3.2.29,3,False,3,3,3,2,3,3,2,3
807,1049-50,4.2.37,3,False,4,4,4,4,4,4,3,4
809,1049-50,3.2.29,3,False,4,5,5,5,5,5,5,5
81,1049-50,3.1.27,3,True,5,4,4,4,4,4,5,4
810,1049-50,1.1.2,3,False,4,4,3,4,3,4,3,3
811,1049-50,2.3.23,3,False,4,4,3,3,3,3,4,3
813,1049-50,4.2.37,3,False,4,4,4,4,4,4,5,4
814,1049-50,4.3.41,3,False,4,3,3,4,4,4,3,3
815,1049-50,4.3.40,3,False,4,4,4,3,3,4,3,4
816,1049-50,2.1.15,3,False,3,4,3,4,4,4,4,4
817,1049-50,1.5.13,3,False,5,4,4,4,4,4,3,4
818,1049-50,4.2.37,3,False,4,4,4,4,3,4,4,4
820,1049-50,4.2.37,3,False,5,4,4,4,4,4,4,4
821,1049-50,2.1.16,3,False,5,4,4,4,4,5,4,4
822,1049-50,1.1.3,3,False,4,5,5,4,4,4,4,5
824,1049-50,1.5.12,3,False,5,4,4,5,4,4,3,4
825,1049-50,4.2.38,3,False,5,4,4,5,4,5,4,4
826,1049-50,3.3.32,3,False,4,4,3,3,4,4,3,4
827,1049-50,4.1.35,3,False,4,4,4,4,5,4,4,4
829,1049-50,2.1.17,3,False,4,5,3,4,4,4,5,4
830,1049-50,3.3.32,3,False,4,4,4,4,3,4,4,3
833,1049-50,4.4.42,3,False,4,4,4,4,4,4,5,5
836,1049-50,1.2.4,3,False,4,4,4,4,4,4,3,4
837,1049-50,3.2.30,3,False,4,4,4,4,4,4,3,4
839,1049-50,4.3.41,3,False,5,4,4,5,4,4,4,5
840,1049-50,3.2.30,3,False,4,4,5,5,4,4,4,4
841,1049-50,2.2.18,3,False,3,3,5,4,4,4,3,3
842,1049-50,3.3.32,3,False,4,4,5,4,2,4,4,4
844,1049-50,2.4.25,3,False,4,4,4,4,4,4,3,4
846,1049-50,4.3.40,3,False,5,4,3,5,4,4,4,5
847,1049-50,4.4.43,3,False,4,5,5,4,4,4,4,4
848,1049-50,2.2.19,3,False,4,4,4,3,4,4,4,3
849,1049-50,3.3.32,3,False,4,4,4,5,4,4,5,4
850,1049-50,4.4.42,3,False,5,4,4,5,4,4,4,4
851,1049-50,4.1.33,3,False,4,5,3,4,3,4,4,3
852,1049-50,2.1.16,3,False,4,5,3,4,3,3,4,4
853,1049-50,4.4.44,3,False,4,4,3,4,4,4,4,4
854,1049-50,2.4.24,3,False,5,5,4,4,4,4,3,5
856,1049-50,1.2.4,3,False,3,3,3,3,3,3,3,3
857,1049-50,2.3.23,3,False,3,3,3,3,3,4,3,3
858,1049-50,3.1.27,3,False,4,4,4,5,4,4,4,5
860,1049-50,2.2.20,3,False,4,5,4,4,4,5,4,5
862,1049-50,4.4.43,3,False,4,3,4,4,4,4,3,4
863,1049-50,2.2.19,3,False,4,4,4,3,4,4,3,4
864,1049-50,2.1.17,3,False,4,4,3,3,3,3,4,3
865,1049-50,2.1.15,3,False,4,5,4,4,4,4,4,4
866,1049-50,4.3.39,3,False,4,5,4,4,5,5,4,5
867,1049-50,2.2.20,3,False,4,4,4,4,4,4,4,4
868,1049-50,1.1.3,3,False,5,4,4,5,4,3,3,4
869,1049-50,4.2.36,3,False,4,4,3,4,4,3,3,4
871,1049-50,2.4.25,3,False,4,4,4,3,4,4,4,4
872,1049-50,2.1.17,3,False,4,4,4,4,4,4,4,4
873,1049-50,3.1.28,3,False,4,4,4,4,4,5,4,4
874,1049-50,2.1.17,3,False,4,5,4,5,4,4,4,4
875,1049-50,4.3.41,3,False,4,4,4,4,3,4,4,4
876,1049-50,4.3.41,3,False,4,3,3,4,3,4,3,4
877,1049-50,4.4.44,3,False,4,5,4,5,4,4,4,4
878,1049-50,3.1.27,3,False,4,4,3,4,4,4,4,4
879,1049-50,3.2.29,3,False,4,4,4,4,3,4,4,4
88,1049-50,3.2.30,3,True,4,5,4,4,4,5,4,5
880,1049-50,4.1.34,3,False,4,3,4,3,3,3,4,4
882,1049-50,4.4.43,3,False,3,3,3,4,3,3,3,4
883,1049-50,1.1.2,3,False,3,4,3,3,3,3,4,3
884,1049-50,2.1.16,3,False,4,4,5,5,3,4,4,4
885,1049-50,2.2.20,3,False,3,4,3,4,3,4,2,3
886,1049-50,4.2.38,3,False,3,3,2,3,3,3,3,3
887,1049-50,3.2.29,3,False,5,5,4,5,4,4,4,4
889,1049-50,3.3.32,3,False,4,3,3,2,2,3,3,3
891,1049-50,2.2.19,3,False,4,4,4,4,5,4,4,4
892,1049-50,4.3.40,3,False,3,3,3,4,3,4,3,4
893,1049-50,1.1.1,3,False,3,4,4,3,3,4,4,3
895,1049-50,3.2.29,3,False,4,5,4,3,3,4,4,4
896,1049-50,4.3.40,3,False,3,3,3,2,3,3,3,3
897,1049-50,4.2.37,3,False,4,4,3,3,4,4,4,3
898,1049-50,1.1.2,3,False,4,3,4,4,4,4,3,4
899,1049-50,4.4.42,3,False,4,4,4,5,4,4,3,4
900,1049-50,1.2.4,3,False,4,5,3,4,4,4,4,3
901,1049-50,2.3.22,3,False,4,4,3,3,3,5,3,4
902,1049-50,1.1.1,3,False,4,4,3,4,4,4,4,5
903,1049-50,3.2.30,3,False,4,4,4,3,3,3,3,4
904,1049-50,1.1.3,3,False,3,3,3,4,3,3,4,3
905,1049-50,3.2.30,3,False,4,4,4,4,4,4,4,4
907,1049-50,3.2.29,3,False,5,4,4,4,3,4,4,4
908,1049-50,2.2.20,3,False,5,5,4,5,5,4,4,5
909,1049-50,4.3.39,3,False,4,4,4,4,4,4,4,5
910,1049-50,4.4.44,3,False,4,4,3,4,3,3,4,4
911,1049-50,3.2.29,3,False,4,4,3,4,4,3,3,4
912,1049-50,4.4.42,3,False,5,3,4,5,4,4,3,4
913,1049-50,3.3.32,3,False,4,3,3,4,3,3,4,4
915,1049-50,1.1.1,3,False,4,4,3,4,4,4,4,4
916,1049-50,1.1.3,3,False,3,4,3,4,3,4,4,3
918,1049-50,1.2.5,3,False,4,3,4,3,3,3,2,3
920,1049-50,4.4.44,3,False,4,4,5,5,4,5,3,5
921,1049-50,4.2.36,3,False,4,4,5,4,4,4,4,5
922,1049-50,4.2.37,3,False,4,4,3,3,3,3,4,4
923,1049-50,3.2.30,3,False,4,3,4,4,3,3,3,4
924,1049-50,4.1.33,3,False,5,5,5,5,4,5,3,4
925,1049-50,1.1.3,3,False,3,3,3,3,2,3,4,2
926,1049-50,2.2.19,3,False,4,5,4,4,4,5,4,4
927,1049-50,2.2.19,3,False,4,3,3,2,3,4,4,4
928,1049-50,4.3.39,3,False,4,4,4,4,3,3,3,4
929,1049-50,4.1.35,3,False,4,3,3,3,3,3,3,4
93,1049-50,1.1.2,3,False,2,4,3,3,3,3,3,3
931,1049-50,3.3.32,3,False,4,4,5,4,4,4,5,5
932,1049-50,2.3.23,3,False,5,4,4,3,5,4,5,4
934,1049-50,4.2.37,3,False,3,5,3,3,4,4,4,3
936,1049-50,4.2.36,3,False,4,4,4,3,3,4,4,4
937,1049-50,1.2.5,3,False,4,4,4,4,4,4,3,4
938,1049-50,1.3.8,3,False,4,3,3,3,3,4,4,3
939,1049-50,4.3.41,3,False,4,4,4,3,4,4,4,4
940,1049-50,2.3.22,3,False,4,4,4,5,4,4,4,5
942,1049-50,1.1.3,3,False,3,3,2,3,2,3,3,3
943,1049-50,2.4.25,3,False,4,4,3,3,3,4,4,4
944,1049-50,3.3.31,3,False,4,4,4,4,3,3,4,4
945,1049-50,1.5.12,3,False,4,4,4,4,3,4,4,4
946,1049-50,4.3.39,3,False,4,4,4,4,3,5,4,3
947,1049-50,3.2.29,3,False,4,5,5,4,4,4,5,5
949,1049-50,3.3.31,3,False,4,3,4,4,3,4,4,3
950,1049-50,3.1.28,3,False,4,4,4,4,3,3,4,3
951,1049-50,1.2.5,3,False,4,3,4,4,5,3,4,5
952,1049-50,4.1.35,3,False,4,5,5,4,3,4,4,4
953,1049-50,1.2.5,3,False,4,4,5,3,3,4,3,4
954,1049-50,4.2.36,3,False,4,4,4,4,4,4,3,4
955,1049-50,4.3.40,3,False,5,4,4,4,4,4,4,5
