student_id,race,gender,ethnicity,prior_educational_experience,socio_economic_class_rank,physical_disability,mental_health_disability,specific_learning_disability,autistic_spectrum,adhd,dyslexia,other_neurodivergence,deaf_or_hearing_impaired,wheelchair_user,requires_personal_care,blind_or_visually_impaired,communication_difficulties,no_known_disabilities
2596,Elf,Female,Baobab,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,True
2597,Dwarf,Male,Sandstone,Vocational,3,False,False,False,False,False,True,False,True,False,False,False,False,False
2598,Dwarf,Female,Sandstone,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2599,Dwarf,Male,Flint,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2600,Elf,Male,Palm,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2601,Elf,Female,Yew,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2602,Elf,Male,Rowan,Vocational,5,False,False,False,False,False,True,False,False,False,False,False,False,True
2603,Elf,Female,Holly,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2604,Elf,Male,Rowan,Academic,3,False,False,True,False,False,False,False,False,False,False,False,False,True
2605,Elf,Male,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,True,False,True
2606,Elf,Female,Palm,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2607,Elf,Male,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2608,Elf,Male,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2609,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2610,Dwarf,Male,Flint,Vocational,4,False,True,False,False,False,False,False,False,False,False,False,False,True
2611,Dwarf,Female,Flint,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True
2612,Elf,Male,Baobab,Academic,4,False,True,False,False,False,False,False,False,False,False,False,False,False
2613,Dwarf,Male,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2614,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2615,Elf,Male,Baobab,Academic,5,False,False,False,False,True,False,False,False,False,False,False,False,False
2616,Dwarf,Male,Sandstone,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2617,Dwarf,Male,Gypsum,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2618,Elf,Male,Ash,Academic,3,False,True,False,False,False,False,False,False,False,False,False,False,True
2619,Dwarf,Female,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True
2620,Dwarf,Male,Flint,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True
2621,Dwarf,Female,Sandstone,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2622,Dwarf,Female,Gypsum,Vocational,4,False,True,False,False,False,False,False,False,False,False,False,False,False
2623,Dwarf,Male,Gypsum,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2624,Dwarf,Female,Sandstone,Vocational,4,False,False,False,False,False,False,False,False,False,True,False,False,False
2625,Dwarf,Male,Flint,Vocational,2,False,True,False,False,False,False,False,False,False,False,False,False,True
2626,Dwarf,Other,Flint,Vocational,5,False,False,False,False,False,False,False,False,True,False,True,False,True
2627,Elf,Male,Rowan,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False
2628,Elf,Female,Rowan,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2629,Dwarf,Female,Flint,Academic,3,True,False,False,False,False,False,False,False,False,False,False,True,True
2630,Dwarf,Male,Granite,Vocational,4,True,False,False,False,False,False,False,True,False,False,False,False,True
2631,Dwarf,Female,Sandstone,Vocational,2,False,True,False,False,False,False,False,False,False,False,False,False,False
2632,Elf,Female,Baobab,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2633,Dwarf,Male,Granite,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2634,Elf,Male,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2635,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,True,True
2636,Elf,Female,Yew,Vocational,2,False,False,False,False,False,False,False,False,False,False,True,False,True
2637,Dwarf,Other,Gypsum,Academic,1,False,False,False,False,False,False,False,True,False,False,False,False,True
2638,Elf,Female,Ash,Vocational,5,True,True,False,False,False,False,False,False,False,False,False,False,True
2639,Dwarf,Other,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2640,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2641,Elf,Male,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False
2642,Elf,Male,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,True,False,True
2643,Elf,Female,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,True,False,True
2644,Elf,Female,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,True,True
2645,Dwarf,Male,Alabaster,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2646,Dwarf,Male,Gypsum,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2647,Dwarf,Other,Sandstone,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2648,Elf,Female,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2649,Dwarf,Male,Alabaster,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2650,Dwarf,Female,Flint,Vocational,3,False,False,False,False,True,False,False,False,False,False,False,False,False
2651,Dwarf,Male,Granite,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2652,Elf,Male,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2653,Elf,Male,Rowan,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2654,Elf,Male,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2655,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,True,False,False,False,False,False,False,True
2656,Dwarf,Male,Alabaster,Vocational,2,False,False,False,False,False,False,False,True,False,False,False,False,False
2657,Dwarf,Female,Flint,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False
2658,Elf,Female,Baobab,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2659,Elf,Male,Yew,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2660,Elf,Female,Palm,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2661,Dwarf,Female,Alabaster,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2662,Dwarf,Female,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False
2663,Dwarf,Male,Gypsum,Vocational,4,False,False,False,True,True,False,False,False,False,False,False,False,False
2664,Elf,Female,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2665,Dwarf,Female,Granite,Vocational,4,False,True,False,False,False,False,False,False,False,False,False,False,True
2666,Dwarf,Male,Flint,Vocational,3,False,False,False,False,False,True,False,False,False,False,False,False,True
2667,Dwarf,Male,Granite,Vocational,3,False,False,False,False,True,False,False,True,False,False,False,False,False
2668,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,True,False,False
2669,Elf,Female,Baobab,Vocational,3,False,False,False,False,False,False,False,False,True,False,False,False,True
2670,Elf,Male,Ash,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2671,Elf,Female,Ash,Academic,4,True,False,False,False,False,False,False,False,False,False,False,False,True
2672,Dwarf,Male,Sandstone,Vocational,3,False,False,False,False,True,False,False,False,False,False,False,False,False
2673,Dwarf,Female,Granite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2674,Elf,Male,Baobab,Academic,5,False,False,False,False,False,False,True,False,False,False,False,False,True
2675,Elf,Female,Yew,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2676,Dwarf,Male,Malachite,Vocational,5,True,False,False,False,False,False,False,False,False,False,False,False,False
2677,Dwarf,Male,Granite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2678,Elf,Male,Baobab,Academic,4,False,True,False,False,False,False,False,False,False,False,False,False,True
2679,Dwarf,Male,Flint,Vocational,3,False,False,False,False,False,False,False,False,True,False,False,False,False
2680,Elf,Female,Palm,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2681,Dwarf,Male,Flint,Vocational,4,False,False,False,False,True,False,False,False,False,False,False,False,True
2682,Elf,Female,Holly,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2683,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2684,Dwarf,Male,Granite,Vocational,3,False,False,False,False,False,False,False,False,False,False,True,False,False
2685,Dwarf,Male,Alabaster,Vocational,2,False,False,False,False,False,True,False,False,False,False,False,False,True
2686,Elf,Male,Yew,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2687,Elf,Male,Rowan,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2688,Elf,Male,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2689,Dwarf,Female,Sandstone,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2690,Elf,Male,Rowan,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2691,Elf,Female,Baobab,Academic,3,False,False,False,True,False,False,False,False,False,False,False,False,False
2692,Elf,Female,Yew,Academic,2,False,False,True,False,False,False,False,False,False,False,False,False,False
2693,Elf,Male,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2694,Dwarf,Female,Flint,Vocational,1,True,False,False,False,False,False,False,False,False,False,False,False,True
2695,Dwarf,Other,Granite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2696,Elf,Female,Rowan,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2697,Elf,Female,Yew,Vocational,4,False,True,False,False,False,False,False,False,False,False,False,False,True
2698,Elf,Male,Ash,Vocational,3,True,False,False,False,False,False,False,False,False,False,False,False,False
2699,Dwarf,Female,Granite,Vocational,3,True,False,False,True,False,False,False,False,False,False,False,False,False
2700,Elf,Female,Baobab,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2701,Elf,Female,Palm,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False
2702,Dwarf,Other,Malachite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2703,Elf,Male,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2704,Dwarf,Male,Flint,Vocational,3,False,False,False,False,False,False,False,True,False,False,False,False,False
2705,Elf,Female,Palm,Academic,2,True,False,False,False,False,True,False,False,False,False,False,False,True
2706,Dwarf,Female,Flint,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False
2707,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2708,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2709,Elf,Male,Rowan,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2710,Dwarf,Male,Malachite,Vocational,5,False,False,False,False,False,False,False,False,False,True,False,False,False
2711,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,True,False,False,False
2712,Dwarf,Female,Malachite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2713,Elf,Male,Baobab,Academic,3,False,False,True,False,False,False,False,False,False,False,False,False,False
2714,Elf,Male,Rowan,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2715,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,True,False,False,False,False,False,False,True
2716,Elf,Male,Yew,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2717,Dwarf,Female,Sandstone,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2718,Elf,Other,Palm,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2719,Dwarf,Female,Granite,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False
2720,Elf,Male,Rowan,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2721,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,True,False,False,False
2722,Elf,Female,Holly,Academic,4,False,False,False,False,False,False,False,False,False,False,True,False,True
2723,Dwarf,Female,Gypsum,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2724,Elf,Female,Rowan,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2725,Dwarf,Male,Sandstone,Vocational,2,False,False,False,True,False,False,False,False,False,False,False,False,True
2726,Elf,Male,Palm,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2727,Elf,Male,Baobab,Academic,3,False,True,False,False,False,False,False,False,False,False,False,False,True
2728,Elf,Male,Baobab,Vocational,5,False,True,False,False,False,False,False,False,False,False,False,False,True
2729,Dwarf,Male,Sandstone,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2730,Dwarf,Female,Sandstone,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2731,Elf,Female,Palm,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2732,Dwarf,Female,Granite,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,True
2733,Dwarf,Male,Granite,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2734,Dwarf,Other,Flint,Vocational,4,False,False,False,False,False,False,False,True,False,False,False,False,False
2735,Elf,Female,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2736,Dwarf,Female,Malachite,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2737,Elf,Other,Holly,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True
2738,Elf,Female,Palm,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2739,Dwarf,Other,Sandstone,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2740,Dwarf,Male,Gypsum,Vocational,3,False,False,False,False,False,True,False,False,False,False,False,False,False
2741,Dwarf,Male,Sandstone,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2742,Elf,Male,Baobab,Vocational,5,True,False,False,False,False,False,False,False,False,False,False,False,False
2743,Dwarf,Male,Alabaster,Vocational,5,False,True,False,False,False,False,False,False,False,False,False,False,True
2744,Elf,Male,Ash,Vocational,2,False,False,False,False,False,False,False,False,False,False,True,False,True
2745,Dwarf,Female,Granite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2746,Elf,Female,Ash,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2747,Dwarf,Female,Flint,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False
2748,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2749,Elf,Female,Yew,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,True
2750,Elf,Female,Palm,Academic,1,False,False,False,False,False,False,False,False,False,False,False,False,False
2751,Dwarf,Male,Granite,Vocational,3,False,False,False,False,True,False,False,False,False,False,False,False,False
2752,Dwarf,Female,Granite,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2753,Dwarf,Male,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,True,False,True
2754,Elf,Male,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,True,False,True
2755,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2756,Elf,Male,Baobab,Academic,5,False,False,False,False,True,False,False,False,False,False,False,False,True
2757,Elf,Female,Baobab,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2758,Elf,Female,Baobab,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,False
2759,Elf,Female,Baobab,Academic,2,False,False,False,False,False,False,False,False,False,False,False,True,False
2760,Elf,Male,Holly,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2761,Dwarf,Male,Flint,Vocational,3,False,False,False,False,True,False,False,False,False,False,False,False,False
2762,Dwarf,Male,Sandstone,Vocational,3,False,False,False,False,True,False,False,False,False,False,False,False,False
2763,Dwarf,Female,Malachite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2764,Elf,Male,Ash,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2765,Elf,Male,Palm,Academic,4,False,False,False,True,False,False,False,False,False,False,False,False,True
2766,Elf,Other,Rowan,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False
2767,Dwarf,Female,Flint,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False
2768,Elf,Male,Palm,Academic,4,False,False,False,True,False,False,False,False,False,False,False,False,False
2769,Dwarf,Female,Granite,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2770,Elf,Female,Holly,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False
2771,Elf,Male,Palm,Academic,5,False,True,False,False,False,False,False,False,False,False,False,False,True
2772,Dwarf,Male,Sandstone,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2773,Dwarf,Female,Flint,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,False
2774,Elf,Female,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2775,Dwarf,Female,Alabaster,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2776,Dwarf,Male,Alabaster,Academic,4,False,False,False,False,False,False,True,False,False,False,False,False,True
2777,Dwarf,Male,Gypsum,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2778,Dwarf,Male,Malachite,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2779,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2780,Elf,Male,Palm,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2781,Elf,Male,Palm,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2782,Elf,Female,Palm,Academic,2,False,False,False,False,False,False,False,False,True,False,False,False,True
2783,Dwarf,Other,Sandstone,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True
2784,Dwarf,Female,Flint,Vocational,3,True,False,False,False,False,False,False,False,False,True,False,False,False
2785,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,True,False,False,False,False,False,False,True
2786,Dwarf,Male,Alabaster,Vocational,2,False,False,False,False,True,False,False,False,False,False,False,False,True
2787,Dwarf,Other,Alabaster,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2788,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2789,Dwarf,Other,Malachite,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True
2790,Dwarf,Other,Sandstone,Vocational,5,False,False,False,False,False,False,False,False,False,False,True,False,False
2791,Elf,Female,Ash,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,False
2792,Dwarf,Other,Gypsum,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2793,Dwarf,Female,Flint,Vocational,3,False,False,False,False,True,False,False,False,False,False,True,False,False
2794,Elf,Male,Baobab,Academic,4,False,False,True,False,False,False,False,False,False,False,False,False,True
2795,Elf,Male,Yew,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2796,Elf,Female,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2797,Dwarf,Male,Gypsum,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2798,Dwarf,Female,Granite,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2799,Elf,Other,Ash,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False
2800,Elf,Male,Baobab,Academic,3,False,False,False,False,False,False,True,False,False,False,False,False,True
2801,Elf,Female,Palm,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2802,Elf,Female,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2803,Dwarf,Female,Sandstone,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2804,Dwarf,Other,Granite,Vocational,3,False,False,False,False,False,False,False,False,False,True,False,False,False
2805,Elf,Female,Holly,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2806,Elf,Other,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2807,Elf,Female,Rowan,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2808,Elf,Male,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2809,Elf,Female,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,True,True
2810,Dwarf,Female,Sandstone,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2811,Dwarf,Male,Gypsum,Vocational,3,False,False,False,False,True,False,False,False,False,False,False,False,False
2812,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2813,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,True,True,False,False,False,False,False,True
2814,Elf,Male,Yew,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2815,Elf,Female,Baobab,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,False
2816,Dwarf,Female,Flint,Vocational,2,True,False,False,False,False,False,False,False,False,False,False,False,True
2817,Elf,Female,Ash,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2818,Elf,Male,Rowan,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2819,Dwarf,Male,Malachite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2820,Elf,Male,Baobab,Academic,5,False,False,False,False,False,False,False,True,False,False,False,False,True
2821,Elf,Female,Rowan,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2822,Dwarf,Male,Malachite,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2823,Dwarf,Female,Gypsum,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2824,Dwarf,Male,Gypsum,Vocational,3,True,True,False,False,False,False,True,False,False,False,False,False,False
2825,Dwarf,Male,Flint,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False
2826,Elf,Female,Yew,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2827,Elf,Female,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2828,Dwarf,Male,Flint,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2829,Dwarf,Male,Flint,Academic,3,False,False,False,False,False,False,False,False,False,False,True,False,True
2830,Dwarf,Male,Alabaster,Vocational,4,False,False,True,False,False,False,False,False,False,False,False,False,False
2831,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2832,Dwarf,Female,Flint,Vocational,3,False,False,True,False,False,False,False,False,False,False,True,False,False
2833,Dwarf,Male,Alabaster,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,False
2834,Dwarf,Male,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True
2835,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2836,Elf,Female,Ash,Academic,3,False,False,False,False,False,False,False,False,False,False,False,True,True
2837,Elf,Other,Ash,Academic,3,False,False,False,True,False,False,False,True,False,False,False,False,False
2838,Elf,Male,Baobab,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,True,False
2839,Dwarf,Female,Granite,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2840,Dwarf,Male,Gypsum,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False
2841,Dwarf,Male,Granite,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False
2842,Dwarf,Female,Gypsum,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,False
2843,Dwarf,Female,Granite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2844,Dwarf,Other,Flint,Vocational,2,True,False,False,False,False,False,False,False,False,False,False,False,False
2845,Dwarf,Female,Alabaster,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2846,Dwarf,Male,Alabaster,Academic,5,True,False,False,False,False,False,False,False,False,False,False,False,False
2847,Dwarf,Female,Gypsum,Vocational,5,False,False,False,False,False,False,False,False,False,False,True,False,False
2848,Elf,Male,Palm,Academic,4,False,True,False,False,False,False,False,False,False,False,False,False,True
2849,Elf,Female,Baobab,Academic,3,False,False,False,True,False,False,True,False,False,False,False,False,False
2850,Elf,Male,Ash,Academic,3,False,False,False,False,False,True,False,False,False,False,False,False,False
2851,Dwarf,Female,Alabaster,Vocational,3,False,False,True,False,False,False,False,False,False,True,False,False,False
2852,Dwarf,Male,Alabaster,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2853,Elf,Male,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False
2854,Dwarf,Female,Granite,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False
2855,Dwarf,Male,Flint,Vocational,4,False,False,False,False,True,False,False,False,False,False,False,False,True
2856,Elf,Female,Palm,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2857,Elf,Male,Baobab,Academic,3,False,False,False,False,False,False,True,False,False,False,False,False,True
2858,Dwarf,Male,Flint,Academic,4,False,True,False,False,False,False,False,False,False,False,False,False,True
2859,Dwarf,Male,Flint,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,False
2860,Dwarf,Male,Alabaster,Academic,4,False,True,False,False,False,False,False,False,False,False,False,False,False
2861,Dwarf,Female,Gypsum,Vocational,1,False,True,False,False,False,False,False,False,False,False,False,False,False
2862,Elf,Male,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2863,Elf,Other,Yew,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True
2864,Dwarf,Female,Flint,Vocational,3,True,False,False,False,False,False,False,False,False,False,False,False,True
2865,Dwarf,Male,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True
2866,Dwarf,Female,Malachite,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,False
2867,Elf,Female,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2868,Dwarf,Female,Flint,Vocational,2,True,True,False,False,False,False,False,True,False,False,False,False,True
2869,Elf,Male,Yew,Academic,3,False,False,False,False,True,False,False,False,False,False,False,False,False
2870,Dwarf,Male,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2871,Elf,Female,Yew,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2872,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True
2873,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,False,True,False,False,False,False,False
2874,Dwarf,Male,Alabaster,Vocational,1,False,True,False,False,True,True,False,False,False,False,False,False,False
2875,Dwarf,Female,Alabaster,Vocational,2,True,True,False,False,False,True,False,False,False,False,False,False,False
2876,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False
2877,Elf,Female,Holly,Academic,3,False,False,False,False,False,False,True,False,False,False,False,False,True
2878,Dwarf,Male,Sandstone,Vocational,3,False,True,True,False,True,False,False,False,False,False,False,False,False
2879,Dwarf,Female,Flint,Vocational,3,False,False,False,True,False,False,False,False,False,False,False,False,False
2880,Dwarf,Male,Malachite,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2881,Elf,Male,Baobab,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False
